Num,Date,Liga,Team 1,Score,Team 2,Result,Liga Title
001,14.06. 12:00,JPN 1,Kawasaki Frontale,1:1,Hokkaido Consadole,X,Fussball - Japan J.League
002,14.06. 12:00,JPN 1,Kashima Antlers,2:0,Cerezo Osaka,1,Fussball - Japan J.League
003,14.06. 12:00,JPN 1,Sanfr. Hiroshima,2:0,Shonan Bellmare,1,Fussball - Japan J.League
004,14.06. 15:00,WM DAM,Japan Damen,2:1,Schottland Damen,1,Fussball - Damen WM 2019 in Frankreich
005,14.06. 17:30,FIN 2,TPS Juniorijalkapa,1:2,Musa Pori,2,Fussball - Finnland Ykkonen
006,14.06. 17:45,BLR 1,FC Minsk,2:1,FC Neman Grodno,1,Fussball - Weißrussland Premier League
007,14.06. 18:00,WM DAM,Jamaika Damen,0:5,Italien Damen,2,Fussball - Damen WM 2019 in Frankreich
008,14.06. 19:00,SWE 3N,Karlstad BK,3:1,BK Forward,1,Fussball - Schweden Div 1 Norra
009,14.06. 19:00,LIT 1,FK Zalgiris Kaunas,3:4,Zalgiris Vilnius,2,Fussball - Litauen A lyga
010,14.06. 19:30,SWE 3N,Umea FC,2:0,Bodens BK,1,Fussball - Schweden Div 1 Norra
011,14.06. 19:45,BLR 1,FC Gorodeya,0:0,FC Torpedo Minsk,X,Fussball - Weißrussland Premier League
012,14.06. 20:30,U20 WM,Italien U20,0:0,Ekuador U20,X,Fussball - U20 Weltmeisterschaft
013,14.06. 20:30,BB POR,Benfica Lisboa,71:71,UD Oliveirense,X,"Basketball - Portugal, LPB"
014,14.06. 20:45,BB ITA,Sardegna Sassari,73:76,Venezia,2,Basketball - Italien A1
015,14.06. 21:00,WM DAM,England Damen,1:0,Argentinien Damen,1,Fussball - Damen WM 2019 in Frankreich
016,14.06. 20:45,IRL 2,Shelbourne Dublin,2:1,FC Drogheda United,1,Fussball - Irland First Division
017,14.06. 20:45,IRL 2,FC Bray Wanderers,3:2,FC Longford Town,1,Fussball - Irland First Division
018,14.06. 20:45,IRL 2,Wexford Youths,0:0,FC Limerick 37,X,Fussball - Irland First Division
019,14.06. 20:45,IRL 2,Cobh Ramblers,2:1,FC Galway United,1,Fussball - Irland First Division
020,14.06. 20:45,IRL 2,FC Athlone Town,2:2,Cabinteely FC,X,Fussball - Irland First Division
021,14.06. 20:45,IRL 1,St Patrick's,1:0,FC Finn Harps,1,Fussball - Irland Premier Division
022,14.06. 20:45,IRL 1,FC Sligo Rovers,1:1,Cork City FC,X,Fussball - Irland Premier Division
023,14.06. 21:00,IRL 1,Boh. Dublin,2:1,FC Shamrock Rovers,1,Fussball - Irland Premier Division
024,14.06. 21:15,ISL 1,FH Hafnarfjördur,2:2,Stjarnan Gardab.,X,Fussball - Island Urvalsdeild
025,14.06. 21:15,ISL 1,Fylkir Reykjavik,4:3,Breidablik,1,Fussball - Island Urvalsdeild
026,14.06. 21:15,ISL 1,Vikingur Reykjavik,2:1,HK Kopavogs,1,Fussball - Island Urvalsdeild
027,15.06. 02:30,COPA AM,Brasilien,3:0,Bolivien,1,Fussball - Copa America
028,15.06. 11:00,JPN 2,Omiya Ardija,2:1,FC Gifu,1,Fussball - Japan J.League 2
029,15.06. 11:00,JPN 2,Ventforet Kofu,0:2,Tokyo Verdy,2,Fussball - Japan J.League 2
030,15.06. 11:00,JPN 2,JEF Utd Ichihara,2:1,Kagoshima United,1,Fussball - Japan J.League 2
031,15.06. 11:00,JPN 2,Zweigen Kanazawa,0:0,Ehime FC,X,Fussball - Japan J.League 2
032,15.06. 11:00,JPN 2,Yokohama FC,1:2,Tokushima Vortis,2,Fussball - Japan J.League 2
033,15.06. 12:00,JPN 2,Niigata Albirex,2:0,Tochigi SC,1,Fussball - Japan J.League 2
034,15.06. 12:00,JPN 2,Kyoto Sanga FC,2:2,FC Ryukyu,X,Fussball - Japan J.League 2
035,15.06. 12:00,JPN 2,Montedio Yamagata,1:0,Mito Hollyhock,1,Fussball - Japan J.League 2
036,15.06. 12:00,JPN 2,Fagiano Okayama,1:1,Renofa Yamaguchi,X,Fussball - Japan J.League 2
037,15.06. 11:00,JPN 1,Shimizu S-Pulse,3:2,Yokohama F Marinos,1,Fussball - Japan J.League
038,15.06. 12:00,JPN 1,Matsumoto Yamaga,0:1,Vegalta Sendai,2,Fussball - Japan J.League
039,15.06. 12:00,JPN 1,Oita Trinita,1:1,Nagoya Grampus,X,Fussball - Japan J.League
040,15.06. 12:00,JPN 1,Urawa RD,2:1,Sagan Tosu,1,Fussball - Japan J.League
041,15.06. 12:00,JPN 1,Jubilo Iwata,0:0,Gamba Osaka,X,Fussball - Japan J.League
042,15.06. 12:00,JPN 1,FC Tokyo,0:1,Vissel Kobe,2,Fussball - Japan J.League
043,15.06. 15:00,WM DAM,Niederlande Damen,3:1,Kamerun Damen,1,Fussball - Damen WM 2019 in Frankreich
044,15.06. 15:00,FIN CUP,IFK Mariehamn,0:2,Tampereen Ilves,2,Fussball - Finnland Cup
045,15.06. 15:30,NOR 2,Kongsvinger IL Fot,4:2,IK Start,1,Fussball - Norwegen Adeccoligaen
046,15.06. 16:00,SWE 2,IK Frej,1:3,Dalkurd FF,2,Fussball - Schweden Superettan
047,15.06. 16:00,SWE 2,Östers IF,2:2,IF Brommapojkarna,X,Fussball - Schweden Superettan
048,15.06. 16:00,SWE 2,Varbergs BoIS,3:2,Norrby IF,1,Fussball - Schweden Superettan
049,15.06. 16:00,SWE 2,IK Brage,2:0,Trelleborgs FF,1,Fussball - Schweden Superettan
050,15.06. 16:00,SWE 3S,Atvidaberg FF,3:1,IK Oddevold,1,Fussball - Schweden Div 1 Södra
051,15.06. 17:00,SWE 3N,Gefle IF,0:1,Sandvikens IF,2,Fussball - Schweden Div 1 Norra
052,15.06. 16:00,BB TUR,Fenerbahce Ülker,82:73,Efes A. Istanbul,1,Basketball - Türkei TBL
053,15.06. 18:00,U20 WM,Ukraine U20,3:1,Südkorea U20,1,Fussball - U20 Weltmeisterschaft
054,15.06. 18:00,NOR 1,FK Haugesund,1:1,SK Brann,X,Fussball - Norwegen Tippeligaen
055,15.06. 18:00,SWE 2,Degerfors IF,3:2,Vasteraas SK,1,Fussball - Schweden Superettan
056,15.06. 18:00,ISL 1,IA Akranes,1:3,KR Reykjavik,2,Fussball - Island Urvalsdeild
057,15.06. 18:00,ISL 1,Valur Reykjavik,5:1,IBV Vestmannaeyjar,1,Fussball - Island Urvalsdeild
058,15.06. 18:30,BB FRA,Asvel Basket,81:71,AS Monaco,1,Basketball - Frankreich Pro A
059,15.06. 18:30,ESP 2B,UD Logrones,0:0,Hercules CF,X,Fussball - Spanien Segunda Division B
060,15.06. 19:00,ISL 1,KA Akureyri,2:1,UMF Grindavik,1,Fussball - Island Urvalsdeild
061,15.06. 19:00,BB SER,Roter Stern,96:90,Partizan Belgrad,1,Basketball - Serbien A1 League
062,15.06. 19:15,EHF EUC,Norwegen,30:31,Spanien,2,Handball - EHF EURO Cup
063,15.06. 20:30,ITA C1A,Trapani Calcio,2:0,Piacenza Calcio,1,"Fussball - Italien Lega Pro Prima Divisione, Girone A"
064,15.06. 20:30,ESP 2B,Ponferradina SD,1:0,FC Cartagena,1,Fussball - Spanien Segunda Division B
065,15.06. 21:00,ESP 2,Malaga CF,0:1,Dep. La Coruna,2,Fussball - Spanien Segunda Division
066,15.06. 21:00,BB ESP,Real Madrid BC,87:67,FC Barcelona Lassa,1,Basketball - Spanien Spagnola ACB
067,15.06. 21:00,WM DAM,Kanada Damen,2:0,Neuseeland Damen,1,Fussball - Damen WM 2019 in Frankreich
068,15.06. 21:00,COPA AM,Venezuela,0:0,Peru,X,Fussball - Copa America
069,16.06. 00:00,COPA AM,Argentinien,0:2,Kolumbien,2,Fussball - Copa America
070,16.06. 01:30,G-CUP,Kanada,4:0,Martinique,1,Fussball - Gold Cup
071,16.06. 10:00,JPN 2,Machida Zelvia,2:2,V-Varen Nagasaki,X,Fussball - Japan J.League 2
072,16.06. 11:00,JPN 2,Avispa Fukuoka,1:1,Kashiwa Reysol,X,Fussball - Japan J.League 2
073,16.06. 15:00,NOR 2,Ham-Kam,1:2,Aalesunds FK,2,Fussball - Norwegen Adeccoligaen
074,16.06. 16:00,BLR 1,FC BATE Borisov,3:1,Shakhter Soligorsk,1,Fussball - Weißrussland Premier League
075,16.06. 17:00,EHF EUC,Schweden,33:32,Österreich,1,Handball - EHF EURO Cup
076,16.06. 17:30,SWE 2,Halmstads BK,2:0,Mjällby AIF,1,Fussball - Schweden Superettan
077,16.06. 17:30,FIN 1,KPV Kokkola,1:3,FC Inter Turku,2,Fussball - Finnland Veikkausliiga
078,16.06. 17:30,FIN 2,FF Jaro,1:1,AC Kajaani,X,Fussball - Finnland Ykkonen
079,16.06. 17:30,FIN 2,Ekenäs IF,0:3,AC Oulu,2,Fussball - Finnland Ykkonen
080,16.06. 18:00,NOR 1,Molde FK,2:0,Ranheim IL,1,Fussball - Norwegen Tippeligaen
