Num,Date,Liga,Team 1,Score,Team 2,Result,Liga Title
001,22.10. 18:11,TEN ATP,"Thiem, Dominic",2:0,"Tsonga, J. W.",1,Tennis - Tennis ATP
002,22.10. 17:00,SLO CUP,NK Celje,1:1,NK Radomlje,X,Fussball - Slowenien Cup
003,22.10. 18:15,AFC CL,Al-Hilal Riyad KSA,2:4,Al-Sadd SC QAT,2,Fussball - AFC Champions League
004,22.10. 18:55,CL,Shakhtar Don. UKR,2:2,Dinamo Zagreb CRO,X,Fussball - UEFA Champions League
005,22.10. 18:55,CL,Atl. Madrid ESP,1:0,Leverkusen GER,1,Fussball - UEFA Champions League
006,22.10. 18:55,CL,Atletico Madrid,1:1,Bay. Leverkusen+1,X,Fussball - UEFA Champions League
007,22.10. 19:00,SWE 2,Örgryte Göteborg,1:1,Degerfors IF,X,Fussball - Schweden Superettan
008,22.10. 19:00,AUT RLO,Rapid Wien Am.,2:3,Mannsdorf-Großenz.,2,Fussball - Österreich Regionalliga Ost
009,22.10. 19:00,AUT RLM,SC Weiz,1:1,WAC Amateure,X,Fussball - Österreich Regionalliga Mitte
010,22.10. 19:00,AUT RLM,WSC Hertha Wels,5:2,Sturm Graz Amat.,1,Fussball - Österreich Regionalliga Mitte
011,22.10. 19:15,EH AUT,Black Wings Linz,5:0,EC Graz 99ers,1,Eishockey - Österreich Erste Bank-EHL
012,22.10. 20:45,IRL 1,FC Derry City,1:3,St Patrick's,2,Fussball - Irland Premier Division
013,22.10. 20:45,ENG CS,Birmingham City,1:0,Blackburn Rovers,1,Fussball - England Championship
014,22.10. 20:45,ENG CS,FC Millwall,2:2,Cardiff City,X,Fussball - England Championship
015,22.10. 20:45,ENG CS,Queens Park R.,2:2,FC Reading,X,Fussball - England Championship
016,22.10. 20:45,ENG CS,Sheffield Wednes.,1:0,Stoke City,1,Fussball - England Championship
017,22.10. 20:45,ENG CS,Swansea City,0:3,FC Brentford,2,Fussball - England Championship
018,22.10. 20:45,ENG CS,Preston North End,1:1,Leeds United,X,Fussball - England Championship
019,22.10. 20:45,ENG 1,FC Blackpool,1:1,Wycombe Wanderers,X,Fussball - England League One
020,22.10. 20:45,ENG 1,Bristol Rovers,0:2,Bolton Wanderers,2,Fussball - England League One
021,22.10. 20:45,ENG 1,Burton Albion,1:0,AFC Wimbledon,1,Fussball - England League One
022,22.10. 20:45,ENG 1,FC Portsmouth,1:0,Lincoln City,1,Fussball - England League One
023,22.10. 20:45,ENG 1,FC Rochdale,2:0,MK Dons,1,Fussball - England League One
024,22.10. 20:45,ENG 1,Shrewsbury Town,1:1,FC Gillingham,X,Fussball - England League One
025,22.10. 20:45,ENG 1,Southend United,1:7,Doncaster Rovers,2,Fussball - England League One
026,22.10. 20:45,ENG 1,AFC Sunderland,5:0,Tranmere Rovers,1,Fussball - England League One
027,22.10. 21:00,CL,Galatasaray TUR,0:1,Real Madrid ESP,2,Fussball - UEFA Champions League
028,22.10. 21:00,CL,Man. City ENG,5:1,Atalanta BC ITA,1,Fussball - UEFA Champions League
029,22.10. 21:00,CL,Juventus Turin ITA,2:1,Lok Moskau RUS,1,Fussball - UEFA Champions League
030,22.10. 21:00,CL,Club Brügge BEL,0:5,Paris SG FRA,2,Fussball - UEFA Champions League
031,22.10. 21:00,CL,Tottenham ENG,5:0,Roter Stern B. SRB,1,Fussball - UEFA Champions League
032,22.10. 21:00,CL,Olympiakos P. GRE,2:3,Bayern München GER,2,Fussball - UEFA Champions League
033,22.10. 21:00,CL,Olympiakos Pir.+1,3:3,FC Bayern München,X,Fussball - UEFA Champions League
034,22.10. 21:00,ENG CS,West Bromwich,2:2,FC Barnsley,X,Fussball - England Championship
035,23.10. 02:30,COPA L,Boca Juniors ARG,1:0,CA River Plate ARG,1,Fussball - Copa Libertadores
036,23.10. 10:30,AUS CUP,Adelaide United FC,4:0,Melbourne City FC,1,"Fussball - Australien, FFA Cup"
037,23.10. 12:00,JPN CUP,Vissel Kobe,1:0,Oita Trinita,1,Fussball - Japan Emperor Cup
038,23.10. 12:00,JPN CUP,V-Varen Nagasaki,2:1,Ventforet Kofu,1,Fussball - Japan Emperor Cup
039,23.10. 12:00,JPN CUP,Sagan Tosu,0:1,Shimizu S-Pulse,2,Fussball - Japan Emperor Cup
040,23.10. 12:00,JPN CUP,Kashima Antlers,1:0,Honda FC,1,Fussball - Japan Emperor Cup
041,23.10. 14:00,AFC CL,Guangzhou Ev. CHN,0:1,Urawa RD JPN,2,Fussball - AFC Champions League
042,23.10. 14:00,RUS 2,FC Yenisey,1:1,FC Avangard Kursk,X,Fussball - Russland 1. Division
043,23.10. 17:00,RUS 2,FC Neftekhimik,2:2,Energ. Khabarovsk,X,Fussball - Russland 1. Division
044,23.10. 17:00,RUS 2,FC Rotor Wolgograd,2:0,Luch Wladivostok,1,Fussball - Russland 1. Division
045,23.10. 17:30,RUS 2,Shinnik Yaroslavl,0:2,FK Baltika,2,Fussball - Russland 1. Division
046,23.10. 17:30,EH FIN,Lukko Rauma,1:3,Kookoo Kouvola,2,Eishockey - Finnland SM-Liiga
047,23.10. 17:30,EH FIN,KalPa Kuopio,1:1,HPK Hämeenlinna,X,Eishockey - Finnland SM-Liiga
048,23.10. 17:30,EH FIN,SaiPa Lappeenr.,6:4,HIFK Helsinki,1,Eishockey - Finnland SM-Liiga
049,23.10. 17:30,EH FIN,Kärpät Oulu,5:3,Pelicans Lahti,1,Eishockey - Finnland SM-Liiga
050,23.10. 17:30,EH FIN,Tappara Tampere,2:2,Vaasan Sport,X,Eishockey - Finnland SM-Liiga
051,23.10. 17:30,EH FIN,Jukurit Mikkeli,2:5,JYP Jyväskylä,2,Eishockey - Finnland SM-Liiga
052,23.10. 18:30,ITA C1A,Pontedera,2:1,Pro Patria,1,"Fussball - Italien Lega Pro Prima Divisione, Girone A"
053,23.10. 18:30,ITA C1A,Carrarese Calcio,2:0,Como Calcio,1,"Fussball - Italien Lega Pro Prima Divisione, Girone A"
054,23.10. 18:30,ITA C1A,AC Renate,1:1,Novara Calcio,X,"Fussball - Italien Lega Pro Prima Divisione, Girone A"
055,23.10. 18:30,ITA C1B,AC Cesena,0:1,FC Südtirol,2,"Fussball - Italien Lega Pro Prima Divisione, Girone B"
056,23.10. 18:30,ITA C1C,Ternana Calcio,0:1,AS Avellino,2,"Fussball - Italien, Lega Pro Prima Divisione, Girone C"
057,23.10. 18:55,CL,RB Leipzig GER,2:1,Zenit St.Peter RUS,1,Fussball - UEFA Champions League
058,23.10. 18:55,CL,Ajax Amsterd. NED,0:1,FC Chelsea ENG,2,Fussball - UEFA Champions League
059,23.10. 20:45,ENG CS,Bristol City,2:1,Charlton Athletic,1,Fussball - England Championship
060,23.10. 20:45,ENG CS,Derby County,1:0,Wigan Athletic,1,Fussball - England Championship
