Num,Date,Liga,Team 1,Score,Team 2,Result,Liga Title
073,07.11. 00:00,BRA 1,Atletico MG,2:0,Goias EC GO,1,Fussball - Brasilien Brasilero Serie A
074,07.11. 01:30,COL COP,Indep. Medellin,2:1,AD Cali,1,Fussball - Copa Colombia
075,07.11. 16:15,INTGERC,Slowakei*,2:5,Schweiz,2,Eishockey - Germany Cup
076,07.11. 16:50,EL,FC Astana KAZ,0:5,AZ Alkmaar NED,2,Fussball - UEFA Europa League
077,07.11. 17:30,EH TOUR,Russland*,3:4,Finnland,2,Eishockey - Euro Hockey Tour
078,07.11. 18:30,EH TOUR,Tschechien*,3:1,Schweden,1,Eishockey - Euro Hockey Tour
079,07.11. 18:55,EL,LASK Linz AUT,4:1,PSV Eindhoven NED,1,Fussball - UEFA Europa League
080,07.11. 18:55,EL,LASK Linz,4:2,PSV Eindhoven+1,1,Fussball - UEFA Europa League
081,07.11. 18:55,EL,LASK Linz+1,5:1,PSV Eindhoven,1,Fussball - UEFA Europa League
082,07.11. 18:55,EL,Rosenborg BK NOR,0:2,Sporting Liss. POR,2,Fussball - UEFA Europa League
083,07.11. 18:55,EL,Stand. Lüttich BEL,2:1,E. Frankfurt GER,1,Fussball - UEFA Europa League
084,07.11. 18:55,EL,Standard Lüttich+1,3:1,Eintr. Frankfurt,1,Fussball - UEFA Europa League
085,07.11. 18:55,EL,Lazio Rom ITA,1:2,Celtic Glasgow SCO,2,Fussball - UEFA Europa League
086,07.11. 18:55,EL,FC Basel SUI,2:1,Getafe CF ESP,1,Fussball - UEFA Europa League
087,07.11. 18:55,EL,FC Krasnodar RUS,3:1,Trabzonspor TUR,1,Fussball - UEFA Europa League
088,07.11. 18:55,EL,F91 Dudelange LUX,2:5,FC Sevilla ESP,2,Fussball - UEFA Europa League
089,07.11. 18:55,EL,APOEL Nikosia CYP,2:1,Qarabag FK AZE,1,Fussball - UEFA Europa League
090,07.11. 18:55,EL,FC Lugano SUI,0:0,Malmö FF SWE,X,Fussball - UEFA Europa League
091,07.11. 18:55,EL,FC Kopenhagen DEN,1:1,Dynamo Kiev UKR,X,Fussball - UEFA Europa League
092,07.11. 18:55,EL,FC CFR Cluj ROU,1:0,Stade Rennes FRA,1,Fussball - UEFA Europa League
093,07.11. 19:00,HB GER,Rhein-Neckar L.,26:25,THW Kiel,1,Handball - Deutsche Handball Bundesliga
094,07.11. 19:00,HB GER,Bergischer HC,25:24,HC Erlangen,1,Handball - Deutsche Handball Bundesliga
095,07.11. 19:00,HB GER,Balingen/Weilst.,25:25,TVB Stuttgart,X,Handball - Deutsche Handball Bundesliga
096,07.11. 19:00,BB EL,Roter Stern SRB,60:75,Real Madrid BC ESP,2,Basketball - Euroleague
097,07.11. 19:30,BB AUT,UBSC Graz,67:87,WBC Wels,2,Basketball - Österreich Basketball Superliga
098,07.11. 20:00,BB EL,Olympiakos P. GRE,67:86,Efes Istanbul TUR,2,Basketball - Euroleague
099,07.11. 20:05,BB EL,M.Tel Aviv ISR,104:78,Alba Berlin GER,1,Basketball - Euroleague
100,07.11. 20:45,BB EL,O.Milano ITA,81:74,Baskonia G. ESP,1,Basketball - Euroleague
101,07.11. 21:00,EL,Wolfsberg AUT*,0:3,Ist.Basaks TUR,2,Fussball - UEFA Europa League
102,07.11. 21:00,EL,Wolfsberger AC,0:4,Istanb.Basakse+1,2,Fussball - UEFA Europa League
103,07.11. 21:00,EL,M'gladbach GER,2:1,AS Roma ITA,1,Fussball - UEFA Europa League
104,07.11. 21:00,EL,Mönchengladbach,2:2,AS Roma+1,X,Fussball - UEFA Europa League
105,07.11. 21:00,EL,VfL Wolfsburg GER,1:3,KAA Gent BEL,2,Fussball - UEFA Europa League
106,07.11. 21:00,EL,VfL Wolfsburg,1:4,KAA Gent+1,2,Fussball - UEFA Europa League
107,07.11. 21:00,EL,Wolverhampton ENG,1:0,Slov. Bratisl. SVK,1,Fussball - UEFA Europa League
108,07.11. 21:00,EL,Sporting Braga POR,3:1,Besiktas Ist. TUR,1,Fussball - UEFA Europa League
109,07.11. 21:00,EL,Manchester U. ENG,3:0,FK Partizan SRB,1,Fussball - UEFA Europa League
110,07.11. 21:00,EL,Gl.Rangers SCO,2:0,FC Porto POR,1,Fussball - UEFA Europa League
111,07.11. 21:00,EL,Feyenoord NED,1:1,YB Bern SUI,X,Fussball - UEFA Europa League
112,07.11. 21:00,EL,Espanyol Barc. ESP,6:0,Ludog. Razgrad BUL,1,Fussball - UEFA Europa League
113,07.11. 21:00,EL,Ferencvaros HUN,0:0,ZSKA Moskau RUS,X,Fussball - UEFA Europa League
114,07.11. 21:00,EL,FC Oleksandria UKR,2:2,St. Etienne FRA,X,Fussball - UEFA Europa League
115,07.11. 23:30,BRA 1,Ceara SC CE,2:0,Internacional RS,1,Fussball - Brasilien Brasilero Serie A
116,07.11. 23:30,BRA 1,Sao Paulo SP,0:2,Fluminense RJ,2,Fussball - Brasilien Brasilero Serie A
117,08.11. 00:00,BRA 1,Botafogo RJ,0:1,CR Flamengo RJ,2,Fussball - Brasilien Brasilero Serie A
118,08.11. 01:00,BRA 1,Gremio RS,2:1,CSA AL,1,Fussball - Brasilien Brasilero Serie A
119,08.11. 01:30,INT FSD,USA Damen,3:2,Schweden Damen,1,"Fussball - Internationale Freundschaftsspiele, Damen"
120,08.11. 02:20,NFL,Oakland Raiders,26:24,LA Chargers,1,Football - USA NFL
