Num,Date,Liga,Team 1,Score,Team 2,Result,Liga Title
001,26.11. 17:00,KHL,Sev. Cherepovets,1:1,HK Dinamo Riga,X,Eishockey - Kontinental Hockey League
002,26.11. 17:10,KHL,HK Dinamo Minsk,2:2,A. Vladivostok,X,Eishockey - Kontinental Hockey League
003,26.11. 17:30,KHL,Jokerit Helsinki,4:1,Amur Chabarowsk,1,Eishockey - Kontinental Hockey League
004,26.11. 17:30,KHL,Dynamo Moskau,4:1,Lok. Jaroslawl,1,Eishockey - Kontinental Hockey League
005,26.11. 17:30,EH FIN,Tappara Tampere,5:1,HC TPS Turku,1,Eishockey - Finnland SM-Liiga
006,26.11. 17:30,EH FIN,HPK Hämeenlinna,1:2,KalPa Kuopio,2,Eishockey - Finnland SM-Liiga
007,26.11. 17:30,EH FIN,Kärpät Oulu,3:1,JYP Jyväskylä,1,Eishockey - Finnland SM-Liiga
008,26.11. 18:55,CL,Lok Moskau RUS,0:2,Leverkusen GER,2,Fussball - UEFA Champions League
009,26.11. 18:55,CL,Galatasaray TUR,1:1,Club Brügge BEL,X,Fussball - UEFA Champions League
010,26.11. 19:00,EH SWE,HV 71,1:4,HC Örebro,2,Eishockey - Schweden Elitserien
011,26.11. 19:15,EH AUT,HC Innsbruck,2:7,Fehervar,2,Eishockey - Österreich Erste Bank-EHL
012,26.11. 20:45,ENG CS,FC Fulham,3:0,Derby County,1,Fussball - England Championship
013,26.11. 20:45,ENG CS,FC Millwall,2:2,Wigan Athletic,X,Fussball - England Championship
014,26.11. 20:45,ENG CS,Cardiff City,1:0,Stoke City,1,Fussball - England Championship
015,26.11. 20:45,ENG CS,Luton Town,2:1,Charlton Athletic,1,Fussball - England Championship
016,26.11. 20:45,ENG CS,Huddersfield Town,1:1,Swansea City,X,Fussball - England Championship
017,26.11. 20:45,ENG 1,AFC Sunderland,1:2,Burton Albion,2,Fussball - England League One
018,26.11. 20:45,ENG 1,Ipswich Town,0:0,Wycombe Wanderers,X,Fussball - England League One
019,26.11. 20:45,ENG 1,FC Portsmouth,3:2,Rotherham United,1,Fussball - England League One
020,26.11. 20:45,SCO PS,FC St. Mirren,1:2,Hibernian FC,2,Fussball - Schottland Premiership
021,26.11. 20:45,SCO CS,Partick Thistle,1:1,FC Alloa Athletic,X,Fussball - Schottland Championship
022,26.11. 21:00,CL,Juventus Turin ITA,1:0,Atl. Madrid ESP,1,Fussball - UEFA Champions League
023,26.11. 21:00,CL,Juventus Turin,1:1,Atletico Madrid+1,X,Fussball - UEFA Champions League
024,26.11. 21:00,CL,Real Madrid ESP,2:2,Paris SG FRA,X,Fussball - UEFA Champions League
025,26.11. 21:00,CL,Real Madrid,2:3,Paris SG+1,2,Fussball - UEFA Champions League
026,26.11. 21:00,CL,Roter Stern B. SRB,0:6,Bayern München GER,2,Fussball - UEFA Champions League
027,26.11. 21:00,CL,Tottenham ENG,4:2,Olympiakos P. GRE,1,Fussball - UEFA Champions League
028,26.11. 21:00,CL,Man. City ENG,1:1,Shakhtar Don. UKR,X,Fussball - UEFA Champions League
029,26.11. 21:00,CL,Atalanta BC ITA*,2:0,Dinamo Zagreb CRO,1,Fussball - UEFA Champions League
030,26.11. 21:00,ENG CS,FC Reading,0:1,Leeds United,2,Fussball - England Championship
031,27.11. 12:35,CHN 1,Beijing Renhe FC,1:1,SIPG Shanghai,X,Fussball - China Chinese Super League
032,27.11. 12:35,CHN 1,Guangzhou R&F FC,1:4,Beijing Guoan FC,2,Fussball - China Chinese Super League
033,27.11. 15:30,GOLF-C,Oman,0:0,Bahrain,X,Fussball - Golf Cup in Katar
034,27.11. 17:00,KHL,AK Bars Kasan,1:1,Sibir Nowosibirsk,X,Eishockey - Kontinental Hockey League
035,27.11. 17:30,KHL,SKA St. Petersburg,4:2,HC Sochi,1,Eishockey - Kontinental Hockey League
036,27.11. 17:30,KHL,HC Vityaz Podolsk,1:1,Neftekhimik,X,Eishockey - Kontinental Hockey League
037,27.11. 17:30,EH FIN,HIFK Helsinki,1:3,Jukurit Mikkeli,2,Eishockey - Finnland SM-Liiga
038,27.11. 17:30,EH FIN,Lukko Rauma,2:1,Pelicans Lahti,1,Eishockey - Finnland SM-Liiga
039,27.11. 17:30,EH FIN,Vaasan Sport,5:4,Kookoo Kouvola,1,Eishockey - Finnland SM-Liiga
040,27.11. 17:30,EH CZE,HC Vitkovice,1:3,Sparta Prag,2,Eishockey - Tschechische Republik Extraliga
041,27.11. 18:00,GOLF-C,Saudi Arabien,1:3,Kuwait,2,Fussball - Golf Cup in Katar
042,27.11. 18:00,DEN CUP,HB Köge,0:3,Aalborg BK,2,Fussball - Dänemark Landspokalturneringen
043,27.11. 18:30,NOR 1,Kfum Oslo,2:0,Kongsvinger IL Fot,1,Fussball - Norwegen Tippeligaen
044,27.11. 18:55,CL,FC Valencia ESP,2:2,FC Chelsea ENG,X,Fussball - UEFA Champions League
045,27.11. 18:55,CL,Zenit St.Peter RUS,2:0,Ol. Lyon FRA,1,Fussball - UEFA Champions League
046,27.11. 20:45,ENG CS,FC Middlesbrough,1:0,FC Barnsley,1,Fussball - England Championship
047,27.11. 20:45,ENG CS,Sheffield Wednes.,1:1,Birmingham City,X,Fussball - England Championship
048,27.11. 20:45,ENG CS,Queens Park R.,0:4,Nottingham Forest,2,Fussball - England Championship
049,27.11. 20:45,ENG CS,Blackburn Rovers,1:0,FC Brentford,1,Fussball - England Championship
050,27.11. 20:45,ENG CS,Hull City,4:0,Preston North End,1,Fussball - England Championship
051,27.11. 20:45,ENG LTR,FC Blackpool,1:3,Scunthorpe United,2,Fussball - England Football League Trophy
052,27.11. 21:00,CL,KRC Genk BEL,1:4,RB Salzburg AUT,2,Fussball - UEFA Champions League
053,27.11. 21:00,CL,KRC Genk+1,2:4,Red Bull Salzburg,2,Fussball - UEFA Champions League
054,27.11. 21:00,CL,KRC Genk+2,3:4,Red Bull Salzburg,2,Fussball - UEFA Champions League
055,27.11. 21:00,CL,FC Liverpool ENG,1:1,SSC Napoli ITA,X,Fussball - UEFA Champions League
056,27.11. 21:00,CL,FC Barcelona ESP,3:1,Bor. Dortmund GER,1,Fussball - UEFA Champions League
057,27.11. 21:00,CL,FC Barcelona,3:2,Bor. Dortmund+1,1,Fussball - UEFA Champions League
058,27.11. 21:00,CL,RB Leipzig GER,2:2,Benfica Lissab POR,X,Fussball - UEFA Champions League
059,27.11. 21:00,CL,Slavia Prag CZE,1:3,Inter Mailand ITA,2,Fussball - UEFA Champions League
060,27.11. 21:00,CL,Lille OSC FRA,0:2,Ajax Amsterd. NED,2,Fussball - UEFA Champions League
061,27.11. 21:00,ENG CS,West Bromwich,4:1,Bristol City,1,Fussball - England Championship
062,27.11. 21:00,URU 1,Cerro Largo FC,1:0,CA Boston River,1,Fussball - Uruguay Primera Division
063,27.11. 21:00,URU 1,CA River Plate,1:0,Juventud Piedras,1,Fussball - Uruguay Primera Division
064,27.11. 21:00,URU 1,CA Progreso,0:0,CA Penarol,X,Fussball - Uruguay Primera Division
065,27.11. 21:00,URU 1,Danubio FC,3:2,RC Montevideo,1,Fussball - Uruguay Primera Division
066,27.11. 21:00,URU 1,Plaza Colonia CD,0:0,Montev. Wanderers,X,Fussball - Uruguay Primera Division
067,27.11. 21:00,URU 1,CA Cerro,0:2,Liverpool Montevid,2,Fussball - Uruguay Primera Division
068,29.11. 01:30,COL 1,America de Cali,2:0,Indep. Santa Fe,1,Fussball - Kolumbien Primera Liga
069,29.11. 01:30,COL 1,AD Cali,0:0,Alianza Petrolera,X,Fussball - Kolumbien Primera Liga
070,27.11. 23:30,BRA 1,Internacional RS,1:2,Goias EC GO,2,Fussball - Brasilien Brasilero Serie A
071,27.11. 23:30,BRA 1,Chapecoense SC,0:1,Botafogo FR RJ,2,Fussball - Brasilien Brasilero Serie A
072,27.11. 23:30,ECU 1,CD Catolica,0:2,LDU Quito,2,Fussball - Ecuador Serie A
073,28.11. 00:00,VEN CUP,Zamora FC,1:0,Monagas SC,1,Fussball - Copa Venezuela
074,28.11. 01:00,BRA 1,EC Bahia BA,1:1,Atletico MG,X,Fussball - Brasilien Brasilero Serie A
075,28.11. 01:30,BRA 1,Corinthians SP,3:0,Avai FC SC,1,Fussball - Brasilien Brasilero Serie A
076,28.11. 01:30,BRA 1,CR Flamengo RJ,4:1,Ceara SC CE,1,Fussball - Brasilien Brasilero Serie A
