Num,Date,Liga,Team 1,Score,Team 2,Result,Liga Title
001,19.11. 11:25,INT FS,Japan,1:4,Venezuela,2,Fussball - Internationale Freundschaftsspiele
002,19.11. 14:30,INT FS,Brasilien*,3:0,Südkorea,1,Fussball - Internationale Freundschaftsspiele
003,19.11. 14:30,U19 EMQ,Irland U19*,0:2,Österreich U19,2,"Fussball - U19 EM, Qualifikation"
004,19.11. 17:00,U21 EMQ,Wales U21,1:0,Bosnien-Herz. U21,1,Fussball - U21 EM Qualifikation
005,19.11. 17:30,INT FS,Saudi Arabien,0:0,Paraguay,X,Fussball - Internationale Freundschaftsspiele
006,19.11. 18:00,INT FS,Montenegro,2:0,Weißrussland,1,Fussball - Internationale Freundschaftsspiele
007,19.11. 18:00,INT FS,Kroatien,2:1,Georgien,1,Fussball - Internationale Freundschaftsspiele
008,19.11. 20:00,EH CL,Djurgardens IF SWE,4:1,Skelleftea AIK SWE,1,Eishockey - Champions Hockey League
009,19.11. 18:00,EH CL,Lulea Hockey SWE,4:2,SC Bern SUI,1,Eishockey - Champions Hockey League
010,19.11. 18:00,EH CL,Frölunda HC SWE,8:2,Färjestads BK SWE,1,Eishockey - Champions Hockey League
011,19.11. 18:30,BB EL,BC Zalgiris LTU,85:86,Panathinaikos GRE,2,Basketball - Euroleague
012,19.11. 18:30,U21 EMQ,Norwegen U21,2:3,Portugal U21,2,Fussball - U21 EM Qualifikation
013,19.11. 18:30,U21 EMQ,Israel U21,1:1,Spanien U21,X,Fussball - U21 EM Qualifikation
014,19.11. 18:30,U21 EMQ,Nordirland U21,0:0,Rumänien U21,X,Fussball - U21 EM Qualifikation
015,19.11. 19:00,U21 EMQ,Schweiz U21,3:1,Frankreich U21,1,Fussball - U21 EM Qualifikation
016,19.11. 19:00,U21 EMQ,Serbien U21,0:2,Russland U21,2,Fussball - U21 EM Qualifikation
017,19.11. 19:00,EH CL,Adler Mannheim GER,1:1,Mountfield HK CZE,X,Eishockey - Champions Hockey League
018,19.11. 19:15,EH AUT,Black Wings Linz,5:1,Villacher SV,1,Eishockey - Österreich Erste Bank-EHL
