Num,Date,Liga,Team 1,Score,Team 2,Result,Liga Title
001,12.07. 13:35,CHN 1,Hebei China Fortun,2:1,Shenhua Shanghai,1,Fussball - China Chinese Super League
002,12.07. 13:35,CHN 1,Dalian Aerbin FC,3:2,Guangzhou R&F FC,1,Fussball - China Chinese Super League
003,12.07. 13:35,CHN 1,FC Henan Jianye,3:2,Shandong Luneng,1,Fussball - China Chinese Super League
004,12.07. 14:00,TEN ATP,"Djokovic, Novak",3:1,"Bautista, Roberto",1,Tennis - Tennis ATP
005,12.07. 17:15,TEN ATP,"Nadal, Rafael",1:3,"Federer, Roger",2,Tennis - Tennis ATP
006,12.07. 16:00,FS,FC Wil 1900 SUI*,1:0,Aust. Lustenau AUT,1,Fussball - Freundschaftsspiele International (Klub)
007,12.07. 17:30,ROU 1,CS Voluntari,0:0,Sepsi Sf.Gheorghe,X,Fussball - Rumänien Liga 1
008,12.07. 17:45,BUL 1,Botev Vratsa,1:3,Beroe Stara Zag.,2,Fussball - Bulgarien Premier League
009,12.07. 18:00,CZE 1,FK Baumit Jablonec,2:0,Bohem.Prag 1905,1,Fussball - Tschechien Gambrinus Liga
010,12.07. 18:00,FS,RB Leipzig GER,1:4,FC Zürich SUI,2,Fussball - Freundschaftsspiele International (Klub)
011,12.07. 18:00,FS,Grasshoppers SUI*,2:3,VfL Bochum GER,2,Fussball - Freundschaftsspiele International (Klub)
012,12.07. 18:00,FS,SV Ried AUT*,0:3,Union Berlin GER,2,Fussball - Freundschaftsspiele International (Klub)
013,12.07. 18:30,FS,RB Salzburg AUT*,3:1,Feyenoord NED,1,Fussball - Freundschaftsspiele International (Klub)
014,12.07. 19:00,FS,Austria Wien AUT,3:1,Queens Park R. ENG,1,Fussball - Freundschaftsspiele International (Klub)
015,12.07. 19:00,RUS PL,Arsenal Tula,1:1,Dinamo Moskau,X,Fussball - Russland Premier League
016,12.07. 19:00,DEN 1,FC Midtjylland,1:0,Esbjerg FB,1,Fussball - Dänemark Superligaen
017,12.07. 19:00,NOR 3,Levanger,4:3,FK Arendal,1,"Fussball - Norwegen 2. Division, avd. 1"
018,12.07. 19:45,BLR 1,FC Minsk,3:3,FC Isloch,X,Fussball - Weißrussland Premier League
019,12.07. 20:00,FS,FC Luzern SUI*,1:3,E. Frankfurt GER,2,Fussball - Uhrencup
020,12.07. 20:00,BUL 1,ZSKA Sofia,2:2,Et. Veliko Tarnovo,X,Fussball - Bulgarien Premier League
021,12.07. 20:45,SCO LC,Heart of Midl.,1:1,Dundee United,X,Fussball - Schottland League Cup
022,12.07. 20:45,IRL 1,FC Derry City,0:0,UC Dublin,X,Fussball - Irland Premier Division
023,12.07. 20:45,IRL 2,FC Bray Wanderers,1:0,FC Limerick 37,1,Fussball - Irland First Division
024,12.07. 20:45,IRL 2,Shelbourne Dublin,1:1,Cabinteely FC,X,Fussball - Irland First Division
025,12.07. 20:45,IRL 2,Wexford Youths,0:0,FC Galway United,X,Fussball - Irland First Division
026,12.07. 21:00,FS,Betis Sevilla ESP*,0:1,Sheffield Utd. ENG,2,Fussball - Freundschaftsspiele International (Klub)
027,13.07. 00:15,BRA 2,CR Brasil AL,2:1,Guarani FC SP,1,Fussball - Brasilien Brasilero Serie B
028,13.07. 01:00,USA MLS,DC United,2:2,New England Rev.,X,Fussball - USA Major League Soccer
029,13.07. 03:00,USA MLS,Houston Dynamo,1:3,Los Angeles FC,2,Fussball - USA Major League Soccer
030,13.07. 05:00,USA MLS,LA Galaxy,1:3,SJ Earthquakes,2,Fussball - USA Major League Soccer
031,13.07. 12:00,FIN 1,FC Honka,3:0,HIFK Helsinki,1,Fussball - Finnland Veikkausliiga
032,13.07. 12:00,JPN 1,Yokohama F Marinos,3:1,Urawa RD,1,Fussball - Japan J.League
033,13.07. 12:00,JPN 1,Gamba Osaka,1:0,Shimizu S-Pulse,1,Fussball - Japan J.League
034,13.07. 12:00,JPN 1,Vegalta Sendai,0:4,Kashima Antlers,2,Fussball - Japan J.League
035,13.07. 12:00,JPN 1,Cerezo Osaka,3:0,Nagoya Grampus,1,Fussball - Japan J.League
037,13.07. 13:00,FS,Perth Glory AUS,0:2,Manchester U. ENG,2,Fussball - Freundschaftsspiele International (Klub)
038,13.07. 13:35,CHN 1,Jiangsu Suning,0:3,SIPG Shanghai,2,Fussball - China Chinese Super League
039,13.07. 15:00,TEN WTA,"Williams, Serena",0:2,"Halep, Simona",2,Tennis - Tennis WTA
040,13.07. 15:00,FS,YB Bern SUI,2:0,Crystal Palace ENG,1,Fussball - Uhrencup
041,13.07. 15:00,FS,Mattersburg AUT*,1:1,Holstein Kiel GER,X,Fussball - Freundschaftsspiele International (Klub)
042,13.07. 15:30,FS,Hoffenheim GER*,3:0,Braunschweig GER,1,Fussball - Freundschaftsspiele International (Klub)
043,13.07. 15:30,FS,LASK Linz AUT*,1:1,FC Heidenheim GER,X,Fussball - Freundschaftsspiele International (Klub)
044,13.07. 15:30,NOR 1,Rosenborg BK,5:1,Viking FK,1,Fussball - Norwegen Tippeligaen
045,13.07. 15:30,RUS PL,Ural Jekaterinburg,3:2,FC Ufa,1,Fussball - Russland Premier League
046,13.07. 16:00,SWE 1,AIK Stockholm,3:0,IF Elfsborg,1,Fussball - Schweden Allsvenskan
047,13.07. 16:00,SWE 1,Falkenbergs FF,1:1,IFK Göteborg,X,Fussball - Schweden Allsvenskan
048,13.07. 16:00,SWE 2,IK Frej,1:2,Mjällby AIF,2,Fussball - Schweden Superettan
049,13.07. 16:00,SWE 2,Örgryte Göteborg,2:0,Östers IF,1,Fussball - Schweden Superettan
