Num,Date,Liga,Team 1,Score,Team 2,Result,Liga Title
050,13.07. 16:00,FIN 1,Seinajoen JK,1:0,Vaasa PS,1,Fussball - Finnland Veikkausliiga
051,13.07. 16:00,FS,Hamburger SV GER*,0:1,Huddersfield ENG,2,Fussball - Freundschaftsspiele International (Klub)
052,13.07. 17:00,FS,Wolfsberger AC AUT,3:1,Bordeaux FRA,1,Fussball - Freundschaftsspiele International (Klub)
053,13.07. 18:00,RUS PL,FC Spartak Moskau,1:0,FK Sochi,1,Fussball - Russland Premier League
054,13.07. 18:00,SWE 1,AFC Eskilstuna,3:1,Kalmar FF,1,Fussball - Schweden Allsvenskan
055,13.07. 18:00,SWE 2,IK Brage,3:1,IF Brommapojkarna,1,Fussball - Schweden Superettan
056,13.07. 18:00,ISL 1,IBV Vestmannaeyjar,1:2,FH Hafnarfjördur,2,Fussball - Island Urvalsdeild
057,13.07. 18:00,FS,Vorwärts Steyr AUT,0:4,RB Salzburg AUT,2,Fussball - Freundschaftsspiele International (Klub)
058,13.07. 19:30,CZE 1,Viktoria Pilsen,3:1,SK Sigma Olmütz,1,Fussball - Tschechien Gambrinus Liga
059,13.07. 20:00,CRO SC,NK Dinamo Zagreb,1:0,HNK Rijeka,1,Fussball - Kroatien Supercup
060,13.07. 20:15,FS,FC Basel SUI,2:3,VfB Stuttgart GER,2,Fussball - Freundschaftsspiele International (Klub)
061,13.07. 20:30,RUS PL,FC Rostov,2:1,Gazovik Orenburg,1,Fussball - Russland Premier League
062,13.07. 20:30,POL SC,Piast Gliwice,1:3,KS Lechia Gdansk,2,Fussball - Polen Supercup
063,13.07. 21:00,NOR 1,Bodö Glimt,5:1,Ranheim IL,1,Fussball - Norwegen Tippeligaen
064,13.07. 21:00,IRL 1,FC Sligo Rovers,0:0,Waterford United,X,Fussball - Irland Premier Division
065,13.07. 21:00,FS,FC Sevilla ESP*,2:1,FC Reading ENG,1,Fussball - Freundschaftsspiele International (Klub)
066,13.07. 22:00,BRA 1,Fortaleza EC CE,2:0,Avai FC SC,1,Fussball - Brasilien Brasilero Serie A
067,13.07. 22:00,BRA 1,Gremio RS,2:1,Vasco Da Gama RJ,1,Fussball - Brasilien Brasilero Serie A
068,14.07. 00:00,BRA 1,Sao Paulo SP,1:1,SE Palmeiras SP,X,Fussball - Brasilien Brasilero Serie A
069,14.07. 12:00,DEN 1,Sonderjyske,2:1,Randers FC,1,Fussball - Dänemark Superligaen
070,14.07. 12:00,JPN 1,FC Tokyo,0:3,Kawasaki Frontale,2,Fussball - Japan J.League
071,14.07. 12:00,JPN 1,Shonan Bellmare,3:1,Vissel Kobe,1,Fussball - Japan J.League
072,14.07. 15:00,SWE 1,BK Häcken,3:0,Örebro SK,1,Fussball - Schweden Allsvenskan
073,14.07. 15:00,SWE 1,Östersunds FK,2:1,IFK Norrköping,1,Fussball - Schweden Allsvenskan
074,14.07. 15:00,SWE 2,GAIS Göteborg,1:5,Dalkurd FF,2,Fussball - Schweden Superettan
075,14.07. 15:00,FS,SCR Altach AUT,1:1,FC Southampton ENG,X,Fussball - Freundschaftsspiele International (Klub)
076,14.07. 15:00,TEN ATP,"Djokovic, Novak",3:2,"Federer, Roger",1,Tennis - Tennis ATP
077,14.07. 15:10,F1,"Bottas, Valtteri",Bottas,"Leclerc, Charles",1,Formel 1 - Formel 1
078,14.07. 15:10,F1,"Vettel, Sebastian",Verstap,"Verstappen, Max",2,Formel 1 - Formel 1
079,14.07. 15:10,F1,"Raikkonen, Kimi",Ricciar,"Ricciardo, Daniel",2,Formel 1 - Formel 1
080,14.07. 15:30,RUS PL,Kryliya Sovetov,2:0,ZSKA Moskau,1,Fussball - Russland Premier League
081,14.07. 16:00,AFB AFL,Vienna Vikings,28:21,Prag Bl. Panthers,1,Football - Austrian Football League
082,14.07. 16:00,DEN 1,Odense BK,2:3,FC Kopenhagen,2,Fussball - Dänemark Superligaen
083,14.07. 16:00,BRA 1,CR Flamengo RJ,6:1,Goias EC GO,1,Fussball - Brasilien Brasilero Serie A
084,14.07. 16:00,FS,Gl.Rangers SCO,4:0,Ol. Marseille FRA,1,Fussball - Freundschaftsspiele International (Klub)
085,14.07. 18:00,FS,Ajax Amsterd. NED*,2:1,Ist.Basaks TUR,1,Fussball - Freundschaftsspiele International (Klub)
086,14.07. 17:30,SWE 1,Djurgardens IF,1:1,Malmö FF,X,Fussball - Schweden Allsvenskan
087,14.07. 17:30,FIN 1,IFK Mariehamn,3:0,KPV Kokkola,1,Fussball - Finnland Veikkausliiga
088,14.07. 17:30,FIN 1,FC Lahti,1:0,Tampereen Ilves,1,Fussball - Finnland Veikkausliiga
089,14.07. 18:00,AFR CUP,Senegal,0:0,Tunesien,X,Fussball - Afrika Cup
090,14.07. 18:00,RUS PL,Zenit St.Petersb.,2:1,FC Tambov,1,Fussball - Russland Premier League
091,14.07. 18:00,DEN 1,Bröndby IF,3:0,Silkeborg IF,1,Fussball - Dänemark Superligaen
092,14.07. 18:00,NOR 1,FK Haugesund,5:1,Tromsö IL,1,Fussball - Norwegen Tippeligaen
093,14.07. 18:00,NOR 1,Mjöndalen,2:0,Odds BK,1,Fussball - Norwegen Tippeligaen
094,14.07. 18:45,FS,SK Rapid Wien AUT,2:1,1. FC Nürnberg GER,1,Fussball - Freundschaftsspiele International (Klub)
095,14.07. 19:00,U19 EM,Italien U19,0:3,Portugal U19,2,Fussball - U19 Europameisterschaft
096,14.07. 19:00,CZE 1,Sparta Prag,0:2,1. FC Slovacko,2,Fussball - Tschechien Gambrinus Liga
097,14.07. 20:00,NOR 1,Lilleström SK,2:1,Strömsgodset,1,Fussball - Norwegen Tippeligaen
098,14.07. 21:00,AFR CUP,Algerien,2:1,Nigeria,1,Fussball - Afrika Cup
099,14.07. 21:00,BRA 1,Corinthians SP,1:0,CS Alagoano AL,1,Fussball - Brasilien Brasilero Serie A
100,14.07. 21:00,BRA 1,Cruzeiro EC MG,0:0,Botafogo FR RJ,X,Fussball - Brasilien Brasilero Serie A
101,14.07. 21:00,BRA 1,Atletico PR,1:0,Internacional RS,1,Fussball - Brasilien Brasilero Serie A
102,15.07. 00:00,BRA 1,Chapecoense SC,1:2,Atletico MG,2,Fussball - Brasilien Brasilero Serie A
103,15.07. 16:45,U19 EM,Norwegen U19,1:1,Irland U19,X,Fussball - U19 Europameisterschaft
104,15.07. 17:00,ROU 1,Gaz Metan Medias,2:2,Chindia Targoviste,X,Fussball - Rumänien Liga 1
105,15.07. 18:00,CZE 1,FC Fastav Zlin,0:1,SK Slavia Prag,2,Fussball - Tschechien Gambrinus Liga
106,15.07. 19:00,U19 EM,Tschechien U19,0:3,Frankreich U19,2,Fussball - U19 Europameisterschaft
107,15.07. 19:00,RUS PL,Lok Moskau,1:1,FC Rubin Kazan,X,Fussball - Russland Premier League
108,15.07. 19:00,DEN 1,Hobro IK,1:1,AGF Aarhus,X,Fussball - Dänemark Superligaen
109,15.07. 19:00,NOR 1,Stabaek IF,3:3,Sarpsborg 08,X,Fussball - Norwegen Tippeligaen
110,15.07. 19:00,SWE 1,Helsingborgs IF,1:0,IK Sirius FK,1,Fussball - Schweden Allsvenskan
111,15.07. 19:00,SWE 1,GIF Sundsvall,2:3,Hammarby IF,2,Fussball - Schweden Allsvenskan
112,15.07. 19:30,BUL 1,FC Dunav 2010,1:4,Levski Sofia,2,Fussball - Bulgarien Premier League
113,15.07. 20:00,ROU 1,Viitorul Constanta,5:0,Dinamo Bukarest,1,Fussball - Rumänien Liga 1
114,15.07. 20:45,IRL 1,UC Dublin,1:0,Boh. Dublin,1,Fussball - Irland Premier Division
115,15.07. 21:15,ISL 1,Vikingur Reykjavik,1:1,Fylkir Reykjavik,X,Fussball - Island Urvalsdeild
116,15.07. 21:15,ISL 1,UMF Grindavik,1:1,IA Akranes,X,Fussball - Island Urvalsdeild
117,16.07. 01:00,BRA 1,Fluminense RJ,1:1,Ceara SC CE,X,Fussball - Brasilien Brasilero Serie A
118,16.07. 01:00,BRA 2,Cuiaba MT,1:1,Sport Recife PE,X,Fussball - Brasilien Brasilero Serie B
119,16.07. 02:30,COL 1,Rionegro Aguilas,1:3,Cucuta Deportivo,2,Fussball - Kolumbien Primera Liga
120,16.07. 03:00,FS,Colorado Rapid USA,0:3,FC Arsenal ENG,2,Fussball - Freundschaftsspiele International (Klub)
