Num,Date,Liga,Team 1,Score,Team 2,Result,Liga Title
001,06.08. 17:00,EL,Ararat-Arm. ARM*,1:2,Sab.Tiflis GEO,2,Fussball - UEFA Europa League
002,06.08. 17:30,DEN CUP,Marstal/Rise,3:3,Kolding BK,X,Fussball - Dänemark Landspokalturneringen
003,06.08. 18:00,DEN CUP,Aarhus Fremad,1:1,Brabrand IF,X,Fussball - Dänemark Landspokalturneringen
004,06.08. 18:00,DEN CUP,BK Union,1:0,B 93 Kopenhagen,1,Fussball - Dänemark Landspokalturneringen
005,06.08. 18:00,EL,FC Riga LAT*,1:1,HJK Helsinki FIN,X,Fussball - UEFA Europa League
006,06.08. 18:00,AFC CL,Al-Duhail SC QAT,1:1,Al-Sadd SC QAT,X,Fussball - AFC Champions League
007,06.08. 18:15,DEN CUP,FC Helsingor*,0:2,AB Gladsaxe,2,Fussball - Dänemark Landspokalturneringen
008,06.08. 18:30,DEN CUP,SFB Oure FA,0:0,Middelfart BK,X,Fussball - Dänemark Landspokalturneringen
009,06.08. 18:30,DEN CUP,Jaegersborg,1:1,HIK Hellerup,X,Fussball - Dänemark Landspokalturneringen
010,06.08. 18:30,DEN CUP,Jammerbugt FC,1:1,Viborg FF,X,Fussball - Dänemark Landspokalturneringen
011,06.08. 18:30,ISR LCP,Sectzya Nes Ziona,0:0,Hapoel Raanana FC,X,"Fussball - Israel, League Cup Premier"
012,06.08. 18:30,ROU 2,FC Arges Pitesti,1:2,Ripensia Timisoara,2,"Fussball - Rumänien, Liga 2"
013,06.08. 18:40,AFC CL,Al-Ahli Jeddah KSA,2:4,Al-Hilal Riyad KSA,2,Fussball - AFC Champions League
014,06.08. 19:00,CL,PAOK Thessal. GRE,2:2,Ajax Amsterd. NED,X,Fussball - UEFA Champions League
015,06.08. 19:00,CL,PAOK Thessalon.+1,3:2,Ajax Amsterdam,1,Fussball - UEFA Champions League
016,06.08. 19:00,CL,APOEL Nikosia CYP,1:2,Qarabag FK AZE,2,Fussball - UEFA Champions League
017,06.08. 19:00,SWE 2,Örgryte Göteborg,3:1,Halmstads BK,1,Fussball - Schweden Superettan
018,06.08. 19:00,RL TIR,SV Hall,0:3,FC Kitzbühel,2,Fussball - Regionalliga Tirol
019,06.08. 19:00,RL TIR,FC Kufstein,1:1,SC Imst 1933,X,Fussball - Regionalliga Tirol
020,06.08. 19:30,RL TIR,Zirl,2:3,SC Schwaz,2,Fussball - Regionalliga Tirol
021,06.08. 19:30,ISR LCP,Hapoel Hadera,1:1,Maccabi Netanya,X,"Fussball - Israel, League Cup Premier"
022,06.08. 19:30,RSA PL,Bidwest Wits FC,0:1,Baroka FC,2,"Fussball - Südafrika, Premier League"
023,06.08. 20:00,CL,Dinamo Zagreb CRO,1:1,Ferencvaros HUN,X,Fussball - UEFA Champions League
024,06.08. 20:15,EL,Sutj. Niksic MNE*,1:2,FC Linfield NIR,2,Fussball - UEFA Europa League
025,06.08. 20:30,ITA CUP,Reggina 1914,3:2,Vicenza Calcio,1,Fussball - Italien Coppa Italia
026,06.08. 20:30,CL,Club Brügge BEL,1:0,Dynamo Kiev UKR,1,Fussball - UEFA Champions League
027,06.08. 20:45,CL,Roter Stern B. SRB,1:1,FC Kopenhagen DEN,X,Fussball - UEFA Champions League
028,06.08. 20:45,ENG LC,FC Portsmouth,3:0,Birmingham City,1,Fussball - England Liga Cup
029,06.08. 21:15,ISL 1,KR Reykjavik,5:2,UMF Grindavik,1,Fussball - Island Urvalsdeild
030,06.08. 21:15,ISL 1,FH Hafnarfjördur,1:0,IA Akranes,1,Fussball - Island Urvalsdeild
031,07.08. 00:15,BRA 2,Atletico GO,0:1,CR Brasil AL,2,Fussball - Brasilien Brasilero Serie B
032,07.08. 01:30,USA CUP,Orlando City SC,0:2,Atlanta United FC,2,Fussball - USA US Open Cup
033,07.08. 02:00,COPA MX,Caf. de Tapachula,abgesagt,CF Monterrey, ,"Fussball - Mexiko, Copa MX"
034,07.08. 02:00,COPA MX,CA Zacatepec,3:2,Atlas FC,1,"Fussball - Mexiko, Copa MX"
035,07.08. 02:30,COPA S,Independiente ARG,2:1,Indep. d.Valle ECU,1,Fussball - Copa Sudamericana
036,07.08. 02:30,BRA 2,America Mineiro MG,4:3,Londrina EC PR,1,Fussball - Brasilien Brasilero Serie B
037,07.08. 02:45,COL 1,Atletico Nacional,4:1,Atletico Huila,1,Fussball - Kolumbien Primera Liga
038,07.08. 04:00,COPA MX,FC Juarez,1:1,Venados FC,X,"Fussball - Mexiko, Copa MX"
039,07.08. 04:00,COPA MX,Mineros Zacatecas,2:0,Queretaro FC,1,"Fussball - Mexiko, Copa MX"
040,07.08. 11:30,AUS CUP,Melbourne Victory,2:2,Newcastle Jets,X,"Fussball - Australien, FFA Cup"
041,07.08. 11:30,AUS CUP,Sydney FC,0:2,Brisbane Roar,2,"Fussball - Australien, FFA Cup"
042,07.08. 12:30,CL DAM,SC Braga Damen*,2:0,Sturm Graz Damen,1,Fussball - UEFA Champions League Damen
043,07.08. 12:30,AUS CUP,Perth Glory,0:0,Western Sydney,X,"Fussball - Australien, FFA Cup"
044,07.08. 22:45,TEN ATP,"Shapovalov, Denis",1:2,"Thiem, Dominic",2,Tennis - Tennis ATP
045,07.08. 18:30,RL TIR,SVG Reichenau,2:3,SV Wörgl,2,Fussball - Regionalliga Tirol
046,07.08. 18:30,ISR LCP,Hapoel Kfar Saba,1:1,Hapoel Haifa,X,"Fussball - Israel, League Cup Premier"
047,07.08. 19:00,CL,FC Krasnodar RUS,0:1,FC Porto POR,2,Fussball - UEFA Champions League
048,07.08. 19:00,FS,RB Salzburg AUT,0:1,Real Madrid ESP,2,Fussball - Freundschaftsspiele International (Klub)
049,07.08. 19:00,FS,RB Salzburg+1,1:1,Real Madrid,X,Fussball - Freundschaftsspiele International (Klub)
050,07.08. 19:00,SWE 3S,Eskilsminne IF,0:1,Lunds BK,2,Fussball - Schweden Div 1 Södra
051,07.08. 19:30,ISR LCP,Beitar Jerusalem,1:1,FC Ashdod,X,"Fussball - Israel, League Cup Premier"
052,07.08. 20:30,TUR SC,Galatasaray*,1:0,Akhisar Bld.spor,1,Fussball - Türkei Süper Kupa
053,07.08. 19:45,CL,Ist.Basaks TUR,0:1,Olympiakos P. GRE,2,Fussball - UEFA Champions League
054,07.08. 20:00,CL,FC CFR Cluj ROU,1:1,Celtic Glasgow SCO,X,Fussball - UEFA Champions League
055,07.08. 20:00,CL,FC Basel SUI,1:2,LASK Linz AUT,2,Fussball - UEFA Champions League
056,07.08. 20:00,CL,FC Basel,1:3,LASK Linz+1,2,Fussball - UEFA Champions League
057,07.08. 20:00,CL,FC Basel,1:4,LASK Linz+2,2,Fussball - UEFA Champions League
058,07.08. 20:00,ISL 1,Breidablik,4:0,KA Akureyri,1,Fussball - Island Urvalsdeild
059,07.08. 19:30,FS,Fenerbahce TUR,2:2,Cagliari ITA,X,Fussball - Freundschaftsspiele International (Klub)
060,07.08. 20:00,FS,AS Roma ITA*,2:2,Athl. Bilbao ESP,X,Fussball - Freundschaftsspiele International (Klub)
061,07.08. 20:15,CL,NK Maribor SLO,1:3,Rosenborg BK NOR,2,Fussball - UEFA Champions League
062,07.08. 20:15,EL,Slov. Bratisl. SVK,1:0,FC Dundalk IRL,1,Fussball - UEFA Europa League
063,07.08. 21:15,ISL 1,Stjarnan Gardab.,2:1,Vikingur Reykjavik,1,Fussball - Island Urvalsdeild
064,07.08. 21:15,ISL 1,Valur Reykjavik,1:0,Fylkir Reykjavik,1,Fussball - Island Urvalsdeild
065,08.08. 00:15,BRA 1,Corinthians SP,2:0,Goias EC GO,1,Fussball - Brasilien Brasilero Serie A
066,09.08. 02:30,COL COP,Atletico Junior,2:0,CA Bucaramanga,1,Fussball - Copa Colombia
067,08.08. 01:30,FS,FC Barcelona ESP*,2:1,SSC Napoli ITA,1,Fussball - Freundschaftsspiele International (Klub)
068,08.08. 02:00,USA CUP,FC Minnesota Utd.,2:1,Portland Timbers,1,Fussball - USA US Open Cup
069,08.08. 02:00,COPA MX,Guadalajara Chivas,2:1,Santos Laguna,1,"Fussball - Mexiko, Copa MX"
070,08.08. 02:30,BRA CUP,Cruzeiro EC MG,0:1,Internacional RS,2,Fussball - Brasilien Cup
071,08.08. 02:30,COL COP,Indep. Medellin,2:1,Los Millonarios,1,Fussball - Copa Colombia
072,08.08. 04:00,COPA MX,San Luis,3:1,Potros UAEM,1,"Fussball - Mexiko, Copa MX"
073,08.08. 16:00,EL,FC Astana KAZ,5:1,Valletta FC MLT,1,Fussball - UEFA Europa League
074,08.08. 17:30,EL,AEK Larnaca FC CYP,1:1,KAA Gent BEL,X,Fussball - UEFA Europa League
075,08.08. 18:00,EL,Sparta Prag CZE,2:2,Trabzonspor TUR,X,Fussball - UEFA Europa League
076,08.08. 18:00,EL,Pyunik Yerevan ARM,0:4,Wolverhampton ENG,2,Fussball - UEFA Europa League
077,08.08. 18:15,EL,CS Uni Craiova ROU,0:2,AEK Athen GRE,2,Fussball - UEFA Europa League
078,08.08. 18:30,EL,Bröndby IF DEN,2:4,Sporting Braga POR,2,Fussball - UEFA Europa League
079,08.08. 18:45,EL,FK Ventspils LAT*,0:3,Vit. Guimaraes POR,2,Fussball - UEFA Europa League
080,08.08. 19:00,EL,FC Thun SUI,2:3,Spartak Moskau RUS,2,Fussball - UEFA Europa League
081,08.08. 19:00,EL,Molde FK NOR,3:0,Aris Saloniki GRE,1,Fussball - UEFA Europa League
082,08.08. 19:00,EL,Neftchi Baku AZE,2:2,Bnei Yehuda ISR,X,Fussball - UEFA Europa League
083,08.08. 19:00,EL,FK Mariupol UKR*,0:0,AZ Alkmaar NED,X,Fussball - UEFA Europa League
084,08.08. 19:00,EL,Malmö FF SWE,3:0,Zrinjs. Mostar BIH,1,Fussball - UEFA Europa League
085,08.08. 19:00,EL,FC Sheriff T. MDA,1:2,AIK Stockholm SWE,2,Fussball - UEFA Europa League
086,08.08. 19:00,EL,FK Haugesund NOR,0:1,PSV Eindhoven NED,2,Fussball - UEFA Europa League
087,08.08. 19:30,EL,R. Antwerpen BEL*,1:0,Vikt. Pilsen CZE,1,Fussball - UEFA Europa League
088,08.08. 19:30,EL,Macc. Tel Aviv ISR,1:2,Suduva Marija. LTU,2,Fussball - UEFA Europa League
089,08.08. 19:30,EL,Feyenoord NED,4:0,Dinamo Tiflis GEO,1,Fussball - UEFA Europa League
090,08.08. 19:30,EL,Lok. Plovdiv BUL,0:1,Strasbourg FRA,2,Fussball - UEFA Europa League
091,08.08. 19:30,EL,Ludog. Razgrad BUL,5:0,The New Saints WAL,1,Fussball - UEFA Europa League
092,08.08. 19:30,EL,ZSKA Sofia BUL*,1:1,Zorya Lugansk UKR,X,Fussball - UEFA Europa League
093,08.08. 19:45,EL,FK Sarajevo BIH*,1:2,BATE Borisov BLR,2,Fussball - UEFA Europa League
094,08.08. 20:00,EL,F91 Dudelange LUX*,3:1,JK Nomme Kalju EST,1,Fussball - UEFA Europa League
095,08.08. 20:00,EL,IFK Norrköping SWE,1:1,H. Beer Sheva ISR,X,Fussball - UEFA Europa League
096,08.08. 20:00,EL,FC Midtjylland DEN,2:4,Gl.Rangers SCO,2,Fussball - UEFA Europa League
097,08.08. 20:00,EL,HNK Rijeka CRO,2:0,FC Aberdeen SCO,1,Fussball - UEFA Europa League
