Num,Date,Liga,Team 1,Score,Team 2,Result,Liga Title
001,11.10. 16:00,U21 EMQ,Russland U21,2:2,Polen U21,X,Fussball - U21 EM Qualifikation
002,11.10. 18:00,U21 EMQ,Bulgarien U21,0:1,Serbien U21,2,Fussball - U21 EM Qualifikation
003,11.10. 18:30,EH AUT,HC Znojmo,2:3,Vienna Capitals,2,Eishockey - Österreich Erste Bank-EHL
004,11.10. 18:30,U21 EMQ,Niederlande U21,4:2,Portugal U21,1,Fussball - U21 EM Qualifikation
005,11.10. 19:00,U21 EMQ,Schweiz U21,2:1,Georgien U21,1,Fussball - U21 EM Qualifikation
006,11.10. 19:00,AUT RLO,SV Mattersburg Am.,2:1,Admira Amateure,1,Fussball - Österreich Regionalliga Ost
007,11.10. 19:00,AUT RLO,Bruck/Leitha,1:2,Rapid Wien Am.,2,Fussball - Österreich Regionalliga Ost
008,11.10. 19:00,AUT RLM,SC Kalsdorf,1:1,St Anna am Aigen,X,Fussball - Österreich Regionalliga Mitte
009,11.10. 19:00,AUT RLM,Deutschlandsberg,3:4,SV Allerheiligen,2,Fussball - Österreich Regionalliga Mitte
010,11.10. 19:00,AUT RLM,FC Gleisdorf,1:2,Bad Gleichenberg,2,Fussball - Österreich Regionalliga Mitte
011,11.10. 19:00,AUT RLM,ATSV Wolfsberg,1:1,Union Gurten,X,Fussball - Österreich Regionalliga Mitte
012,11.10. 19:00,RL TIR,FC Kufstein,2:0,SC Schwaz,1,Fussball - Regionalliga Tirol
013,11.10. 19:15,EH AUT,EC RB Salzburg,3:3,Villacher SV,X,Eishockey - Österreich Erste Bank-EHL
014,11.10. 19:15,EH AUT,EC Graz 99ers,5:5,HC Innsbruck,X,Eishockey - Österreich Erste Bank-EHL
015,11.10. 19:15,EH AUT,Black Wings Linz,4:0,Fehervar,1,Eishockey - Österreich Erste Bank-EHL
016,11.10. 19:30,AUT RLO,ASK Ebreichsdorf,0:0,Mannsdorf-Großenz.,X,Fussball - Österreich Regionalliga Ost
017,11.10. 19:30,AUT RLO,Wiener Sportklub,2:1,SC Neusiedl,1,Fussball - Österreich Regionalliga Ost
018,11.10. 19:30,AUT RLO,SC Wiener Neustadt,2:6,ASV Draßburg,2,Fussball - Österreich Regionalliga Ost
019,11.10. 19:30,AUT RLO,FC Mauerwerk,2:0,SV Leobendorf,1,Fussball - Österreich Regionalliga Ost
