Num,Date,Liga,Team 1,Score,Team 2,Result,Liga Title
001,18.06. 12:00,AFC CL,Kashima A. JPN,1:0,S. Hiroshima JPN,1,Fussball - AFC Champions League
002,18.06. 14:00,AFC CL,Guangzhou Ev. CHN,2:1,Shandong L. CHN,1,Fussball - AFC Champions League
003,18.06. 17:30,FIN 1,FC Lahti,1:2,Rovaniemi PS,2,Fussball - Finnland Veikkausliiga
004,18.06. 17:30,FIN 1,HIFK Helsinki,1:0,Seinajoen JK,1,Fussball - Finnland Veikkausliiga
005,18.06. 18:30,U21 EM,Rumänien U21,4:1,Kroatien U21,1,Fussball - U21 Europameisterschaft
006,18.06. 18:30,U21 EM,Rumänien U21+1,5:1,Kroatien U21,1,Fussball - U21 Europameisterschaft
007,18.06. 18:30,EST 1,FC Flora Tallinn,0:1,JK Nomme Kalju,2,Fussball - Estland Meistriliiga
008,18.06. 20:45,BB ITA,Venezia,78:65,Sardegna Sassari,1,Basketball - Italien A1
009,18.06. 21:00,WM DAM,Italien Damen,0:1,Brasilien Damen,2,Fussball - Damen WM 2019 in Frankreich
010,18.06. 21:00,WM DAM,Jamaika Damen+3,4:4,Australien Damen,X,Fussball - Damen WM 2019 in Frankreich
011,18.06. 21:00,U21 EM,England U21,1:2,Frankreich U21,2,Fussball - U21 Europameisterschaft
012,18.06. 21:00,U21 EM,England U21,1:3,Frankreich U21+1,2,Fussball - U21 Europameisterschaft
013,18.06. 21:00,U21 EM,England U21+1,2:2,Frankreich U21,X,Fussball - U21 Europameisterschaft
014,18.06. 21:15,ISL 1,Stjarnan Gardab.,1:3,Breidablik,2,Fussball - Island Urvalsdeild
015,18.06. 23:30,COPA AM,Bolivien,1:3,Peru,2,Fussball - Copa America
016,19.06. 01:00,USA CUP,Houston Dynamo,2:3,FC Minnesota Utd.,2,Fussball - USA US Open Cup
017,19.06. 01:00,USA CUP,Columbus Crew,2:3,Atlanta United FC,2,Fussball - USA US Open Cup
018,19.06. 01:30,G-CUP,Panama,2:0,Trinidad & Tobago,1,Fussball - Gold Cup
019,19.06. 02:30,COPA AM,Brasilien,0:0,Venezuela,X,Fussball - Copa America
020,19.06. 02:30,COPA AM,Brasilien,0:1,Venezuela+1,2,Fussball - Copa America
021,19.06. 04:00,G-CUP,USA,4:4,Guyana+4,X,Fussball - Gold Cup
022,19.06. 12:00,JPN LC,FC Tokyo,1:0,Cerezo Osaka,1,Fussball - Japan Nabisco Cup
023,19.06. 12:00,JPN LC,Jubilo Iwata,1:2,Hokkaido Consadole,2,Fussball - Japan Nabisco Cup
024,19.06. 12:00,JPN LC,V-Varen Nagasaki,1:4,Gamba Osaka,2,Fussball - Japan Nabisco Cup
025,19.06. 12:00,JPN LC,Nagoya Grampus,2:0,Vegalta Sendai,1,Fussball - Japan Nabisco Cup
026,19.06. 12:30,AFC CL,Urawa RD JPN,1:2,Ulsan Hyundai KOR,2,Fussball - AFC Champions League
027,19.06. 14:00,AFC CL,SIPG Shanghai CHN,1:1,Jeonbuk Hyu. KOR,X,Fussball - AFC Champions League
028,19.06. 17:30,FIN 1,HJK Helsinki,0:1,FC Honka,2,Fussball - Finnland Veikkausliiga
029,19.06. 17:30,FIN 2,Mypa Myllykoski,3:1,TPS Juniorijalkapa,1,Fussball - Finnland Ykkonen
030,19.06. 17:30,FIN 2,TPV Tampere,1:3,Haka Valkeakoski,2,Fussball - Finnland Ykkonen
031,19.06. 17:30,FIN 2,FF Jaro,3:0,Ekenäs IF,1,Fussball - Finnland Ykkonen
032,19.06. 17:30,FIN 2,AC Kajaani,1:3,Musa Pori,2,Fussball - Finnland Ykkonen
033,19.06. 18:00,NOR CUP,Strömmen IF,1:0,Lilleström SK,1,Fussball - Norwegen Cup
034,19.06. 18:00,NOR CUP,Grorud IL,0:1,Mjöndalen,2,Fussball - Norwegen Cup
035,19.06. 18:00,NOR CUP,Tromsdalen UIL,1:0,Sarpsborg 08,1,Fussball - Norwegen Cup
036,19.06. 18:00,NOR CUP,Fram Larvik,2:1,Strömsgodset,1,Fussball - Norwegen Cup
037,19.06. 18:00,NOR CUP,Levanger,1:3,Kristiansund BK,2,Fussball - Norwegen Cup
038,19.06. 18:00,NOR CUP,Nest-Sotra,0:4,Kfum Oslo,2,Fussball - Norwegen Cup
039,19.06. 18:00,NOR CUP,Sandnes ULF,1:2,Viking FK,2,Fussball - Norwegen Cup
040,19.06. 18:00,NOR CUP,Ullensaker/Kisa,1:1,Rosenborg BK,X,Fussball - Norwegen Cup
041,19.06. 18:00,NOR CUP,Sogndal IL,1:2,SK Brann,2,Fussball - Norwegen Cup
042,19.06. 18:00,NOR CUP,Skeid Fotball,0:3,Ranheim IL,2,Fussball - Norwegen Cup
043,19.06. 18:00,NOR CUP,Sandefjord Fotball,1:1,Odds BK,X,Fussball - Norwegen Cup
044,19.06. 18:30,U21 EM,Spanien U21,2:1,Belgien U21,1,Fussball - U21 Europameisterschaft
045,19.06. 18:30,U21 EM,Spanien U21,2:2,Belgien U21+1,X,Fussball - U21 Europameisterschaft
046,19.06. 18:30,SWE 2,Jönköpings Södra,3:1,Varbergs BoIS,1,Fussball - Schweden Superettan
047,19.06. 19:00,NOR CUP,Bryne FK,2:6,FK Haugesund,2,Fussball - Norwegen Cup
048,19.06. 20:00,NOR CUP,Aalesunds FK,4:0,Molde FK,1,Fussball - Norwegen Cup
049,19.06. 20:30,BB GER,Alba Berlin,77:82,Bayern München,2,Basketball - Deutschland BBL
050,19.06. 21:00,WM DAM,Japan Damen,0:2,England Damen,2,Fussball - Damen WM 2019 in Frankreich
051,19.06. 21:00,WM DAM,Schottland Damen,3:3,Argentinien Damen,X,Fussball - Damen WM 2019 in Frankreich
052,19.06. 21:00,U21 EM,Italien U21,0:1,Polen U21,2,Fussball - U21 Europameisterschaft
053,19.06. 21:00,U21 EM,Italien U21,0:2,Polen U21+1,2,Fussball - U21 Europameisterschaft
054,19.06. 21:00,BB ESP,FC Barcelona Lassa,78:77,Real Madrid BC,1,Basketball - Spanien Spagnola ACB
055,19.06. 21:15,ISL 1,KR Reykjavik,3:2,Valur Reykjavik,1,Fussball - Island Urvalsdeild
056,19.06. 23:30,COPA AM,Kolumbien,1:0,Katar,1,Fussball - Copa America
057,20.06. 01:00,USA CUP,DC United,1:2,New York City FC,2,Fussball - USA US Open Cup
058,20.06. 01:30,USA CUP,Orlando City SC,0:0,New England Rev.,X,Fussball - USA US Open Cup
059,20.06. 02:00,USA CUP,FC Dallas,1:2,New Mexico United,2,Fussball - USA US Open Cup
060,20.06. 02:00,G-CUP,Kuba,0:3,Martinique,2,Fussball - Gold Cup
061,20.06. 02:30,COPA AM,Argentinien,1:1,Paraguay,X,Fussball - Copa America
062,20.06. 02:30,COPA AM,Argentinien,1:2,Paraguay+1,2,Fussball - Copa America
063,20.06. 02:30,USA CUP,Saint Louis FC,1:0,FC Cincinnati,1,Fussball - USA US Open Cup
064,20.06. 04:30,G-CUP,Mexiko,3:1,Kanada,1,Fussball - Gold Cup
065,20.06. 05:00,USA CUP,Portland Timbers,4:0,LA Galaxy,1,Fussball - USA US Open Cup
066,20.06. 17:30,FIN 2,AC Oulu,0:1,FC KTP,2,Fussball - Finnland Ykkonen
067,20.06. 18:00,WM DAM,Niederlande Damen,2:1,Kanada Damen,1,Fussball - Damen WM 2019 in Frankreich
068,20.06. 18:00,WM DAM,Kamerun Damen,2:1,Neuseeland Damen,1,Fussball - Damen WM 2019 in Frankreich
069,20.06. 18:00,NOR CUP,Kongsvinger IL Fot,1:0,Tromsö IL,1,Fussball - Norwegen Cup
070,20.06. 18:00,NOR CUP,Alta IF,1:4,Stabaek IF,2,Fussball - Norwegen Cup
071,20.06. 18:00,SWE 3N,Sollentuna FF,3:2,Umea FC,1,Fussball - Schweden Div 1 Norra
072,20.06. 18:00,SWE 3S,Oskarshamns AIK,4:0,Lindome GIF,1,Fussball - Schweden Div 1 Södra
073,20.06. 18:30,U21 EM,Dänemark U21,3:1,Österreich U21,1,Fussball - U21 Europameisterschaft
074,20.06. 18:30,U21 EM,Dänemark U21,3:2,Österreich U21+1,1,Fussball - U21 Europameisterschaft
075,20.06. 18:30,U21 EM,Dänemark U21+1,4:1,Österreich U21,1,Fussball - U21 Europameisterschaft
076,20.06. 18:45,LAT 1,FK Liepaja,4:0,FK Ventspils,1,Fussball - Lettland LMT Virsliga
077,20.06. 19:00,SWE 3N,BK Forward,2:0,Karlslunds IF,1,Fussball - Schweden Div 1 Norra
078,20.06. 19:00,SWE 3S,Utsiktens BK,2:1,Assyriska Turabdin,1,Fussball - Schweden Div 1 Södra
079,20.06. 19:00,SWE 3S,Tvaakers IF,1:2,FC Trollhättan,2,Fussball - Schweden Div 1 Södra
080,20.06. 19:00,SWE 3S,Skövde AIK,4:0,Atvidaberg FF,1,Fussball - Schweden Div 1 Södra
081,20.06. 21:00,WM DAM,Schweden Damen,0:2,USA Damen,2,Fussball - Damen WM 2019 in Frankreich
082,20.06. 21:00,U21 EM,Deutschland U21,6:1,Serbien U21,1,Fussball - U21 Europameisterschaft
083,20.06. 21:00,U21 EM,Deutschland U21,6:2,Serbien U21+1,1,Fussball - U21 Europameisterschaft
084,20.06. 21:00,ESP 2,Dep. La Coruna,2:0,RCD Mallorca,1,Fussball - Spanien Segunda Division
085,20.06. 21:15,ISL 2,UMF Njardvik,0:2,Afturelding,2,Fussball - Island 1. deild
086,20.06. 21:15,ISL 2,Haukar Hafnarfj.,1:2,Leiknir Reykjavik,2,Fussball - Island 1. deild
087,21.06. 01:00,COPA AM,Uruguay,2:2,Japan,X,Fussball - Copa America
088,21.06. 01:00,G-CUP,Nicaragua,0:2,Haiti,2,Fussball - Gold Cup
089,21.06. 03:00,G-CUP,Costa Rica,2:5,Bermuda+4,2,Fussball - Gold Cup
090,21.06. 04:30,USA CUP,Los Angeles FC,3:1,SJ Earthquakes,1,Fussball - USA US Open Cup
