club
Real Madrid
Bayern München
FC Barcelona
Manchester United
Juventus
AC Milan
SL Benfica
Liverpool FC
FC Porto
AFC Ajax
Arsenal FC
Chelsea FC
Inter
Atlético Madrid
Dinamo Kiev
Borussia Dortmund
Olympique Lyon
PSV Eindhoven
Celtic FC
Paris Saint-Germain
RSC Anderlecht
Valencia CF
Olympiakos Piräus
Galatasaray
Rangers FC
Crvena Zvezda
AS Roma
Panathinaikos
Olympique Marseille
Bayer Leverkusen
Manchester City
AS Monaco
Spartak Moskva
Sparta Praha
Shakhtar Donetsk
CSKA Sofia
Feyenoord
FC Schalke 04
FC Basel
IFK Göteborg
Steaua Bucureşti
Club Brugge KV
CSKA Moskva
Deportivo La Coruña
Rosenborg BK
Werder Bremen
Tottenham Hotspur
Sporting CP
Girondins Bordeaux
Austria Wien
Standard Liège
Rapid Wien
1. FK Příbram
SSC Napoli
Sevilla FC
Dinamo Bucureşti
Zenit St. Petersburg
Fenerbahçe
Leeds United
ACF Fiorentina
Górnik Zabrze
Bor. Mönchengladbach
Beşiktaş
AS Saint-Étienne
Lazio Roma
Hamburger SV
Újpest FC
Malmö FF
FC Nantes
BFC Dynamo
Hajduk Split
Legia Warszawa
Spartak Trnava
Partizan
AEK Athen
Stade Reims
Budapesti Vasas
Dynamo Dresden
Nottingham Forest
FC Zürich
Ferencvárosi TC
Grasshopper Club Zürich
Omonia Nikosia
FC København
Budapest Honvéd
Lokomotiv Moskva
Athletic Bilbao
VfB Stuttgart
Lille OSC
Aston Villa
BSC Young Boys
Villarreal CF
1. FC Köln
Dinamo Zagreb
VfL Wolfsburg
Trabzonspor
Linfield FC
APOEL Nikosia
RB Leipzig
Real Sociedad
FC Wacker Innsbruck
OGC Nice
Slovan Bratislava
Newcastle United
Sturm Graz
Győri ETO FC
Servette Genève
Aarhus GF
1. FC Frankfurt (Oder)
Lech Poznań
AJ Auxerre
Jeunesse Esch
Sampdoria
Derby County
1. FC Kaiserslautern
Brøndby IF
HJK Helsinki
Erzgebirge Aue
Aberdeen FC
Ruch Chorzów
BATE Borisov
Dnipro Dnipropetrovsk
Baník Ostrava
CFR Cluj
Boavista
Leicester City
Widzew Łódź
Levski Sofia
Dundee United
Málaga CF
MTK Budapest
Wiener Sport-Club
1. FC Nürnberg
Vojvodina
RC Lens
FC Kuusysi
FC Ararat
Dundee FC
FC Carl Zeiss Jena
Glentoran Belfast
Viktoria Plzeň
Eintracht Frankfurt
FC Universitatea Craiova
Lillestrøm SK
AFC DWS
RB Salzburg
Atalanta
Vejle BK
Sliema Wanderers
Argeș Pitești
Dinamo Minsk
Neuchâtel Xamax FCS
Åtvidabergs FF
Rubin Kazan
KF Tiranë
Sporting Braga
Esbjerg fB
Everton FC
AZ Alkmaar
IFK Norrköping
FK Partizani
Hibernian FC
RC Strasbourg
IFK Malmö
KAA Gent
Lokomotiv Sofia
Hertha BSC
Aalborg BK
NK Maribor
Ipswich Town
TSV 1860 München
KV Mechelen
Bohemians 1905
1. FC Magdeburg
Sparta Rotterdam
Parma Calcio 1913
Celta Vigo
Polonia Bytom
RCD Mallorca
Waterford FC
ÍA Akranes
Dundalk FC
Valur Reykjavík
KSK Beveren
FC Unirea
Wisła Kraków
Wolverhampton Wanderers
KB København
FC Reipas Lahti
KRC Genk
Inter Bratislava
Lyngby BK
Zorya Lugansk
FC Sion
Hellas Verona
MFK Vítkovice
Udinese Calcio
B 1903 København
Real Betis
Hvidovre IF
Petrolul Ploieşti
Maccabi Haifa
Djurgårdens IF
Slavia Praha
PFC Ludogorets Razgrad
FC Zbrojovka Brno
B 1913 Odense
Burnley FC
Cagliari Calcio
Eintracht Braunschweig
FC Twente
RWDM Brussels FC
FC Petržalka
Anorthosis Famagusta FC
Lyn Oslo
Torino FC
FK Sarajevo
Hapoel Tel Aviv
Gwardia Warszawa
Kilmarnock FC
FC Hradec Králové
FC La Chaux-de-Fonds
FK Rostov
Helsingborgs IF
Bohemian FC
Viking FK
Hibernians FC
Rapid Bucureşti
Spartak Plovdiv
Bologna FC
AB Gladsaxe
Halmstads BK
Blackburn Rovers
FC Thun
FK Astana
sc Heerenveen
PAOK Saloniki
Östers IF
AIK Solna
Fredrikstad FK
Shamrock Rovers
Maccabi Tel Aviv
AE Larisa
Dinamo Tbilisi
FK Vllaznia
Torpedo Moskva
1. FC Saarbrücken
Zagłębie Lubin
Hansa Rostock
KA Akureyri
1899 Hoffenheim
Botev Plovdiv
Apollon Limassol
Szombierki Bytom
FC Differdange 03
ŁKS Łódź
Heart of Midlothian
Molde FK
Derry City
TPS Turku
Haka Valkeakoski
Drumcondra Dublin
Hamrun Spartans
Spora Luxemburg
Valletta FC
Floriana FC
KS Flamurtari Vlorë
Montpellier HSC
Athlone Town
Willem II
Vålerenga IF
Qarabağ FK
UTA Arad
Fram Reykjavík
Csepel SC
ÍB Vestmannaeyja
Skeid Fotball
FC Aarau
FC Admira Wacker
Etar Veliko Tarnovo
PFC Beroe
Śląsk Wrocław
Glenavon FC
Rot-Weiss Essen
St Patrick's Athletic
FC Lausanne-Sport
Lisburn Distillery
FC Blau Weiß Linz
FK Dinamo Tirana
Skonto FC
Lierse SK
Bursaspor
B 1909 Odense
Odense BK
Progrès Niedercorn
Kuopion PS
OPS Oulu
FC Nordsjælland
Aris Bonnevoie
Olympiakos Nikosia
FC Utrecht
Cork City
Roda JC Kerkrade
Chemnitzer FC
LASK
Željezničar Sarajevo
Örgryte IS
FKS Stal Mielec
SG Sachsen Leipzig
Moss FK
Beitar Jerusalem
Pezoporikos Larnaca
Tavriya Simferopol
Ilves Tampere
FC Luzern
Cork Celtic
Cork Hibernians
Køge BK
Shelbourne FC
Strømsgodset IF
KF Elbasani
Sligo Rovers
Vardar Skopje
Helsingfors IFK
Ards FC
Royal Antwerp FC
HPS Helsinki
Olimpija Ljubljana
Víkingur Reykjavík
Oţelul Galaţi
IK Start
FK Žalgiris
Coleraine FC
FC VSS Košice
Limerick FC
AEL Limassol
Debreceni VSC
KPV Kokkola
MŠK Žilina
