club
Dinamo Zagreb
Celtic FC
Rosenborg BK
BATE Borisov
Dinamo Kiev
Partizan
NK Maribor
Steaua Bucureşti
FC København
APOEL Nikosia
RB Salzburg
FC Sheriff
HJK Helsinki
Crvena Zvezda
Rangers FC
Shakhtar Donetsk
Sparta Praha
RSC Anderlecht
Legia Warszawa
FC Basel
Qarabağ FK
Skonto FC
Olympiakos Piräus
AFC Ajax
Galatasaray
Malmö FF
Panathinaikos
PFC Ludogorets Razgrad
Fenerbahçe
Liverpool FC
Viktoria Plzeň
Club Brugge KV
Dinamo Tbilisi
Levski Sofia
Maccabi Tel Aviv
Maccabi Haifa
Wisła Kraków
Arsenal FC
Slavia Praha
Anorthosis Famagusta FC
FBK Kaunas
FK Astana
Debreceni VSC
CSKA Moskva
Beşiktaş
Brøndby IF
SL Benfica
MŠK Žilina
The New Saints
Pyunik FC
Rapid Wien
Hapoel Be'er Sheva
AEK Athen
Sturm Graz
FCI Levadia
AS Monaco
Valencia CF
Zenit St. Petersburg
F91 Dudelange
Valletta FC
PSV Eindhoven
Spartak Moskva
Ferencvárosi TC
Manchester United
FK Aktobe
PFC Litex Lovech
Slovan Bratislava
CFR Cluj
Molde FK
FC Zimbru
Vardar Skopje
Olympique Lyon
CSKA Sofia
FH Hafnarfjörður
FC Porto
FC Barcelona
Grasshopper Club Zürich
FC Petržalka
Beitar Jerusalem
KF Skënderbeu
AIK Solna
Shelbourne FC
FK Ventspils
Neftçi PFK
BSC Young Boys
Bayer Leverkusen
FC VSS Košice
Inter
AC Milan
Fehérvár FC
Haka Valkeakoski
IFK Göteborg
Helsingborgs IF
FK Ekranas
Linfield FC
Grazer AK
Aalborg BK
FC Zürich
Torpedo Kutaisi
PAOK Saloniki
Hajduk Split
Bayern München
Lazio Roma
Lille OSC
Sporting CP
AEL Limassol
KRC Genk
Omonia Nikosia
ND Gorica
MTK Budapest
Tampere United
IF Elfsborg
Borussia Dortmund
FK Rabotnički
Lokomotiv Moskva
Dundalk FC
Lincoln Red Imps
Hibernians FC
HB Tórshavn
Newcastle United
Hapoel Tel Aviv
Olimpija Ljubljana
Feyenoord
Shakter Karaganda
Vålerenga IF
KR Reykjavík
Željezničar Sarajevo
KF Tiranë
Barry Town United
ACF Fiorentina
Werder Bremen
Parma Calcio 1913
Widzew Łódź
Austria Wien
NK Domžale
Boavista
Sporting Braga
Trabzonspor
Inter Bratislava
FK Žalgiris
Birkirkara FC
Bohemian FC
Chelsea FC
FC Thun
Sevilla FC
Olympique Marseille
FC Midtjylland
Halmstads BK
Široki Brijeg
Djurgårdens IF
FC Alashkert
KF Shkëndija 79
Dinamo Bucureşti
Zrinjski Mostar
Bor. Mönchengladbach
Paris Saint-Germain
Atlético Madrid
Villarreal CF
FK Slaviya Mozyr
FK Sarajevo
Lech Poznań
B36 Tórshavn
FC Santa Coloma
FC Flora
Juventus
FK Rostov
Deportivo La Coruña
Ironi Kiryat Shmona
Spartak Trnava
Udinese Calcio
HNK Rijeka
FK Baku
Slovan Liberec
Standard Liège
ŁKS Łódź
Polonia Warszawa
Athletic Bilbao
SSC Napoli
AJ Auxerre
Drogheda United
Rubin Kazan
KF Feronikeli
FK Rudar Pljevlja
Myllykosken Pallo −47
Víkingur
Odense BK
FK Obilić
FK AS Trenčín
FC Schalke 04
FK Astana-64
FC Twente
Cork City
FK Dinamo Tirana
JK Nõmme Kalju
1. FC Frankfurt (Oder)
Budapest Honvéd
Manchester City
KB København
Real Madrid
Real Sociedad
Hamburger SV
Leeds United
Floriana FC
LASK
Shirak FC
Drita Gjilan
FC Sion
FC Jazz Pori
FC Milsami
Keşlə FK
FK Modriča
FK Kukësi
Zalaegerszegi TE
ÍB Vestmannaeyja
FK Vllaznia
KF Shkupi
FK Mogren Budva
Stabæk IF
Dunaferr SE
RCD Mallorca
FK Mladá Boleslav
İstanbul Başakşehir F.K.
SK Brann
FC Zestafoni
Shamrock Rovers
FK Budućnost Podgorica
Crusaders FC
BFC Dynamo
Metalist Kharkov
Hertha BSC
Málaga CF
VfB Stuttgart
Real Betis
Tavriya Simferopol
Heart of Midlothian
Leotar Trebinje
Sileks Kratovo
Belshina Bobruisk
FC Wacker Innsbruck
FK Sūduva
ÍA Akranes
EB/Streymur
FK Partizani
WIT Georgia
FK Liepājas Metalurgs
Jeunesse Esch
Tottenham Hotspur
Celta Vigo
FC Aarau
Lierse SK
Cwmbran Town
FC Urartu
Kalmar FF
NK Zagreb
FC Koper
IFK Norrköping
Sampdoria
Europa FC
FC Ararat-Armenia
FK Kairat
NK Brotnjo
Dacia Chişinău
Dinamo Moskva
FK Gomel
FK Zeta
FC Lugano
FC Timişoara
KF Elbasani
NSÍ Runavík
Borac Banja Luka
Sivasspor
Breiðablik
Sioni Bolnisi
FC Viitorul Constanța
Llanelli Town
Újpest FC
FC Saburtalo
MFK Ružomberok
Śląsk Wrocław
Baník Ostrava
Shamkir FK
FK Kapaz
FK Krasnodar
Valur Reykjavík
FK Sutjeska
SP Tre Penne
Sliema Wanderers
CA Osasuna
Riga FC
Rapid Bucureşti
Dinamo Minsk
FK Pobeda
FK Spartaks
Servette Genève
OGC Nice
Hapoel Haifa
FC Vaslui
Metalurgi Rustavi
UE Sant Julià
SP Tre Fiori
St Patrick's Athletic
FC St.Gallen
FC Tiraspol
FC TVMK
Piast Gliwice
Portadown FC
Apollon Limassol
FC Metz
Irtysh Pavlodar
Vitória Guimarães
FC Unirea
Chievo Verona
Khazar Lankaran
SJK Seinäjoki
AS Saint-Étienne
Silkeborg IF
Tobyl Kostanay
CS Grevenmacher
Dnipro Dnipropetrovsk
AS Roma
Astra Giurgiu
Hammarby IF
Derry City
FC Suðuroy
Norma Tallinn
Kareda Kaunas
CS FOLA Esch
SP La Fiorita
FC Lusitanos
Cliftonville FC
Glentoran Belfast
Everton FC
SS Folgore/Falciano
TSV 1860 München
Zagłębie Lubin
FK Teplice
Inter Turku
Lillestrøm SK
Shakhter Soligorsk
Ulisses FC
1899 Hoffenheim
Győri ETO FC
Union Luxembourg
Dila Gori
Dnepr Mogilev
FCI Tallinn
FK Liepāja
Lantana Tallinn
Sligo Rovers
Strømsgodset IF
KF Trepça'89
Vác FC
Makedonija GP
Paços de Ferreira
KAA Gent
UMF Stjarnan
FC Rànger's
FK Renova
FK Yerevan
Motherwell FC
OFK Titograd
SV Zulte Waregem
Toulouse FC
TPS Turku
FC Nordsjælland
FC Samtredia
Herfølge BK
Lokomotiv Plovdiv
Spartak Vladikavkaz
Marsaxlokk FC
Araks Ararat
IFK Mariehamn
FC Daugava
KÍ Klaksvík
Avenir Beggen
Waterford FC
B68 Toftir
GÍ Gøta
SS Murata
Bangor City
Rhyl FC
