Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
7,Sat,2019-10-19,,Panionios,,Asteras Tripoli,,Stadio Néas Smírnis,,,
,,,,,,,,,,,
8,Sat,2019-10-26,,Atromitos,,Panionios,,Stadio Peristeriou,,,
8,Sat,2019-10-26,,Panathinaikos,,Larissa,,Olympiako Stadio Spyros Louis,,,
8,Sat,2019-10-26,,Aris,,Panetolikos,,Stadio Harilaou Kleánthis Vikelídis,,,
8,Sat,2019-10-26,,OFI Crete,,Xanthi,,Stadio Thódoros Vardinoyánnis,,,
8,Sat,2019-10-26,,Asteras Tripoli,,PAS Lamia,,Stadio Theodoros Kolokotronis,,,
8,Sat,2019-10-26,,Volos NFC,,PAOK,,Panthessaliko Stadio,,,
8,Sat,2019-10-26,,Olympiacos,,AEK Athens,,Stadio Georgios Karaiskáki,,,
,,,,,,,,,,,
9,Sat,2019-11-02,,PAOK,,Panathinaikos,,Stadio Toumbas,,,
9,Sat,2019-11-02,,Xanthi,,Olympiacos,,Xanthi FC Arena,,,
9,Sat,2019-11-02,,Panionios,,Aris,,Stadio Néas Smírnis,,,
9,Sat,2019-11-02,,Panetolikos,,Asteras Tripoli,,Stadio Panetolikou,,,
9,Sat,2019-11-02,,AEK Athens,,Atromitos,,Olympiako Stadio Spyros Louis,,,
9,Sat,2019-11-02,,PAS Lamia,,Volos NFC,,Dimotiko Athlitiko Kentro Lamias,,,
9,Sat,2019-11-02,,Larissa,,OFI Crete,,AEL Arena,,,
,,,,,,,,,,,
10,Sat,2019-11-09,,Xanthi,,Panionios,,Xanthi FC Arena,,,
10,Sat,2019-11-09,,Panathinaikos,,AEK Athens,,Olympiako Stadio Spyros Louis,,,
10,Sat,2019-11-09,,Larissa,,PAS Lamia,,AEL Arena,,,
10,Sat,2019-11-09,,Olympiacos,,Atromitos,,Stadio Georgios Karaiskáki,,,
10,Sat,2019-11-09,,OFI Crete,,PAOK,,Stadio Thódoros Vardinoyánnis,,,
10,Sat,2019-11-09,,Aris,,Asteras Tripoli,,Stadio Harilaou Kleánthis Vikelídis,,,
10,Sat,2019-11-09,,Volos NFC,,Panetolikos,,Panthessaliko Stadio,,,
,,,,,,,,,,,
11,Sat,2019-11-23,,Panionios,,Olympiacos,,Stadio Néas Smírnis,,,
11,Sat,2019-11-23,,Asteras Tripoli,,Volos NFC,,Stadio Theodoros Kolokotronis,,,
11,Sat,2019-11-23,,AEK Athens,,Aris,,Olympiako Stadio Spyros Louis,,,
11,Sat,2019-11-23,,Atromitos,,OFI Crete,,Stadio Peristeriou,,,
11,Sat,2019-11-23,,Panetolikos,,Panathinaikos,,Stadio Panetolikou,,,
11,Sat,2019-11-23,,PAOK,,Larissa,,Stadio Toumbas,,,
11,Sat,2019-11-23,,PAS Lamia,,Xanthi,,Dimotiko Athlitiko Kentro Lamias,,,
,,,,,,,,,,,
12,Sat,2019-11-30,,Xanthi,,Atromitos,,Xanthi FC Arena,,,
12,Sat,2019-11-30,,Larissa,,Volos NFC,,AEL Arena,,,
12,Sat,2019-11-30,,Olympiacos,,PAOK,,Stadio Georgios Karaiskáki,,,
12,Sat,2019-11-30,,Panathinaikos,,Asteras Tripoli,,Olympiako Stadio Spyros Louis,,,
12,Sat,2019-11-30,,OFI Crete,,AEK Athens,,Stadio Thódoros Vardinoyánnis,,,
12,Sat,2019-11-30,,Aris,,PAS Lamia,,Stadio Harilaou Kleánthis Vikelídis,,,
12,Sat,2019-11-30,,Panionios,,Panetolikos,,Stadio Néas Smírnis,,,
,,,,,,,,,,,
13,Sat,2019-12-07,,AEK Athens,,Panionios,,Olympiako Stadio Spyros Louis,,,
13,Sat,2019-12-07,,PAS Lamia,,OFI Crete,,Dimotiko Athlitiko Kentro Lamias,,,
13,Sat,2019-12-07,,Panetolikos,,Olympiacos,,Stadio Panetolikou,,,
13,Sat,2019-12-07,,Volos NFC,,Panathinaikos,,Panthessaliko Stadio,,,
13,Sat,2019-12-07,,Asteras Tripoli,,Larissa,,Stadio Theodoros Kolokotronis,,,
13,Sat,2019-12-07,,Atromitos,,Aris,,Stadio Peristeriou,,,
13,Sat,2019-12-07,,PAOK,,Xanthi,,Stadio Toumbas,,,
,,,,,,,,,,,
14,Sun,2019-12-15,,OFI Crete,,Aris,,Stadio Thódoros Vardinoyánnis,,,
14,Sun,2019-12-15,,Larissa,,Atromitos,,AEL Arena,,,
14,Sun,2019-12-15,,Volos NFC,,Panionios,,Panthessaliko Stadio,,,
14,Sun,2019-12-15,,Asteras Tripoli,,Olympiacos,,Stadio Theodoros Kolokotronis,,,
14,Sun,2019-12-15,,Panetolikos,,PAOK,,Stadio Panetolikou,,,
14,Sun,2019-12-15,,Panathinaikos,,PAS Lamia,,Olympiako Stadio Spyros Louis,,,
14,Sun,2019-12-15,,Xanthi,,AEK Athens,,Xanthi FC Arena,,,
,,,,,,,,,,,
15,Thu,2019-12-19,,Aris,,Volos NFC,,Stadio Harilaou Kleánthis Vikelídis,,,
15,Thu,2019-12-19,,Atromitos,,PAS Lamia,,Stadio Peristeriou,,,
15,Thu,2019-12-19,,Olympiacos,,Larissa,,Stadio Georgios Karaiskáki,,,
15,Thu,2019-12-19,,OFI Crete,,Panathinaikos,,Stadio Thódoros Vardinoyánnis,,,
15,Thu,2019-12-19,,Panionios,,PAOK,,Stadio Néas Smírnis,,,
15,Thu,2019-12-19,,AEK Athens,,Asteras Tripoli,,Olympiako Stadio Spyros Louis,,,
15,Thu,2019-12-19,,Xanthi,,Panetolikos,,Xanthi FC Arena,,,
,,,,,,,,,,,
16,Mon,2019-12-23,,Panetolikos,,OFI Crete,,Stadio Panetolikou,,,
16,Mon,2019-12-23,,PAS Lamia,,AEK Athens,,Dimotiko Athlitiko Kentro Lamias,,,
16,Mon,2019-12-23,,Larissa,,Panionios,,AEL Arena,,,
16,Mon,2019-12-23,,Panathinaikos,,Aris,,Olympiako Stadio Spyros Louis,,,
16,Mon,2019-12-23,,Volos NFC,,Olympiacos,,Panthessaliko Stadio,,,
16,Mon,2019-12-23,,Asteras Tripoli,,Xanthi,,Stadio Theodoros Kolokotronis,,,
16,Mon,2019-12-23,,PAOK,,Atromitos,,Stadio Toumbas,,,
,,,,,,,,,,,
17,Mon,2020-01-06,,AEK Athens,,Panetolikos,,Olympiako Stadio Spyros Louis,,,
17,Mon,2020-01-06,,Xanthi,,Larissa,,Xanthi FC Arena,,,
17,Mon,2020-01-06,,Atromitos,,Asteras Tripoli,,Stadio Peristeriou,,,
17,Mon,2020-01-06,,Aris,,PAOK,,Stadio Harilaou Kleánthis Vikelídis,,,
17,Mon,2020-01-06,,OFI Crete,,Volos NFC,,Stadio Thódoros Vardinoyánnis,,,
17,Mon,2020-01-06,,Panionios,,PAS Lamia,,Stadio Néas Smírnis,,,
17,Mon,2020-01-06,,Olympiacos,,Panathinaikos,,Stadio Georgios Karaiskáki,,,
,,,,,,,,,,,
18,Mon,2020-01-13,,Panathinaikos,,Panionios,,Olympiako Stadio Spyros Louis,,,
18,Mon,2020-01-13,,PAOK,,AEK Athens,,Stadio Toumbas,,,
18,Mon,2020-01-13,,Panetolikos,,Atromitos,,Stadio Panetolikou,,,
18,Mon,2020-01-13,,PAS Lamia,,Olympiacos,,Dimotiko Athlitiko Kentro Lamias,,,
18,Mon,2020-01-13,,Asteras Tripoli,,OFI Crete,,Stadio Theodoros Kolokotronis,,,
18,Mon,2020-01-13,,Larissa,,Aris,,AEL Arena,,,
18,Mon,2020-01-13,,Volos NFC,,Xanthi,,Panthessaliko Stadio,,,
,,,,,,,,,,,
19,Sun,2020-01-19,,PAOK,,Asteras Tripoli,,Stadio Toumbas,,,
19,Sun,2020-01-19,,Atromitos,,Volos NFC,,Stadio Peristeriou,,,
19,Sun,2020-01-19,,AEK Athens,,Larissa,,Olympiako Stadio Spyros Louis,,,
19,Sun,2020-01-19,,Olympiacos,,Aris,,Stadio Georgios Karaiskáki,,,
19,Sun,2020-01-19,,Panionios,,OFI Crete,,Stadio Néas Smírnis,,,
19,Sun,2020-01-19,,Panetolikos,,PAS Lamia,,Stadio Panetolikou,,,
19,Sun,2020-01-19,,Xanthi,,Panathinaikos,,Xanthi FC Arena,,,
,,,,,,,,,,,
20,Thu,2020-01-23,,Larissa,,Panetolikos,,AEL Arena,,,
20,Thu,2020-01-23,,Asteras Tripoli,,Panionios,,Stadio Theodoros Kolokotronis,,,
20,Thu,2020-01-23,,Volos NFC,,AEK Athens,,Panthessaliko Stadio,,,
20,Thu,2020-01-23,,Aris,,Xanthi,,Stadio Harilaou Kleánthis Vikelídis,,,
20,Thu,2020-01-23,,OFI Crete,,Olympiacos,,Stadio Thódoros Vardinoyánnis,,,
20,Thu,2020-01-23,,Panathinaikos,,Atromitos,,Olympiako Stadio Spyros Louis,,,
20,Thu,2020-01-23,,PAS Lamia,,PAOK,,Dimotiko Athlitiko Kentro Lamias,,,
,,,,,,,,,,,
21,Mon,2020-01-27,,PAOK,,Volos NFC,,Stadio Toumbas,,,
21,Mon,2020-01-27,,AEK Athens,,Olympiacos,,Olympiako Stadio Spyros Louis,,,
21,Mon,2020-01-27,,Larissa,,Panathinaikos,,AEL Arena,,,
21,Mon,2020-01-27,,Panetolikos,,Aris,,Stadio Panetolikou,,,
21,Mon,2020-01-27,,Panionios,,Atromitos,,Stadio Néas Smírnis,,,
21,Mon,2020-01-27,,PAS Lamia,,Asteras Tripoli,,Dimotiko Athlitiko Kentro Lamias,,,
21,Mon,2020-01-27,,Xanthi,,OFI Crete,,Xanthi FC Arena,,,
,,,,,,,,,,,
22,Mon,2020-02-03,,Olympiacos,,Xanthi,,Stadio Georgios Karaiskáki,,,
22,Mon,2020-02-03,,OFI Crete,,Larissa,,Stadio Thódoros Vardinoyánnis,,,
22,Mon,2020-02-03,,Aris,,Panionios,,Stadio Harilaou Kleánthis Vikelídis,,,
22,Mon,2020-02-03,,Volos NFC,,PAS Lamia,,Panthessaliko Stadio,,,
22,Mon,2020-02-03,,Atromitos,,AEK Athens,,Stadio Peristeriou,,,
22,Mon,2020-02-03,,Panathinaikos,,PAOK,,Olympiako Stadio Spyros Louis,,,
22,Mon,2020-02-03,,Asteras Tripoli,,Panetolikos,,Stadio Theodoros Kolokotronis,,,
,,,,,,,,,,,
23,Mon,2020-02-10,,Asteras Tripoli,,Aris,,Stadio Theodoros Kolokotronis,,,
23,Mon,2020-02-10,,Panionios,,Xanthi,,Stadio Néas Smírnis,,,
23,Mon,2020-02-10,,Panetolikos,,Volos NFC,,Stadio Panetolikou,,,
23,Mon,2020-02-10,,PAOK,,OFI Crete,,Stadio Toumbas,,,
23,Mon,2020-02-10,,AEK Athens,,Panathinaikos,,Olympiako Stadio Spyros Louis,,,
23,Mon,2020-02-10,,PAS Lamia,,Larissa,,Dimotiko Athlitiko Kentro Lamias,,,
23,Mon,2020-02-10,,Atromitos,,Olympiacos,,Stadio Peristeriou,,,
,,,,,,,,,,,
24,Mon,2020-02-17,,Olympiacos,,Panionios,,Stadio Georgios Karaiskáki,,,
24,Mon,2020-02-17,,Panathinaikos,,Panetolikos,,Olympiako Stadio Spyros Louis,,,
24,Mon,2020-02-17,,Volos NFC,,Asteras Tripoli,,Panthessaliko Stadio,,,
24,Mon,2020-02-17,,Xanthi,,PAS Lamia,,Xanthi FC Arena,,,
24,Mon,2020-02-17,,OFI Crete,,Atromitos,,Stadio Thódoros Vardinoyánnis,,,
24,Mon,2020-02-17,,Larissa,,PAOK,,AEL Arena,,,
24,Mon,2020-02-17,,Aris,,AEK Athens,,Stadio Harilaou Kleánthis Vikelídis,,,
,,,,,,,,,,,
25,Mon,2020-02-24,,Volos NFC,,Larissa,,Panthessaliko Stadio,,,
25,Mon,2020-02-24,,Asteras Tripoli,,Panathinaikos,,Stadio Theodoros Kolokotronis,,,
25,Mon,2020-02-24,,PAOK,,Olympiacos,,Stadio Toumbas,,,
25,Mon,2020-02-24,,Panetolikos,,Panionios,,Stadio Panetolikou,,,
25,Mon,2020-02-24,,Atromitos,,Xanthi,,Stadio Peristeriou,,,
25,Mon,2020-02-24,,PAS Lamia,,Aris,,Dimotiko Athlitiko Kentro Lamias,,,
25,Mon,2020-02-24,,AEK Athens,,OFI Crete,,Olympiako Stadio Spyros Louis,,,
,,,,,,,,,,,
26,Sun,2020-03-01,,Panathinaikos,,Volos NFC,,Olympiako Stadio Spyros Louis,,,
26,Sun,2020-03-01,,Larissa,,Asteras Tripoli,,AEL Arena,,,
26,Sun,2020-03-01,,Panionios,,AEK Athens,,Stadio Néas Smírnis,,,
26,Sun,2020-03-01,,Xanthi,,PAOK,,Xanthi FC Arena,,,
26,Sun,2020-03-01,,OFI Crete,,PAS Lamia,,Stadio Thódoros Vardinoyánnis,,,
26,Sun,2020-03-01,,Aris,,Atromitos,,Stadio Harilaou Kleánthis Vikelídis,,,
26,Sun,2020-03-01,,Olympiacos,,Panetolikos,,Stadio Georgios Karaiskáki,,,
