Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
3,Sun,2019-07-28,16:30,Mladá Boleslav,4–1,SFC Opava,2662,Adidas Aréna,Ondřej Lerch,Match Report,
3,Sun,2019-07-28,16:30,Jablonec,6–0,Slovácko,2681,Stadion Střelnice,Pavel Rejžek,Match Report,
3,Sun,2019-07-28,19:00,Slavia Prague,1–0,Sigma Olomouc,13263,Sinobo Stadium,Zbyněk Proske,Match Report,
3,Mon,2019-07-29,18:00,České Budĕjov.,2–2,Sparta Prague,6681,Fotbalový stadion Střelecký ostrov,Karel Hrubes,Match Report,
,,,,,,,,,,,
4,Fri,2019-08-02,18:00,SFC Opava,0–2,Baník Ostrava,6087,Stadion v Městských sadech,Paval Julínek,Match Report,
4,Sat,2019-08-03,17:00,Slovan Liberec,0–1,Sigma Olomouc,3942,Stadion u Nisy,Jiří Houdek,Match Report,
4,Sat,2019-08-03,17:00,Slovácko,1–0,Fastav Zlín,5742,Městský fotbalový stadion Miroslava Vale...,Radek Dubravsky,Match Report,
4,Sat,2019-08-03,19:30,Bohemians 1905,0–0,Viktoria Plzeň,6031,Stadion Ďolíček,Karel Hrubes,Match Report,
4,Sun,2019-08-04,16:30,České Budĕjov.,1–1,Jablonec,4474,Fotbalový stadion Střelecký ostrov,Emanuel Marek,Match Report,
4,Sun,2019-08-04,16:30,Karviná,0–0,Slavia Prague,4833,Městský stadion,J. Machálek,Match Report,
4,Sun,2019-08-04,19:00,Sparta Prague,3–0,Příbram,11007,Generali Arena,Ondřej Pechanec,Match Report,
,,,,,,,,,,,
5,Fri,2019-08-09,18:00,Fastav Zlín,1–0,Teplice,3198,Stadion Letná,Ondřej Ginzel,Match Report,
5,Sat,2019-08-10,15:00,Baník Ostrava,4–2,Bohemians 1905,8350,Městský stadion - Vítkovice Aréna,Miroslav Zelinka,Match Report,
5,Sat,2019-08-10,17:00,Sigma Olomouc,1–1,Karviná,3776,Andrův stadion,Karel Hrubes,Match Report,
5,Sat,2019-08-10,17:00,Příbram,2–0,České Budĕjov.,3186,Energon Aréna,Ondřej Berka,Match Report,
5,Sat,2019-08-10,19:30,Slavia Prague,1–0,Slovan Liberec,252,Sinobo Stadium,Emanuel Marek,Match Report,
5,Sun,2019-08-11,16:30,Viktoria Plzeň,0–2,Slovácko,8790,Doosan Arena,Paval Julínek,Match Report,
5,Sun,2019-08-11,16:30,Jablonec,2–1,SFC Opava,2843,Stadion Střelnice,Jana Adamkova,Match Report,
5,Sun,2019-08-11,19:00,Mladá Boleslav,4–3,Sparta Prague,5000,Adidas Aréna,Pavel Franek,Match Report,
,,,,,,,,,,,
6,Fri,2019-08-16,18:00,České Budĕjov.,0–3,Slavia Prague,6681,Fotbalový stadion Střelecký ostrov,Paval Julínek,Match Report,
6,Sat,2019-08-17,17:00,SFC Opava,0–3,Fastav Zlín,2949,Stadion v Městských sadech,Pavel Rejžek,Match Report,
6,Sat,2019-08-17,17:00,Slovácko,2–0,Příbram,4076,Městský fotbalový stadion Miroslava Vale...,Miroslav Zelinka,Match Report,
6,Sat,2019-08-17,19:30,Bohemians 1905,3–2,Sigma Olomouc,5375,Stadion Ďolíček,Ondřej Lerch,Match Report,
6,Sun,2019-08-18,15:00,Sparta Prague,2–0,Baník Ostrava,14123,Generali Arena,Ondřej Ginzel,Match Report,
6,Sun,2019-08-18,17:00,Karviná,0–1,Slovan Liberec,2960,Městský stadion,Jana Adamkova,Match Report,
6,Sun,2019-08-18,17:00,Jablonec,2–1,Mladá Boleslav,3053,Stadion Střelnice,Tomáš Klíma,Match Report,
6,Sun,2019-08-18,19:00,Teplice,1–1,Viktoria Plzeň,5241,Na Stínadlech,Ondřej Berka,Match Report,
,,,,,,,,,,,
7,Fri,2019-08-23,18:00,Baník Ostrava,3–0,Slovácko,7287,Městský stadion - Vítkovice Aréna,Karel Hrubes,Match Report,
7,Fri,2019-08-23,18:00,Sigma Olomouc,2–0,Teplice,3092,Andrův stadion,Tomáš Klíma,Match Report,
7,Sat,2019-08-24,17:00,Příbram,4–0,Jablonec,2872,Energon Aréna,Jiří Houdek,Match Report,
7,Sat,2019-08-24,17:00,Fastav Zlín,1–4,Karviná,3514,Stadion Letná,Pavel Franek,Match Report,
7,Sat,2019-08-24,19:30,Slavia Prague,4–0,Bohemians 1905,16243,Sinobo Stadium,Pavel Rejžek,Match Report,
7,Sun,2019-08-25,16:30,Viktoria Plzeň,4–0,SFC Opava,8113,Doosan Arena,Miroslav Zelinka,Match Report,
7,Sun,2019-08-25,16:30,Mladá Boleslav,4–2,České Budĕjov.,2852,Adidas Aréna,Zbyněk Proske,Match Report,
7,Sun,2019-08-25,19:00,Slovan Liberec,3–1,Sparta Prague,8765,Stadion u Nisy,Paval Julínek,Match Report,
,,,,,,,,,,,
8,Sat,2019-08-31,15:00,Bohemians 1905,2–1,Slovan Liberec,4187,Stadion Ďolíček,J. Machálek,Match Report,
8,Sat,2019-08-31,17:00,Slovácko,1–1,Mladá Boleslav,4236,Městský fotbalový stadion Miroslava Vale...,Cieslar Ondřej,Match Report,
8,Sat,2019-08-31,19:30,Příbram,1–2,Viktoria Plzeň,5862,Energon Aréna,Pavel Franek,Match Report,
8,Sun,2019-09-01,16:30,České Budĕjov.,2–0,Fastav Zlín,3447,Fotbalový stadion Střelecký ostrov,Karel Hrubes,Match Report,
8,Sun,2019-09-01,16:30,SFC Opava,1–1,Slavia Prague,4795,Stadion v Městských sadech,Ondřej Berka,Match Report,
8,Sun,2019-09-01,16:30,Jablonec,2–1,Baník Ostrava,3017,Stadion Střelnice,Radek Dubravsky,Match Report,
8,Sun,2019-09-01,16:30,Teplice,0–0,Karviná,3169,Na Stínadlech,Jiří Houdek,Match Report,
8,Sun,2019-09-01,19:00,Sparta Prague,3–3,Sigma Olomouc,9407,Generali Arena,Zbyněk Proske,Match Report,
,,,,,,,,,,,
9,Fri,2019-09-13,18:00,Sigma Olomouc,2–0,SFC Opava,3576,Andrův stadion,J. Machálek,Match Report,
9,Sat,2019-09-14,16:30,Slovan Liberec,1–1,Teplice,,Stadion u Nisy,Karel Hrubes,Match Report,
9,Sat,2019-09-14,16:30,Mladá Boleslav,6–0,Příbram,,Adidas Aréna,Radek Dubravsky,Match Report,
9,Sat,2019-09-14,19:00,Slavia Prague,3–0,Slovácko,13789,Sinobo Stadium,Pavel Franek,Match Report,
9,Sun,2019-09-15,15:00,Karviná,,Bohemians 1905,,Městský stadion,,,
9,Sun,2019-09-15,15:00,Fastav Zlín,,Sparta Prague,,Stadion Letná,,,
9,Sun,2019-09-15,17:00,Baník Ostrava,,České Budĕjov.,,Městský stadion - Vítkovice Aréna,,,
9,Mon,2019-09-16,18:00,Viktoria Plzeň,,Jablonec,,Doosan Arena,,,
,,,,,,,,,,,
4,Wed,2019-09-18,18:00,Teplice,,Mladá Boleslav,,Na Stínadlech,,,
,,,,,,,,,,,
10,Fri,2019-09-20,18:00,Bohemians 1905,,Fastav Zlín,,Stadion Ďolíček,,,
10,Sat,2019-09-21,16:30,Slovácko,,Teplice,,Městský fotbalový stadion Miroslava Vale...,,,
10,Sat,2019-09-21,16:30,SFC Opava,,Slovan Liberec,,Stadion v Městských sadech,,,
10,Sat,2019-09-21,16:30,Příbram,,Karviná,,Energon Aréna,,,
10,Sat,2019-09-21,19:00,České Budĕjov.,,Viktoria Plzeň,,Fotbalový stadion Střelecký ostrov,,,
10,Sun,2019-09-22,15:30,Mladá Boleslav,,Baník Ostrava,,Adidas Aréna,,,
10,Sun,2019-09-22,18:00,Sparta Prague,,Slavia Prague,,Generali Arena,,,
10,Mon,2019-09-23,18:00,Jablonec,,Sigma Olomouc,,Stadion Střelnice,,,
,,,,,,,,,,,
11,Fri,2019-09-27,18:00,Teplice,,Bohemians 1905,,Na Stínadlech,,,
11,Sat,2019-09-28,16:30,Fastav Zlín,,Jablonec,,Stadion Letná,,,
11,Sat,2019-09-28,16:30,Sigma Olomouc,,Slovácko,,Andrův stadion,,,
11,Sat,2019-09-28,19:00,Slavia Prague,,Mladá Boleslav,,Sinobo Stadium,,,
11,Sun,2019-09-29,15:30,Karviná,,SFC Opava,,Městský stadion,,,
11,Sun,2019-09-29,18:00,Viktoria Plzeň,,Sparta Prague,,Doosan Arena,,,
11,Mon,2019-09-30,18:00,Baník Ostrava,,Příbram,,Městský stadion - Vítkovice Aréna,,,
11,Mon,2019-09-30,18:00,Slovan Liberec,,České Budĕjov.,,Stadion u Nisy,,,
,,,,,,,,,,,
12,Fri,2019-10-04,18:00,Slovácko,,Slovan Liberec,,Městský fotbalový stadion Miroslava Vale...,,,
12,Sat,2019-10-05,16:30,Příbram,,Sigma Olomouc,,Energon Aréna,,,
12,Sat,2019-10-05,16:30,SFC Opava,,Teplice,,Stadion v Městských sadech,,,
12,Sat,2019-10-05,16:30,Baník Ostrava,,Fastav Zlín,,Městský stadion - Vítkovice Aréna,,,
12,Sat,2019-10-05,19:00,Sparta Prague,,Karviná,,Generali Arena,,,
12,Sun,2019-10-06,15:30,České Budĕjov.,,Bohemians 1905,,Fotbalový stadion Střelecký ostrov,,,
12,Sun,2019-10-06,15:30,Mladá Boleslav,,Viktoria Plzeň,,Adidas Aréna,,,
12,Sun,2019-10-06,18:00,Jablonec,,Slavia Prague,,Stadion Střelnice,,,
,,,,,,,,,,,
13,Sat,2019-10-19,,Slovan Liberec,,Jablonec,,Stadion u Nisy,,,
13,Sat,2019-10-19,,Karviná,,Slovácko,,Městský stadion,,,
13,Sat,2019-10-19,,Fastav Zlín,,Mladá Boleslav,,Stadion Letná,,,
13,Sat,2019-10-19,,Bohemians 1905,,SFC Opava,,Stadion Ďolíček,,,
13,Sat,2019-10-19,,Viktoria Plzeň,,Baník Ostrava,,Doosan Arena,,,
13,Sat,2019-10-19,,Slavia Prague,,Příbram,,Sinobo Stadium,,,
13,Sat,2019-10-19,,Sigma Olomouc,,České Budĕjov.,,Andrův stadion,,,
13,Sat,2019-10-19,,Teplice,,Sparta Prague,,Na Stínadlech,,,
,,,,,,,,,,,
14,Sat,2019-10-26,,České Budĕjov.,,Karviná,,Fotbalový stadion Střelecký ostrov,,,
14,Sat,2019-10-26,,Příbram,,Fastav Zlín,,Energon Aréna,,,
14,Sat,2019-10-26,,Sparta Prague,,Bohemians 1905,,Generali Arena,,,
14,Sat,2019-10-26,,Viktoria Plzeň,,Slavia Prague,,Doosan Arena,,,
14,Sat,2019-10-26,,Mladá Boleslav,,Slovan Liberec,,Adidas Aréna,,,
14,Sat,2019-10-26,,Jablonec,,Teplice,,Stadion Střelnice,,,
14,Sat,2019-10-26,,Baník Ostrava,,Sigma Olomouc,,Městský stadion - Vítkovice Aréna,,,
14,Sat,2019-10-26,,Slovácko,,SFC Opava,,Městský fotbalový stadion Miroslava Vale...,,,
,,,,,,,,,,,
15,Sat,2019-11-02,,Karviná,,Jablonec,,Městský stadion,,,
15,Sat,2019-11-02,,Teplice,,České Budĕjov.,,Na Stínadlech,,,
15,Sat,2019-11-02,,Fastav Zlín,,Viktoria Plzeň,,Stadion Letná,,,
15,Sat,2019-11-02,,Slovan Liberec,,Příbram,,Stadion u Nisy,,,
15,Sat,2019-11-02,,SFC Opava,,Sparta Prague,,Stadion v Městských sadech,,,
15,Sat,2019-11-02,,Sigma Olomouc,,Mladá Boleslav,,Andrův stadion,,,
15,Sat,2019-11-02,,Bohemians 1905,,Slovácko,,Stadion Ďolíček,,,
15,Sat,2019-11-02,,Slavia Prague,,Baník Ostrava,,Sinobo Stadium,,,
,,,,,,,,,,,
16,Sat,2019-11-09,,Slavia Prague,,Teplice,,Sinobo Stadium,,,
16,Sat,2019-11-09,,České Budĕjov.,,Slovácko,,Fotbalový stadion Střelecký ostrov,,,
16,Sat,2019-11-09,,Viktoria Plzeň,,Slovan Liberec,,Doosan Arena,,,
16,Sat,2019-11-09,,Baník Ostrava,,Karviná,,Městský stadion - Vítkovice Aréna,,,
16,Sat,2019-11-09,,Jablonec,,Sparta Prague,,Stadion Střelnice,,,
16,Sat,2019-11-09,,Fastav Zlín,,Sigma Olomouc,,Stadion Letná,,,
16,Sat,2019-11-09,,Příbram,,SFC Opava,,Energon Aréna,,,
16,Sat,2019-11-09,,Mladá Boleslav,,Bohemians 1905,,Adidas Aréna,,,
,,,,,,,,,,,
17,Sat,2019-11-23,,Teplice,,Baník Ostrava,,Na Stínadlech,,,
17,Sat,2019-11-23,,Slovácko,,Jablonec,,Městský fotbalový stadion Miroslava Vale...,,,
17,Sat,2019-11-23,,Karviná,,Viktoria Plzeň,,Městský stadion,,,
17,Sat,2019-11-23,,Slovan Liberec,,Fastav Zlín,,Stadion u Nisy,,,
17,Sat,2019-11-23,,SFC Opava,,Mladá Boleslav,,Stadion v Městských sadech,,,
17,Sat,2019-11-23,,Bohemians 1905,,Příbram,,Stadion Ďolíček,,,
17,Sat,2019-11-23,,Sigma Olomouc,,Slavia Prague,,Andrův stadion,,,
17,Sat,2019-11-23,,Sparta Prague,,České Budĕjov.,,Generali Arena,,,
,,,,,,,,,,,
18,Sat,2019-11-30,,Slavia Prague,,Karviná,,Sinobo Stadium,,,
18,Sat,2019-11-30,,Sigma Olomouc,,Slovan Liberec,,Andrův stadion,,,
18,Sat,2019-11-30,,Jablonec,,České Budĕjov.,,Stadion Střelnice,,,
18,Sat,2019-11-30,,Fastav Zlín,,Slovácko,,Stadion Letná,,,
18,Sat,2019-11-30,,Baník Ostrava,,SFC Opava,,Městský stadion - Vítkovice Aréna,,,
18,Sat,2019-11-30,,Příbram,,Sparta Prague,,Energon Aréna,,,
18,Sat,2019-11-30,,Viktoria Plzeň,,Bohemians 1905,,Doosan Arena,,,
18,Sat,2019-11-30,,Mladá Boleslav,,Teplice,,Adidas Aréna,,,
,,,,,,,,,,,
19,Sat,2019-12-07,,Slovácko,,Viktoria Plzeň,,Městský fotbalový stadion Miroslava Vale...,,,
19,Sat,2019-12-07,,Sparta Prague,,Mladá Boleslav,,Generali Arena,,,
19,Sat,2019-12-07,,České Budĕjov.,,Příbram,,Fotbalový stadion Střelecký ostrov,,,
19,Sat,2019-12-07,,Teplice,,Fastav Zlín,,Na Stínadlech,,,
19,Sat,2019-12-07,,Slovan Liberec,,Slavia Prague,,Stadion u Nisy,,,
19,Sat,2019-12-07,,SFC Opava,,Jablonec,,Stadion v Městských sadech,,,
19,Sat,2019-12-07,,Bohemians 1905,,Baník Ostrava,,Stadion Ďolíček,,,
19,Sat,2019-12-07,,Karviná,,Sigma Olomouc,,Městský stadion,,,
,,,,,,,,,,,
20,Sat,2019-12-14,,Sigma Olomouc,,Bohemians 1905,,Andrův stadion,,,
20,Sat,2019-12-14,,Příbram,,Slovácko,,Energon Aréna,,,
20,Sat,2019-12-14,,Slovan Liberec,,Karviná,,Stadion u Nisy,,,
20,Sat,2019-12-14,,Baník Ostrava,,Sparta Prague,,Městský stadion - Vítkovice Aréna,,,
20,Sat,2019-12-14,,Mladá Boleslav,,Jablonec,,Adidas Aréna,,,
20,Sat,2019-12-14,,Viktoria Plzeň,,Teplice,,Doosan Arena,,,
20,Sat,2019-12-14,,Fastav Zlín,,SFC Opava,,Stadion Letná,,,
20,Sat,2019-12-14,,Slavia Prague,,České Budĕjov.,,Sinobo Stadium,,,
,,,,,,,,,,,
21,Sat,2020-02-15,,České Budĕjov.,,Mladá Boleslav,,Fotbalový stadion Střelecký ostrov,,,
21,Sat,2020-02-15,,Slovácko,,Baník Ostrava,,Městský fotbalový stadion Miroslava Vale...,,,
21,Sat,2020-02-15,,Bohemians 1905,,Slavia Prague,,Stadion Ďolíček,,,
21,Sat,2020-02-15,,SFC Opava,,Viktoria Plzeň,,Stadion v Městských sadech,,,
21,Sat,2020-02-15,,Sparta Prague,,Slovan Liberec,,Generali Arena,,,
21,Sat,2020-02-15,,Jablonec,,Příbram,,Stadion Střelnice,,,
21,Sat,2020-02-15,,Karviná,,Fastav Zlín,,Městský stadion,,,
21,Sat,2020-02-15,,Teplice,,Sigma Olomouc,,Na Stínadlech,,,
,,,,,,,,,,,
22,Sat,2020-02-22,,Mladá Boleslav,,Slovácko,,Adidas Aréna,,,
22,Sat,2020-02-22,,Slovan Liberec,,Bohemians 1905,,Stadion u Nisy,,,
22,Sat,2020-02-22,,Baník Ostrava,,Jablonec,,Městský stadion - Vítkovice Aréna,,,
22,Sat,2020-02-22,,Slavia Prague,,SFC Opava,,Sinobo Stadium,,,
22,Sat,2020-02-22,,Viktoria Plzeň,,Příbram,,Doosan Arena,,,
22,Sat,2020-02-22,,Karviná,,Teplice,,Městský stadion,,,
22,Sat,2020-02-22,,Sigma Olomouc,,Sparta Prague,,Andrův stadion,,,
22,Sat,2020-02-22,,Fastav Zlín,,České Budĕjov.,,Stadion Letná,,,
,,,,,,,,,,,
23,Sat,2020-02-29,,Slovácko,,Slavia Prague,,Městský fotbalový stadion Miroslava Vale...,,,
23,Sat,2020-02-29,,Příbram,,Mladá Boleslav,,Energon Aréna,,,
23,Sat,2020-02-29,,Teplice,,Slovan Liberec,,Na Stínadlech,,,
23,Sat,2020-02-29,,České Budĕjov.,,Baník Ostrava,,Fotbalový stadion Střelecký ostrov,,,
23,Sat,2020-02-29,,Sparta Prague,,Fastav Zlín,,Generali Arena,,,
23,Sat,2020-02-29,,Jablonec,,Viktoria Plzeň,,Stadion Střelnice,,,
23,Sat,2020-02-29,,Bohemians 1905,,Karviná,,Stadion Ďolíček,,,
23,Sat,2020-02-29,,SFC Opava,,Sigma Olomouc,,Stadion v Městských sadech,,,
,,,,,,,,,,,
24,Sat,2020-03-07,,Slavia Prague,,Sparta Prague,,Sinobo Stadium,,,
24,Sat,2020-03-07,,Teplice,,Slovácko,,Na Stínadlech,,,
24,Sat,2020-03-07,,Slovan Liberec,,SFC Opava,,Stadion u Nisy,,,
24,Sat,2020-03-07,,Viktoria Plzeň,,České Budĕjov.,,Doosan Arena,,,
24,Sat,2020-03-07,,Fastav Zlín,,Bohemians 1905,,Stadion Letná,,,
24,Sat,2020-03-07,,Karviná,,Příbram,,Městský stadion,,,
24,Sat,2020-03-07,,Baník Ostrava,,Mladá Boleslav,,Městský stadion - Vítkovice Aréna,,,
24,Sat,2020-03-07,,Sigma Olomouc,,Jablonec,,Andrův stadion,,,
,,,,,,,,,,,
25,Sat,2020-03-14,,Sparta Prague,,Viktoria Plzeň,,Generali Arena,,,
25,Sat,2020-03-14,,Jablonec,,Fastav Zlín,,Stadion Střelnice,,,
25,Sat,2020-03-14,,Slovácko,,Sigma Olomouc,,Městský fotbalový stadion Miroslava Vale...,,,
25,Sat,2020-03-14,,Příbram,,Baník Ostrava,,Energon Aréna,,,
25,Sat,2020-03-14,,Bohemians 1905,,Teplice,,Stadion Ďolíček,,,
25,Sat,2020-03-14,,Mladá Boleslav,,Slavia Prague,,Adidas Aréna,,,
25,Sat,2020-03-14,,České Budĕjov.,,Slovan Liberec,,Fotbalový stadion Střelecký ostrov,,,
25,Sat,2020-03-14,,SFC Opava,,Karviná,,Stadion v Městských sadech,,,
,,,,,,,,,,,
26,Sat,2020-03-21,,Teplice,,SFC Opava,,Na Stínadlech,,,
26,Sat,2020-03-21,,Sigma Olomouc,,Příbram,,Andrův stadion,,,
26,Sat,2020-03-21,,Fastav Zlín,,Baník Ostrava,,Stadion Letná,,,
26,Sat,2020-03-21,,Karviná,,Sparta Prague,,Městský stadion,,,
26,Sat,2020-03-21,,Bohemians 1905,,České Budĕjov.,,Stadion Ďolíček,,,
26,Sat,2020-03-21,,Slavia Prague,,Jablonec,,Sinobo Stadium,,,
26,Sat,2020-03-21,,Slovan Liberec,,Slovácko,,Stadion u Nisy,,,
26,Sat,2020-03-21,,Viktoria Plzeň,,Mladá Boleslav,,Doosan Arena,,,
,,,,,,,,,,,
27,Sat,2020-04-04,,České Budĕjov.,,Sigma Olomouc,,Fotbalový stadion Střelecký ostrov,,,
27,Sat,2020-04-04,,Sparta Prague,,Teplice,,Generali Arena,,,
27,Sat,2020-04-04,,Slovácko,,Karviná,,Městský fotbalový stadion Miroslava Vale...,,,
27,Sat,2020-04-04,,Mladá Boleslav,,Fastav Zlín,,Adidas Aréna,,,
27,Sat,2020-04-04,,Jablonec,,Slovan Liberec,,Stadion Střelnice,,,
27,Sat,2020-04-04,,Příbram,,Slavia Prague,,Energon Aréna,,,
27,Sat,2020-04-04,,SFC Opava,,Bohemians 1905,,Stadion v Městských sadech,,,
27,Sat,2020-04-04,,Baník Ostrava,,Viktoria Plzeň,,Městský stadion - Vítkovice Aréna,,,
,,,,,,,,,,,
28,Sat,2020-04-11,,Fastav Zlín,,Příbram,,Stadion Letná,,,
28,Sat,2020-04-11,,Bohemians 1905,,Sparta Prague,,Stadion Ďolíček,,,
28,Sat,2020-04-11,,Slavia Prague,,Viktoria Plzeň,,Sinobo Stadium,,,
28,Sat,2020-04-11,,SFC Opava,,Slovácko,,Stadion v Městských sadech,,,
28,Sat,2020-04-11,,Karviná,,České Budĕjov.,,Městský stadion,,,
28,Sat,2020-04-11,,Slovan Liberec,,Mladá Boleslav,,Stadion u Nisy,,,
28,Sat,2020-04-11,,Sigma Olomouc,,Baník Ostrava,,Andrův stadion,,,
28,Sat,2020-04-11,,Teplice,,Jablonec,,Na Stínadlech,,,
,,,,,,,,,,,
29,Sat,2020-04-18,,České Budĕjov.,,Teplice,,Fotbalový stadion Střelecký ostrov,,,
29,Sat,2020-04-18,,Slovácko,,Bohemians 1905,,Městský fotbalový stadion Miroslava Vale...,,,
29,Sat,2020-04-18,,Jablonec,,Karviná,,Stadion Střelnice,,,
29,Sat,2020-04-18,,Sparta Prague,,SFC Opava,,Generali Arena,,,
29,Sat,2020-04-18,,Mladá Boleslav,,Sigma Olomouc,,Adidas Aréna,,,
29,Sat,2020-04-18,,Příbram,,Slovan Liberec,,Energon Aréna,,,
29,Sat,2020-04-18,,Viktoria Plzeň,,Fastav Zlín,,Doosan Arena,,,
29,Sat,2020-04-18,,Baník Ostrava,,Slavia Prague,,Městský stadion - Vítkovice Aréna,,,
,,,,,,,,,,,
30,Sat,2020-04-25,,Slavia Prague,,Fastav Zlín,,Sinobo Stadium,,,
30,Sat,2020-04-25,,SFC Opava,,České Budĕjov.,,Stadion v Městských sadech,,,
30,Sat,2020-04-25,,Teplice,,Příbram,,Na Stínadlech,,,
30,Sat,2020-04-25,,Karviná,,Mladá Boleslav,,Městský stadion,,,
30,Sat,2020-04-25,,Slovácko,,Sparta Prague,,Městský fotbalový stadion Miroslava Vale...,,,
30,Sat,2020-04-25,,Slovan Liberec,,Baník Ostrava,,Stadion u Nisy,,,
30,Sat,2020-04-25,,Bohemians 1905,,Jablonec,,Stadion Ďolíček,,,
30,Sat,2020-04-25,,Sigma Olomouc,,Viktoria Plzeň,,Andrův stadion,,,
