Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
13,Sun,2019-08-04,19:00 (00:00),Atlético Mineiro,2–0,Cruzeiro,13181,Estádio Raimundo Sampaio,Leandro Pedro Vuaden,Match Report,
13,Sun,2019-08-04,19:00 (00:00),Corinthians,1–1,Palmeiras,42675,Arena Corinthians,Anderson Daronco,Match Report,
13,Sun,2019-08-04,19:00 (00:00),Vasco da Gama,0–0,CSA,9631,Estádio Club de Regatas Vasco da Gama,Marielson Alves Silva,Match Report,
13,Mon,2019-08-05,20:00 (01:00),Grêmio,3–3,Chapecoense,13418,Arena do Grêmio,Felipe Fernandes de Lima,Match Report,
,,,,,,,,,,,
7,Wed,2019-08-07,19:15 (00:15),Corinthians,2–0,Goiás,34595,Arena Corinthians,Bruno Arleu de Araujo,Match Report,
,,,,,,,,,,,
14,Sat,2019-08-10,17:00 (22:00),Ceará,4–1,Chapecoense,21428,Estádio Castelão,Rodrigo Carvalhaes de Miranda,Match Report,
14,Sat,2019-08-10,17:00 (22:00),São Paulo,3–2,Santos,47277,Estádio do Morumbi,Raphael Claus,Match Report,
14,Sat,2019-08-10,19:00 (00:00),Flamengo,3–1,Grêmio,57644,Estadio Jornalista Mário Filho,Braulio da Silva Machado,Match Report,
14,Sat,2019-08-10,21:00 (02:00),Atlético Mineiro,2–1,Fluminense,19081,Estádio Raimundo Sampaio,Wilton Sampaio,Match Report,
14,Sun,2019-08-11,11:00 (16:00),Internacional,0–0,Corinthians,32049,Estádio José Pinheiro Borba,Caio Max Augusto Vieira,Match Report,
14,Sun,2019-08-11,16:00 (21:00),Palmeiras,2–2,Bahia,34275,Allianz Parque,Igor Junior Benevenuto,Match Report,
14,Sun,2019-08-11,16:00 (21:00),Botafogo (RJ),2–1,Athl Paranaense,7992,Estádio Nilton Santos,Douglas Marques das Flores,Match Report,
14,Sun,2019-08-11,16:00 (21:00),Avaí,2–2,Cruzeiro,4921,Estádio Aderbal Ramos da Silva,Paulo Roberto Alves Júnior,Match Report,
14,Sun,2019-08-11,19:00 (00:00),Goiás,0–1,Vasco da Gama,14529,Estádio de Hailé Pinheiro,Jean Pierre Goncalves Lima,Match Report,
14,Mon,2019-08-12,20:00 (01:00),CSA,0–2,Fortaleza,9924,Estádio Rei Pelé,Gilberto Rodrigues Castro Junior,Match Report,
,,,,,,,,,,,
15,Sat,2019-08-17,17:00 (22:00),Fortaleza,0–1,Internacional,38519,Estádio Castelão,Braulio da Silva Machado,Match Report,
15,Sat,2019-08-17,17:00 (22:00),Corinthians,2–0,Botafogo (RJ),38882,Arena Corinthians,Rafael Traci,Match Report,
15,Sat,2019-08-17,19:00 (00:00),Athl Paranaense,1–0,Atlético Mineiro,13148,Estádio Joaquim Américo Guimarães,Dewson Fernando Freitas da Silva,Match Report,
15,Sat,2019-08-17,19:00 (00:00),Vasco da Gama,1–4,Flamengo,65418,Estádio Club de Regatas Vasco da Gama,Leandro Pedro Vuaden,Match Report,
15,Sat,2019-08-17,21:00 (02:00),Grêmio,1–1,Palmeiras,12897,Arena do Grêmio,Wagner do Nascimento Magalhaes,Match Report,
15,Sun,2019-08-18,16:00 (21:00),Cruzeiro,2–0,Santos,43604,Estádio Governador Magalhães Pinto,Anderson Daronco,Match Report,
15,Sun,2019-08-18,16:00 (21:00),Fluminense,0–1,CSA,25049,Estadio Jornalista Mário Filho,Wagner Reway,Match Report,
15,Sun,2019-08-18,16:00 (21:00),São Paulo,1–0,Ceará,47705,Estádio do Morumbi,Gilberto Rodrigues Castro Junior,Match Report,
15,Sun,2019-08-18,16:00 (21:00),Bahia,1–1,Goiás,28866,Itaipava Arena Fonte Nova,Raphael Claus,Match Report,
15,Sun,2019-08-18,19:00 (00:00),Chapecoense,1–0,Avaí,7027,Arena Condá,Luiz Flávio de Oliveira,Match Report,
,,,,,,,,,,,
13,Wed,2019-08-21,19:15 (00:15),Athl Paranaense,0–1,São Paulo,20047,Estádio Joaquim Américo Guimarães,Daniel Nobre Bins,Match Report,
,,,,,,,,,,,
16,Sat,2019-08-24,11:00 (16:00),Atlético Mineiro,0–1,Bahia,22401,Estádio Raimundo Sampaio,Rodolpho Toski Marques,Match Report,
16,Sat,2019-08-24,17:00 (22:00),Grêmio,2–1,Athl Paranaense,12748,Arena do Grêmio,Bruno Arleu de Araujo,Match Report,
16,Sun,2019-08-25,16:00 (21:00),Vasco da Gama,2–0,São Paulo,20404,Estádio Club de Regatas Vasco da Gama,Anderson Daronco,Match Report,
16,Sun,2019-08-25,16:00 (21:00),Santos,3–3,Fortaleza,12515,Estádio Urbano Caldeira,Rodrigo D'Alonso Ferreira,Match Report,
16,Sun,2019-08-25,16:00 (21:00),Goiás,2–1,Internacional,8634,Estádio de Hailé Pinheiro,Marielson Alves Silva,Match Report,
16,Sun,2019-08-25,19:00 (00:00),Ceará,0–3,Flamengo,49986,Estádio Castelão,Wilton Sampaio,Match Report,
16,Sun,2019-08-25,19:00 (00:00),Avaí,1–1,Corinthians,9753,Estádio Aderbal Ramos da Silva,Ricardo Marques Ribeiro,Match Report,
