Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
20,Sun,2020-02-09,,Porto,,Benfica,,Estádio Do Dragão,,,
20,Sun,2020-02-09,,Sporting CP,,Portimonense,,Estádio José Alvalade,,,
20,Sun,2020-02-09,,Famalicão,,Vitória,,Estádio Municipal 22 de Junho,,,
20,Sun,2020-02-09,,Aves,,Rio Ave,,Estádio Clube Desportivo das Aves,,,
,,,,,,,,,,,
21,Sat,2020-02-15,,Benfica,,Braga,,Estádio do Sport Lisboa e Benfica,,,
21,Sat,2020-02-15,,Rio Ave,,Sporting CP,,Estádio do Rio Ave Futebol Clube,,,
21,Sat,2020-02-15,,Vitória Setúbal,,Gil Vicente FC,,Estádio do Bonfim,,,
21,Sat,2020-02-15,,Vitória,,Porto,,Estádio Dom Afonso Henriques,,,
21,Sat,2020-02-15,,Famalicão,,Aves,,Estádio Municipal 22 de Junho,,,
21,Sat,2020-02-15,,Marítimo,,Paços,,Estádio dos Barreiros,,,
21,Sat,2020-02-15,,Portimonense,,Moreirense,,Estádio do Portimonense SC,,,
21,Sat,2020-02-15,,CD Santa Clara,,Tondela,,Estádio de São Miguel,,,
21,Sat,2020-02-15,,Boavista,,Belenenses,,Estádio do Bessa Século XXI,,,
,,,,,,,,,,,
22,Sun,2020-02-23,,Sporting CP,,Boavista,,Estádio José Alvalade,,,
22,Sun,2020-02-23,,Paços,,Famalicão,,Estádio da Capital do Móvel,,,
22,Sun,2020-02-23,,Porto,,Portimonense,,Estádio Do Dragão,,,
22,Sun,2020-02-23,,Braga,,Vitória Setúbal,,Estádio Municipal de Braga,,,
22,Sun,2020-02-23,,Moreirense,,CD Santa Clara,,P.D. Comendador Joaquim de Almeida Freit...,,,
22,Sun,2020-02-23,,Aves,,Vitória,,Estádio Clube Desportivo das Aves,,,
22,Sun,2020-02-23,,Tondela,,Rio Ave,,Estádio João Cardoso,,,
22,Sun,2020-02-23,,Belenenses,,Marítimo,,Estádio Nacional,,,
22,Sun,2020-02-23,,Gil Vicente FC,,Benfica,,Estádio Cidade de Barcelos,,,
,,,,,,,,,,,
23,Sun,2020-03-01,,Famalicão,,Sporting CP,,Estádio Municipal 22 de Junho,,,
23,Sun,2020-03-01,,CD Santa Clara,,Porto,,Estádio de São Miguel,,,
23,Sun,2020-03-01,,Benfica,,Moreirense,,Estádio do Sport Lisboa e Benfica,,,
23,Sun,2020-03-01,,Rio Ave,,Belenenses,,Estádio do Rio Ave Futebol Clube,,,
23,Sun,2020-03-01,,Vitória,,Tondela,,Estádio Dom Afonso Henriques,,,
23,Sun,2020-03-01,,Aves,,Paços,,Estádio Clube Desportivo das Aves,,,
23,Sun,2020-03-01,,Marítimo,,Braga,,Estádio dos Barreiros,,,
23,Sun,2020-03-01,,Portimonense,,Vitória Setúbal,,Estádio do Portimonense SC,,,
23,Sun,2020-03-01,,Boavista,,Gil Vicente FC,,Estádio do Bessa Século XXI,,,
,,,,,,,,,,,
24,Sun,2020-03-08,,Sporting CP,,Aves,,Estádio José Alvalade,,,
24,Sun,2020-03-08,,Tondela,,Boavista,,Estádio João Cardoso,,,
24,Sun,2020-03-08,,Moreirense,,Marítimo,,P.D. Comendador Joaquim de Almeida Freit...,,,
24,Sun,2020-03-08,,Belenenses,,Famalicão,,Estádio Nacional,,,
24,Sun,2020-03-08,,Paços,,Vitória,,Estádio da Capital do Móvel,,,
24,Sun,2020-03-08,,Braga,,Portimonense,,Estádio Municipal de Braga,,,
24,Sun,2020-03-08,,Gil Vicente FC,,CD Santa Clara,,Estádio Cidade de Barcelos,,,
24,Sun,2020-03-08,,Vitória Setúbal,,Benfica,,Estádio do Bonfim,,,
24,Sun,2020-03-08,,Porto,,Rio Ave,,Estádio Do Dragão,,,
,,,,,,,,,,,
25,Sun,2020-03-15,,Vitória,,Sporting CP,,Estádio Dom Afonso Henriques,,,
25,Sun,2020-03-15,,Portimonense,,Gil Vicente FC,,Estádio do Portimonense SC,,,
25,Sun,2020-03-15,,Aves,,Belenenses,,Estádio Clube Desportivo das Aves,,,
25,Sun,2020-03-15,,Rio Ave,,Paços,,Estádio do Rio Ave Futebol Clube,,,
25,Sun,2020-03-15,,Famalicão,,Porto,,Estádio Municipal 22 de Junho,,,
25,Sun,2020-03-15,,Benfica,,Tondela,,Estádio do Sport Lisboa e Benfica,,,
25,Sun,2020-03-15,,CD Santa Clara,,Braga,,Estádio de São Miguel,,,
25,Sun,2020-03-15,,Marítimo,,Vitória Setúbal,,Estádio dos Barreiros,,,
25,Sun,2020-03-15,,Boavista,,Moreirense,,Estádio do Bessa Século XXI,,,
,,,,,,,,,,,
26,Sun,2020-03-22,,Belenenses,,Vitória,,Estádio Nacional,,,
26,Sun,2020-03-22,,Tondela,,Aves,,Estádio João Cardoso,,,
26,Sun,2020-03-22,,Braga,,Boavista,,Estádio Municipal de Braga,,,
26,Sun,2020-03-22,,Moreirense,,Rio Ave,,P.D. Comendador Joaquim de Almeida Freit...,,,
26,Sun,2020-03-22,,Sporting CP,,Paços,,Estádio José Alvalade,,,
26,Sun,2020-03-22,,Gil Vicente FC,,Famalicão,,Estádio Cidade de Barcelos,,,
26,Sun,2020-03-22,,Porto,,Marítimo,,Estádio Do Dragão,,,
26,Sun,2020-03-22,,Vitória Setúbal,,CD Santa Clara,,Estádio do Bonfim,,,
26,Sun,2020-03-22,,Portimonense,,Benfica,,Estádio do Portimonense SC,,,
,,,,,,,,,,,
27,Sun,2020-04-05,,Paços,,Belenenses,,Estádio da Capital do Móvel,,,
27,Sun,2020-04-05,,Marítimo,,Gil Vicente FC,,Estádio dos Barreiros,,,
27,Sun,2020-04-05,,CD Santa Clara,,Portimonense,,Estádio de São Miguel,,,
27,Sun,2020-04-05,,Vitória,,Moreirense,,Estádio Dom Afonso Henriques,,,
