Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
1,Sat,2019-03-30,15:30,Odd,3–2,Brann,7295,Skagerak Arena,Espen Andreas Eskås,Match Report,
1,Sat,2019-03-30,18:00,Vålerenga,2–0,Mjøndalen,8055,Intility Arena,Kristoffer Hagenes,Match Report,
1,Sun,2019-03-31,18:00,Viking,2–0,Kristiansund,10059,Viking Stadion,Rohit Saggi,Match Report,
1,Sun,2019-03-31,18:00,Strømsgodset,3–2,Haugesund,5040,Marienlyst Stadion,Ola Nilsen,Match Report,
1,Sun,2019-03-31,18:00,Sarpsborg 08,1–1,Molde,5964,Sarpsborg Stadion,Tore Hansen,Match Report,
1,Sun,2019-03-31,18:00,Ranheim,1–2,Tromsø,1694,EXTRA Arena,Trygve Kjensli,Match Report,
1,Sun,2019-03-31,20:00,Bodø/Glimt,2–0,Rosenborg,2793,Aspmyra Stadion,Tom Hagen,Match Report,
1,Mon,2019-04-01,19:00,Stabæk,1–1,Lillestrøm,4031,Nadderud Stadion,Svein Oddvar Moen,Match Report,
,,,,,,,,,,,
2,Sat,2019-04-06,18:00,Mjøndalen,4–5,Bodø/Glimt,2211,Consto Arena,Ola Nilsen,Match Report,
2,Sun,2019-04-07,18:00,Haugesund,1–1,Sarpsborg 08,3671,Haugesund Stadion,Sigurd Kringstad,Match Report,
2,Sun,2019-04-07,18:00,Kristiansund,2–0,Vålerenga,3984,Kristiansund Stadion,Dag Vidar Hafsås,Match Report,
2,Sun,2019-04-07,18:00,Molde,3–0,Stabæk,6372,Aker Stadion,Tom Hagen,Match Report,
2,Sun,2019-04-07,18:00,Lillestrøm,2–1,Ranheim,5829,Åråsen Stadion,Tore Hansen,Match Report,
2,Sun,2019-04-07,18:00,Tromsø,0–2,Viking,2888,Alfheim Stadion,Kristoffer Hagenes,Match Report,
2,Sun,2019-04-07,20:00,Brann,1–1,Strømsgodset,13213,Brann Stadion,Trond Døvle,Match Report,
2,Mon,2019-04-08,19:00,Rosenborg,1–1,Odd,11723,Lerkendal Stadion,Tommy Skjerven,Match Report,
,,,,,,,,,,,
15,Wed,2019-04-10,18:30,Molde,4–1,Vålerenga,6202,Aker Stadion,Rohit Saggi,Match Report,
15,Wed,2019-04-10,18:30,Brann,2–1,Kristiansund,11103,Brann Stadion,Svein Oddvar Moen,Match Report,
,,,,,,,,,,,
3,Fri,2019-04-12,19:00,Strømsgodset,2–3,Mjøndalen,8505,Marienlyst Stadion,Dag Vidar Hafsås,Match Report,
3,Sat,2019-04-13,20:00,Viking,2–1,Brann,13029,Viking Stadion,Ola Nilsen,Match Report,
3,Sun,2019-04-14,18:00,Stabæk,3–1,Rosenborg,4521,Nadderud Stadion,Trond Døvle,Match Report,
3,Sun,2019-04-14,18:00,Bodø/Glimt,3–2,Molde,3240,Aspmyra Stadion,Sigurd Kringstad,Match Report,
3,Sun,2019-04-14,18:00,Odd,2–0,Kristiansund,4608,Skagerak Arena,Trygve Kjensli,Match Report,
3,Sun,2019-04-14,18:00,Ranheim,0–2,Haugesund,1353,EXTRA Arena,Tommy Skjerven,Match Report,
3,Sun,2019-04-14,18:00,Sarpsborg 08,1–0,Lillestrøm,5567,Sarpsborg Stadion,Espen Andreas Eskås,Match Report,
3,Sun,2019-04-14,20:00,Vålerenga,4–1,Tromsø,5719,Intility Arena,Svein Oddvar Moen,Match Report,
,,,,,,,,,,,
4,Mon,2019-04-22,18:00,Haugesund,3–0,Stabæk,4020,Haugesund Stadion,Rohit Saggi,Match Report,
4,Mon,2019-04-22,18:00,Bodø/Glimt,1–1,Sarpsborg 08,3663,Aspmyra Stadion,Tommy Skjerven,Match Report,
4,Mon,2019-04-22,18:00,Kristiansund,0–0,Ranheim,4037,Kristiansund Stadion,Trond Døvle,Match Report,
4,Mon,2019-04-22,18:00,Rosenborg,0–0,Strømsgodset,11367,Lerkendal Stadion,Ola Nilsen,Match Report,
4,Mon,2019-04-22,18:00,Mjøndalen,1–1,Tromsø,2058,Consto Arena,Espen Andreas Eskås,Match Report,
4,Mon,2019-04-22,18:00,Lillestrøm,0–2,Molde,5248,Åråsen Stadion,Svein Oddvar Moen,Match Report,
4,Mon,2019-04-22,20:00,Brann,1–1,Vålerenga,10889,Brann Stadion,Tore Hansen,Match Report,
4,Tue,2019-04-23,19:00,Odd,1–0,Viking,4775,Skagerak Arena,Tom Hagen,Match Report,
,,,,,,,,,,,
5,Sat,2019-04-27,18:00,Sarpsborg 08,1–1,Mjøndalen,5451,Sarpsborg Stadion,Tom Hagen,Match Report,
5,Sun,2019-04-28,18:00,Ranheim,5–2,Viking,1950,EXTRA Arena,Rohit Saggi,Match Report,
5,Sun,2019-04-28,18:00,Stabæk,2–0,Bodø/Glimt,3531,Nadderud Stadion,Kristoffer Hagenes,Match Report,
