Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
7,Sun,2019-10-06,14:00 (13:00),Sivasspor,,MKE Ankaragücü,,,,,
7,Sun,2019-10-06,16:30 (15:30),Beşiktaş,,Alanyaspor,,,,,
7,Sun,2019-10-06,19:00 (18:00),Rizespor,,Trabzonspor,,,,,
7,Sun,2019-10-06,19:00 (18:00),Gaziantep FK,,Başakşehir,,,,,
,,,,,,,,,,,
8,Fri,2019-10-18,20:30 (19:30),Galatasaray,,Sivasspor,,,,,
8,Sat,2019-10-19,15:00 (14:00),Antalyaspor,,Gençlerbirliği,,,,,
8,Sat,2019-10-19,17:30 (16:30),Trabzonspor,,Gaziantep FK,,,,,
8,Sat,2019-10-19,17:30 (16:30),Başakşehir,,Göztepe SK,,,,,
8,Sat,2019-10-19,20:00 (19:00),MKE Ankaragücü,,Beşiktaş,,,,,
8,Sun,2019-10-20,14:00 (13:00),Kayserispor,,Kasımpaşa,,,,,
8,Sun,2019-10-20,16:30 (15:30),Alanyaspor,,Rizespor,,,,,
8,Sun,2019-10-20,19:00 (18:00),Denizlispor,,Fenerbahçe,,,,,
8,Mon,2019-10-21,20:00 (19:00),Konyaspor,,Y. Malatyaspor,,,,,
,,,,,,,,,,,
9,Fri,2019-10-25,20:30 (19:30),Rizespor,,MKE Ankaragücü,,,,,
9,Sat,2019-10-26,15:00 (14:00),Sivasspor,,Antalyaspor,,,,,
9,Sat,2019-10-26,17:30 (16:30),Gaziantep FK,,Alanyaspor,,,,,
9,Sat,2019-10-26,20:00 (19:00),Fenerbahçe,,Konyaspor,,,,,
9,Sun,2019-10-27,15:00 (13:00),Y. Malatyaspor,,Kayserispor,,,,,
9,Sun,2019-10-27,17:30 (15:30),Gençlerbirliği,,Denizlispor,,,,,
9,Sun,2019-10-27,17:30 (15:30),Göztepe SK,,Kasımpaşa,,,,,
9,Sun,2019-10-27,20:00 (18:00),Beşiktaş,,Galatasaray,,,,,
9,Mon,2019-10-28,21:00 (19:00),Başakşehir,,Trabzonspor,,,,,
,,,,,,,,,,,
10,Fri,2019-11-01,21:30 (19:30),Galatasaray,,Rizespor,,,,,
10,Sat,2019-11-02,16:00 (14:00),Konyaspor,,Gençlerbirliği,,,,,
10,Sat,2019-11-02,18:30 (16:30),Trabzonspor,,Göztepe SK,,,,,
10,Sat,2019-11-02,18:30 (16:30),Alanyaspor,,Başakşehir,,,,,
10,Sat,2019-11-02,21:00 (19:00),Antalyaspor,,Beşiktaş,,,,,
10,Sun,2019-11-03,15:00 (13:00),Denizlispor,,Sivasspor,,,,,
10,Sun,2019-11-03,17:30 (15:30),Kayserispor,,Fenerbahçe,,,,,
10,Sun,2019-11-03,17:30 (15:30),Kasımpaşa,,Y. Malatyaspor,,,,,
10,Mon,2019-11-04,21:00 (19:00),MKE Ankaragücü,,Gaziantep FK,,,,,
,,,,,,,,,,,
11,Fri,2019-11-08,21:30 (19:30),Fenerbahçe,,Kasımpaşa,,,,,
11,Sat,2019-11-09,16:00 (14:00),Gençlerbirliği,,Kayserispor,,,,,
11,Sat,2019-11-09,18:30 (16:30),Sivasspor,,Konyaspor,,,,,
11,Sat,2019-11-09,18:30 (16:30),Rizespor,,Antalyaspor,,,,,
11,Sat,2019-11-09,21:00 (19:00),Gaziantep FK,,Galatasaray,,,,,
11,Sun,2019-11-10,15:00 (13:00),Göztepe SK,,Y. Malatyaspor,,,,,
11,Sun,2019-11-10,17:30 (15:30),Trabzonspor,,Alanyaspor,,,,,
11,Sun,2019-11-10,20:00 (18:00),Beşiktaş,,Denizlispor,,,,,
11,Sun,2019-11-10,20:00 (18:00),Başakşehir,,MKE Ankaragücü,,,,,
,,,,,,,,,,,
12,Fri,2019-11-22,21:30 (19:30),Galatasaray,,Başakşehir,,,,,
12,Sat,2019-11-23,16:00 (14:00),Denizlispor,,Rizespor,,,,,
12,Sat,2019-11-23,18:30 (16:30),MKE Ankaragücü,,Trabzonspor,,,,,
12,Sat,2019-11-23,21:00 (19:00),Konyaspor,,Beşiktaş,,,,,
12,Sun,2019-11-24,15:00 (13:00),Kayserispor,,Sivasspor,,,,,
12,Sun,2019-11-24,17:30 (15:30),Kasımpaşa,,Gençlerbirliği,,,,,
12,Sun,2019-11-24,17:30 (15:30),Alanyaspor,,Göztepe SK,,,,,
12,Sun,2019-11-24,20:00 (18:00),Y. Malatyaspor,,Fenerbahçe,,,,,
12,Mon,2019-11-25,21:00 (19:00),Antalyaspor,,Gaziantep FK,,,,,
,,,,,,,,,,,
13,Fri,2019-11-29,21:30 (19:30),Gençlerbirliği,,Y. Malatyaspor,,,,,
13,Sat,2019-11-30,16:00 (14:00),Sivasspor,,Kasımpaşa,,,,,
13,Sat,2019-11-30,16:00 (14:00),Rizespor,,Konyaspor,,,,,
13,Sat,2019-11-30,18:30 (16:30),Alanyaspor,,MKE Ankaragücü,,,,,
13,Sat,2019-11-30,21:00 (19:00),Göztepe SK,,Fenerbahçe,,,,,
13,Sun,2019-12-01,15:00 (13:00),Gaziantep FK,,Denizlispor,,,,,
13,Sun,2019-12-01,17:30 (15:30),Başakşehir,,Antalyaspor,,,,,
13,Sun,2019-12-01,20:00 (18:00),Trabzonspor,,Galatasaray,,,,,
13,Mon,2019-12-02,21:00 (19:00),Beşiktaş,,Kayserispor,,,,,
,,,,,,,,,,,
14,Fri,2019-12-06,21:30 (19:30),Fenerbahçe,,Gençlerbirliği,,,,,
14,Sat,2019-12-07,16:00 (14:00),Y. Malatyaspor,,Sivasspor,,,,,
14,Sat,2019-12-07,18:30 (16:30),MKE Ankaragücü,,Göztepe SK,,,,,
14,Sat,2019-12-07,21:00 (19:00),Galatasaray,,Alanyaspor,,,,,
14,Sun,2019-12-08,15:00 (13:00),Konyaspor,,Gaziantep FK,,,,,
14,Sun,2019-12-08,15:00 (13:00),Kayserispor,,Rizespor,,,,,
14,Sun,2019-12-08,17:30 (15:30),Antalyaspor,,Trabzonspor,,,,,
14,Sun,2019-12-08,17:30 (15:30),Denizlispor,,Başakşehir,,,,,
14,Sun,2019-12-08,20:00 (18:00),Kasımpaşa,,Beşiktaş,,,,,
,,,,,,,,,,,
15,Fri,2019-12-13,21:30 (19:30),Alanyaspor,,Antalyaspor,,,,,
15,Sat,2019-12-14,16:00 (14:00),Rizespor,,Kasımpaşa,,,,,
15,Sat,2019-12-14,18:30 (16:30),Gençlerbirliği,,Göztepe SK,,,,,
15,Sat,2019-12-14,21:00 (19:00),Galatasaray,,MKE Ankaragücü,,,,,
15,Sun,2019-12-15,15:00 (13:00),Gaziantep FK,,Kayserispor,,,,,
15,Sun,2019-12-15,17:30 (15:30),Sivasspor,,Fenerbahçe,,,,,
15,Sun,2019-12-15,20:00 (18:00),Beşiktaş,,Y. Malatyaspor,,,,,
15,Mon,2019-12-16,21:00 (19:00),Trabzonspor,,Denizlispor,,,,,
15,Mon,2019-12-16,21:00 (19:00),Başakşehir,,Konyaspor,,,,,
,,,,,,,,,,,
16,Fri,2019-12-20,21:30 (19:30),Antalyaspor,,MKE Ankaragücü,,,,,
16,Sat,2019-12-21,16:00 (14:00),Y. Malatyaspor,,Rizespor,,,,,
16,Sat,2019-12-21,18:30 (16:30),Kasımpaşa,,Gaziantep FK,,,,,
16,Sat,2019-12-21,21:00 (19:00),Göztepe SK,,Galatasaray,,,,,
16,Sun,2019-12-22,15:00 (13:00),Gençlerbirliği,,Sivasspor,,,,,
16,Sun,2019-12-22,17:30 (15:30),Kayserispor,,Başakşehir,,,,,
16,Sun,2019-12-22,20:00 (18:00),Fenerbahçe,,Beşiktaş,,,,,
16,Mon,2019-12-23,21:00 (19:00),Denizlispor,,Alanyaspor,,,,,
16,Mon,2019-12-23,21:00 (19:00),Konyaspor,,Trabzonspor,,,,,
,,,,,,,,,,,
17,Fri,2019-12-27,21:30 (19:30),Beşiktaş,,Gençlerbirliği,,,,,
17,Sat,2019-12-28,16:00 (14:00),MKE Ankaragücü,,Denizlispor,,,,,
17,Sat,2019-12-28,18:30 (16:30),Trabzonspor,,Kayserispor,,,,,
17,Sat,2019-12-28,18:30 (16:30),Başakşehir,,Kasımpaşa,,,,,
17,Sat,2019-12-28,21:00 (19:00),Galatasaray,,Antalyaspor,,,,,
17,Sun,2019-12-29,15:00 (13:00),Sivasspor,,Göztepe SK,,,,,
17,Sun,2019-12-29,17:30 (15:30),Gaziantep FK,,Y. Malatyaspor,,,,,
17,Sun,2019-12-29,17:30 (15:30),Alanyaspor,,Konyaspor,,,,,
17,Sun,2019-12-29,20:00 (18:00),Rizespor,,Fenerbahçe,,,,,
,,,,,,,,,,,
18,Sun,2020-01-19,,Antalyaspor,,Göztepe SK,,,,,
18,Sun,2020-01-19,,Başakşehir,,Y. Malatyaspor,,,,,
18,Sun,2020-01-19,,Gaziantep FK,,Fenerbahçe,,,,,
18,Sun,2020-01-19,,Alanyaspor,,Kayserispor,,,,,
18,Sun,2020-01-19,,Rizespor,,Gençlerbirliği,,,,,
18,Sun,2020-01-19,,Galatasaray,,Denizlispor,,,,,
18,Sun,2020-01-19,,MKE Ankaragücü,,Konyaspor,,,,,
18,Sun,2020-01-19,,Trabzonspor,,Kasımpaşa,,,,,
18,Sun,2020-01-19,,Beşiktaş,,Sivasspor,,,,,
,,,,,,,,,,,
19,Sun,2020-01-26,,Göztepe SK,,Beşiktaş,,,,,
19,Sun,2020-01-26,,Y. Malatyaspor,,Trabzonspor,,,,,
19,Sun,2020-01-26,,Kasımpaşa,,Alanyaspor,,,,,
19,Sun,2020-01-26,,Kayserispor,,MKE Ankaragücü,,,,,
19,Sun,2020-01-26,,Sivasspor,,Rizespor,,,,,
19,Sun,2020-01-26,,Konyaspor,,Galatasaray,,,,,
19,Sun,2020-01-26,,Denizlispor,,Antalyaspor,,,,,
19,Sun,2020-01-26,,Fenerbahçe,,Başakşehir,,,,,
19,Sun,2020-01-26,,Gençlerbirliği,,Gaziantep FK,,,,,
,,,,,,,,,,,
20,Sun,2020-02-02,,Galatasaray,,Kayserispor,,,,,
20,Sun,2020-02-02,,Denizlispor,,Göztepe SK,,,,,
20,Sun,2020-02-02,,Trabzonspor,,Fenerbahçe,,,,,
20,Sun,2020-02-02,,Alanyaspor,,Y. Malatyaspor,,,,,
20,Sun,2020-02-02,,MKE Ankaragücü,,Kasımpaşa,,,,,
20,Sun,2020-02-02,,Gaziantep FK,,Sivasspor,,,,,
20,Sun,2020-02-02,,Antalyaspor,,Konyaspor,,,,,
20,Sun,2020-02-02,,Rizespor,,Beşiktaş,,,,,
20,Sun,2020-02-02,,Başakşehir,,Gençlerbirliği,,,,,
,,,,,,,,,,,
21,Sun,2020-02-09,,Kayserispor,,Antalyaspor,,,,,
21,Sun,2020-02-09,,Konyaspor,,Denizlispor,,,,,
21,Sun,2020-02-09,,Göztepe SK,,Rizespor,,,,,
21,Sun,2020-02-09,,Sivasspor,,Başakşehir,,,,,
21,Sun,2020-02-09,,Kasımpaşa,,Galatasaray,,,,,
21,Sun,2020-02-09,,Y. Malatyaspor,,MKE Ankaragücü,,,,,
21,Sun,2020-02-09,,Gençlerbirliği,,Trabzonspor,,,,,
21,Sun,2020-02-09,,Beşiktaş,,Gaziantep FK,,,,,
21,Sun,2020-02-09,,Fenerbahçe,,Alanyaspor,,,,,
,,,,,,,,,,,
22,Sun,2020-02-16,,Gaziantep FK,,Rizespor,,,,,
22,Sun,2020-02-16,,Başakşehir,,Beşiktaş,,,,,
22,Sun,2020-02-16,,MKE Ankaragücü,,Fenerbahçe,,,,,
22,Sun,2020-02-16,,Galatasaray,,Y. Malatyaspor,,,,,
22,Sun,2020-02-16,,Trabzonspor,,Sivasspor,,,,,
22,Sun,2020-02-16,,Konyaspor,,Göztepe SK,,,,,
22,Sun,2020-02-16,,Antalyaspor,,Kasımpaşa,,,,,
22,Sun,2020-02-16,,Denizlispor,,Kayserispor,,,,,
22,Sun,2020-02-16,,Alanyaspor,,Gençlerbirliği,,,,,
,,,,,,,,,,,
23,Sun,2020-02-23,,Fenerbahçe,,Galatasaray,,,,,
23,Sun,2020-02-23,,Y. Malatyaspor,,Antalyaspor,,,,,
23,Sun,2020-02-23,,Gençlerbirliği,,MKE Ankaragücü,,,,,
23,Sun,2020-02-23,,Kasımpaşa,,Denizlispor,,,,,
23,Sun,2020-02-23,,Kayserispor,,Konyaspor,,,,,
23,Sun,2020-02-23,,Göztepe SK,,Gaziantep FK,,,,,
23,Sun,2020-02-23,,Rizespor,,Başakşehir,,,,,
23,Sun,2020-02-23,,Beşiktaş,,Trabzonspor,,,,,
23,Sun,2020-02-23,,Sivasspor,,Alanyaspor,,,,,
,,,,,,,,,,,
24,Sun,2020-03-01,,Konyaspor,,Kasımpaşa,,,,,
24,Sun,2020-03-01,,Denizlispor,,Y. Malatyaspor,,,,,
24,Sun,2020-03-01,,Antalyaspor,,Fenerbahçe,,,,,
24,Sun,2020-03-01,,Kayserispor,,Göztepe SK,,,,,
24,Sun,2020-03-01,,Trabzonspor,,Rizespor,,,,,
24,Sun,2020-03-01,,Galatasaray,,Gençlerbirliği,,,,,
24,Sun,2020-03-01,,MKE Ankaragücü,,Sivasspor,,,,,
24,Sun,2020-03-01,,Başakşehir,,Gaziantep FK,,,,,
24,Sun,2020-03-01,,Alanyaspor,,Beşiktaş,,,,,
,,,,,,,,,,,
25,Sun,2020-03-08,,Fenerbahçe,,Denizlispor,,,,,
25,Sun,2020-03-08,,Y. Malatyaspor,,Konyaspor,,,,,
25,Sun,2020-03-08,,Sivasspor,,Galatasaray,,,,,
25,Sun,2020-03-08,,Kasımpaşa,,Kayserispor,,,,,
25,Sun,2020-03-08,,Göztepe SK,,Başakşehir,,,,,
25,Sun,2020-03-08,,Rizespor,,Alanyaspor,,,,,
25,Sun,2020-03-08,,Beşiktaş,,MKE Ankaragücü,,,,,
25,Sun,2020-03-08,,Gaziantep FK,,Trabzonspor,,,,,
25,Sun,2020-03-08,,Gençlerbirliği,,Antalyaspor,,,,,
,,,,,,,,,,,
26,Sun,2020-03-15,,Alanyaspor,,Gaziantep FK,,,,,
26,Sun,2020-03-15,,Kayserispor,,Y. Malatyaspor,,,,,
26,Sun,2020-03-15,,Konyaspor,,Fenerbahçe,,,,,
26,Sun,2020-03-15,,Denizlispor,,Gençlerbirliği,,,,,
26,Sun,2020-03-15,,MKE Ankaragücü,,Rizespor,,,,,
26,Sun,2020-03-15,,Antalyaspor,,Sivasspor,,,,,
26,Sun,2020-03-15,,Galatasaray,,Beşiktaş,,,,,
26,Sun,2020-03-15,,Trabzonspor,,Başakşehir,,,,,
26,Sun,2020-03-15,,Kasımpaşa,,Göztepe SK,,,,,
,,,,,,,,,,,
27,Sun,2020-03-22,,Göztepe SK,,Trabzonspor,,,,,
27,Sun,2020-03-22,,Gençlerbirliği,,Konyaspor,,,,,
27,Sun,2020-03-22,,Y. Malatyaspor,,Kasımpaşa,,,,,
27,Sun,2020-03-22,,Beşiktaş,,Antalyaspor,,,,,
27,Sun,2020-03-22,,Sivasspor,,Denizlispor,,,,,
27,Sun,2020-03-22,,Gaziantep FK,,MKE Ankaragücü,,,,,
27,Sun,2020-03-22,,Fenerbahçe,,Kayserispor,,,,,
27,Sun,2020-03-22,,Rizespor,,Galatasaray,,,,,
27,Sun,2020-03-22,,Başakşehir,,Alanyaspor,,,,,
,,,,,,,,,,,
28,Sun,2020-04-05,,Antalyaspor,,Rizespor,,,,,
28,Sun,2020-04-05,,MKE Ankaragücü,,Başakşehir,,,,,
28,Sun,2020-04-05,,Kayserispor,,Gençlerbirliği,,,,,
28,Sun,2020-04-05,,Galatasaray,,Gaziantep FK,,,,,
28,Sun,2020-04-05,,Y. Malatyaspor,,Göztepe SK,,,,,
28,Sun,2020-04-05,,Alanyaspor,,Trabzonspor,,,,,
28,Sun,2020-04-05,,Konyaspor,,Sivasspor,,,,,
28,Sun,2020-04-05,,Denizlispor,,Beşiktaş,,,,,
28,Sun,2020-04-05,,Kasımpaşa,,Fenerbahçe,,,,,
,,,,,,,,,,,
29,Sun,2020-04-12,,Göztepe SK,,Alanyaspor,,,,,
29,Sun,2020-04-12,,Gaziantep FK,,Antalyaspor,,,,,
29,Sun,2020-04-12,,Rizespor,,Denizlispor,,,,,
29,Sun,2020-04-12,,Fenerbahçe,,Y. Malatyaspor,,,,,
29,Sun,2020-04-12,,Sivasspor,,Kayserispor,,,,,
29,Sun,2020-04-12,,Başakşehir,,Galatasaray,,,,,
29,Sun,2020-04-12,,Gençlerbirliği,,Kasımpaşa,,,,,
29,Sun,2020-04-12,,Trabzonspor,,MKE Ankaragücü,,,,,
29,Sun,2020-04-12,,Beşiktaş,,Konyaspor,,,,,
,,,,,,,,,,,
30,Sun,2020-04-19,,Kayserispor,,Beşiktaş,,,,,
30,Sun,2020-04-19,,Denizlispor,,Gaziantep FK,,,,,
30,Sun,2020-04-19,,Antalyaspor,,Başakşehir,,,,,
30,Sun,2020-04-19,,Y. Malatyaspor,,Gençlerbirliği,,,,,
30,Sun,2020-04-19,,Konyaspor,,Rizespor,,,,,
30,Sun,2020-04-19,,Fenerbahçe,,Göztepe SK,,,,,
30,Sun,2020-04-19,,MKE Ankaragücü,,Alanyaspor,,,,,
30,Sun,2020-04-19,,Galatasaray,,Trabzonspor,,,,,
30,Sun,2020-04-19,,Kasımpaşa,,Sivasspor,,,,,
,,,,,,,,,,,
31,Sun,2020-04-26,,Gaziantep FK,,Konyaspor,,,,,
31,Sun,2020-04-26,,Göztepe SK,,MKE Ankaragücü,,,,,
31,Sun,2020-04-26,,Trabzonspor,,Antalyaspor,,,,,
31,Sun,2020-04-26,,Başakşehir,,Denizlispor,,,,,
31,Sun,2020-04-26,,Rizespor,,Kayserispor,,,,,
31,Sun,2020-04-26,,Gençlerbirliği,,Fenerbahçe,,,,,
31,Sun,2020-04-26,,Alanyaspor,,Galatasaray,,,,,
31,Sun,2020-04-26,,Beşiktaş,,Kasımpaşa,,,,,
31,Sun,2020-04-26,,Sivasspor,,Y. Malatyaspor,,,,,
,,,,,,,,,,,
32,Sun,2020-05-03,,Denizlispor,,Trabzonspor,,,,,
32,Sun,2020-05-03,,Antalyaspor,,Alanyaspor,,,,,
32,Sun,2020-05-03,,Y. Malatyaspor,,Beşiktaş,,,,,
32,Sun,2020-05-03,,Kayserispor,,Gaziantep FK,,,,,
32,Sun,2020-05-03,,Göztepe SK,,Gençlerbirliği,,,,,
32,Sun,2020-05-03,,Fenerbahçe,,Sivasspor,,,,,
32,Sun,2020-05-03,,MKE Ankaragücü,,Galatasaray,,,,,
32,Sun,2020-05-03,,Kasımpaşa,,Rizespor,,,,,
32,Sun,2020-05-03,,Konyaspor,,Başakşehir,,,,,
,,,,,,,,,,,
33,Sun,2020-05-10,,MKE Ankaragücü,,Antalyaspor,,,,,
33,Sun,2020-05-10,,Sivasspor,,Gençlerbirliği,,,,,
33,Sun,2020-05-10,,Galatasaray,,Göztepe SK,,,,,
33,Sun,2020-05-10,,Gaziantep FK,,Kasımpaşa,,,,,
33,Sun,2020-05-10,,Beşiktaş,,Fenerbahçe,,,,,
33,Sun,2020-05-10,,Trabzonspor,,Konyaspor,,,,,
33,Sun,2020-05-10,,Alanyaspor,,Denizlispor,,,,,
33,Sun,2020-05-10,,Rizespor,,Y. Malatyaspor,,,,,
33,Sun,2020-05-10,,Başakşehir,,Kayserispor,,,,,
,,,,,,,,,,,
34,Sun,2020-05-17,,Gençlerbirliği,,Beşiktaş,,,,,
34,Sun,2020-05-17,,Antalyaspor,,Galatasaray,,,,,
34,Sun,2020-05-17,,Kasımpaşa,,Başakşehir,,,,,
34,Sun,2020-05-17,,Fenerbahçe,,Rizespor,,,,,
34,Sun,2020-05-17,,Kayserispor,,Trabzonspor,,,,,
34,Sun,2020-05-17,,Göztepe SK,,Sivasspor,,,,,
34,Sun,2020-05-17,,Y. Malatyaspor,,Gaziantep FK,,,,,
34,Sun,2020-05-17,,Denizlispor,,MKE Ankaragücü,,,,,
34,Sun,2020-05-17,,Konyaspor,,Alanyaspor,,,,,
