Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
4,Sat,2019-09-14,15:30,Köln,0–1,M'gladbach,50000,RheinEnergieSTADION,Deniz Aytekin,Match Report,
4,Sat,2019-09-14,15:30,Mainz 05,2–1,Hertha BSC,22798,Opel Arena,Marco Fritz,Match Report,
4,Sat,2019-09-14,15:30,Dortmund,4–0,Bayer,81365,Signal Iduna Park,Daniel Siebert,Match Report,
4,Sat,2019-09-14,15:30,Union Berlin,1–2,Werder Bremen,22012,Stadion An der Alten Försterei,Tobias Welz,Match Report,
4,Sat,2019-09-14,15:30,Augsburg,2–1,Eint Frankfurt,28513,WWK Arena,Harm Osmers,Match Report,
4,Sat,2019-09-14,18:30,RB Leipzig,1–1,Bayern Munich,42146,Red Bull Arena,Sascha Stegemann,Match Report,
4,Sun,2019-09-15,15:30,Hoffenheim,,Freiburg,,PreZero Arena,,,
4,Sun,2019-09-15,18:00,Paderborn 07,,Schalke 04,,Benteler-Arena,,,
,,,,,,,,,,,
5,Fri,2019-09-20,20:30,Schalke 04,,Mainz 05,,Veltins-Arena,,,
5,Sat,2019-09-21,15:30,Bayer,,Union Berlin,,BayArena,,,
5,Sat,2019-09-21,15:30,Bayern Munich,,Köln,,Allianz Arena,,,
5,Sat,2019-09-21,15:30,Freiburg,,Augsburg,,Schwarzwald-Stadion,,,
5,Sat,2019-09-21,15:30,Hertha BSC,,Paderborn 07,,Olympiastadion Berlin,,,
5,Sat,2019-09-21,18:30,Werder Bremen,,RB Leipzig,,Weserstadion,,,
5,Sun,2019-09-22,15:30,M'gladbach,,Düsseldorf,,Stadion im Borussia-Park,,,
5,Sun,2019-09-22,18:00,Eint Frankfurt,,Dortmund,,Commerzbank-Arena,,,
5,Mon,2019-09-23,20:30,Wolfsburg,,Hoffenheim,,Volkswagen Arena,,,
,,,,,,,,,,,
6,Fri,2019-09-27,20:30,Union Berlin,,Eint Frankfurt,,Stadion An der Alten Försterei,,,
6,Sat,2019-09-28,15:30,Paderborn 07,,Bayern Munich,,Benteler-Arena,,,
6,Sat,2019-09-28,15:30,Mainz 05,,Wolfsburg,,Opel Arena,,,
6,Sat,2019-09-28,15:30,Hoffenheim,,M'gladbach,,PreZero Arena,,,
6,Sat,2019-09-28,15:30,RB Leipzig,,Schalke 04,,Red Bull Arena,,,
6,Sat,2019-09-28,15:30,Augsburg,,Bayer,,WWK Arena,,,
6,Sat,2019-09-28,18:30,Dortmund,,Werder Bremen,,Signal Iduna Park,,,
6,Sun,2019-09-29,15:30,Düsseldorf,,Freiburg,,Merkur Spielarena,,,
6,Sun,2019-09-29,18:00,Köln,,Hertha BSC,,RheinEnergieSTADION,,,
,,,,,,,,,,,
7,Fri,2019-10-04,20:30,Hertha BSC,,Düsseldorf,,Olympiastadion Berlin,,,
7,Sat,2019-10-05,15:30,Bayer,,RB Leipzig,,BayArena,,,
7,Sat,2019-10-05,15:30,Freiburg,,Dortmund,,Schwarzwald-Stadion,,,
7,Sat,2019-10-05,15:30,Paderborn 07,,Mainz 05,,Benteler-Arena,,,
7,Sat,2019-10-05,15:30,Bayern Munich,,Hoffenheim,,Allianz Arena,,,
7,Sat,2019-10-05,18:30,Schalke 04,,Köln,,Veltins-Arena,,,
7,Sun,2019-10-06,13:30,M'gladbach,,Augsburg,,Stadion im Borussia-Park,,,
7,Sun,2019-10-06,15:30,Wolfsburg,,Union Berlin,,Volkswagen Arena,,,
7,Sun,2019-10-06,18:00,Eint Frankfurt,,Werder Bremen,,Commerzbank-Arena,,,
,,,,,,,,,,,
8,Fri,2019-10-18,20:30,Eint Frankfurt,,Bayer,,Commerzbank-Arena,,,
8,Sat,2019-10-19,15:30,Düsseldorf,,Mainz 05,,Merkur Spielarena,,,
8,Sat,2019-10-19,15:30,Werder Bremen,,Hertha BSC,,Weserstadion,,,
8,Sat,2019-10-19,15:30,Augsburg,,Bayern Munich,,WWK Arena,,,
8,Sat,2019-10-19,15:30,RB Leipzig,,Wolfsburg,,Red Bull Arena,,,
8,Sat,2019-10-19,15:30,Union Berlin,,Freiburg,,Stadion An der Alten Försterei,,,
8,Sat,2019-10-19,18:30,Dortmund,,M'gladbach,,Signal Iduna Park,,,
8,Sun,2019-10-20,15:30,Köln,,Paderborn 07,,RheinEnergieSTADION,,,
8,Sun,2019-10-20,18:00,Hoffenheim,,Schalke 04,,PreZero Arena,,,
,,,,,,,,,,,
9,Fri,2019-10-25,20:30,Mainz 05,,Köln,,Opel Arena,,,
9,Sat,2019-10-26,15:30,Paderborn 07,,Düsseldorf,,Benteler-Arena,,,
9,Sat,2019-10-26,15:30,Bayern Munich,,Union Berlin,,Allianz Arena,,,
9,Sat,2019-10-26,15:30,Freiburg,,RB Leipzig,,Schwarzwald-Stadion,,,
9,Sat,2019-10-26,15:30,Schalke 04,,Dortmund,,Veltins-Arena,,,
9,Sat,2019-10-26,15:30,Hertha BSC,,Hoffenheim,,Olympiastadion Berlin,,,
9,Sat,2019-10-26,18:30,Bayer,,Werder Bremen,,BayArena,,,
9,Sun,2019-10-27,15:30,Wolfsburg,,Augsburg,,Volkswagen Arena,,,
9,Sun,2019-10-27,18:00,M'gladbach,,Eint Frankfurt,,Stadion im Borussia-Park,,,
,,,,,,,,,,,
10,Fri,2019-11-01,20:30,Hoffenheim,,Paderborn 07,,PreZero Arena,,,
10,Sat,2019-11-02,15:30,Dortmund,,Wolfsburg,,Signal Iduna Park,,,
10,Sat,2019-11-02,15:30,Werder Bremen,,Freiburg,,Weserstadion,,,
10,Sat,2019-11-02,15:30,Eint Frankfurt,,Bayern Munich,,Commerzbank-Arena,,,
10,Sat,2019-11-02,15:30,Bayer,,M'gladbach,,BayArena,,,
10,Sat,2019-11-02,15:30,RB Leipzig,,Mainz 05,,Red Bull Arena,,,
10,Sat,2019-11-02,18:30,Union Berlin,,Hertha BSC,,Stadion An der Alten Försterei,,,
10,Sun,2019-11-03,15:30,Düsseldorf,,Köln,,Merkur Spielarena,,,
10,Sun,2019-11-03,18:00,Augsburg,,Schalke 04,,WWK Arena,,,
,,,,,,,,,,,
11,Fri,2019-11-08,20:30,Köln,,Hoffenheim,,RheinEnergieSTADION,,,
11,Sat,2019-11-09,15:30,Hertha BSC,,RB Leipzig,,Olympiastadion Berlin,,,
11,Sat,2019-11-09,15:30,Paderborn 07,,Augsburg,,Benteler-Arena,,,
11,Sat,2019-11-09,15:30,Schalke 04,,Düsseldorf,,Veltins-Arena,,,
11,Sat,2019-11-09,15:30,Mainz 05,,Union Berlin,,Opel Arena,,,
11,Sat,2019-11-09,18:30,Bayern Munich,,Dortmund,,Allianz Arena,,,
11,Sun,2019-11-10,13:30,M'gladbach,,Werder Bremen,,Stadion im Borussia-Park,,,
11,Sun,2019-11-10,15:30,Wolfsburg,,Bayer,,Volkswagen Arena,,,
11,Sun,2019-11-10,18:00,Freiburg,,Eint Frankfurt,,Schwarzwald-Stadion,,,
,,,,,,,,,,,
12,Fri,2019-11-22,20:30,Dortmund,,Paderborn 07,,Signal Iduna Park,,,
12,Sat,2019-11-23,15:30,Eint Frankfurt,,Wolfsburg,,Commerzbank-Arena,,,
12,Sat,2019-11-23,15:30,Düsseldorf,,Bayern Munich,,Merkur Spielarena,,,
12,Sat,2019-11-23,15:30,Werder Bremen,,Schalke 04,,Weserstadion,,,
12,Sat,2019-11-23,15:30,Union Berlin,,M'gladbach,,Stadion An der Alten Försterei,,,
12,Sat,2019-11-23,15:30,Bayer,,Freiburg,,BayArena,,,
12,Sat,2019-11-23,18:30,RB Leipzig,,Köln,,Red Bull Arena,,,
12,Sun,2019-11-24,15:30,Augsburg,,Hertha BSC,,WWK Arena,,,
12,Sun,2019-11-24,18:00,Hoffenheim,,Mainz 05,,PreZero Arena,,,
,,,,,,,,,,,
13,Fri,2019-11-29,20:30,Schalke 04,,Union Berlin,,Veltins-Arena,,,
13,Sat,2019-11-30,15:30,Hoffenheim,,Düsseldorf,,PreZero Arena,,,
13,Sat,2019-11-30,15:30,Köln,,Augsburg,,RheinEnergieSTADION,,,
13,Sat,2019-11-30,15:30,Paderborn 07,,RB Leipzig,,Benteler-Arena,,,
13,Sat,2019-11-30,15:30,Hertha BSC,,Dortmund,,Olympiastadion Berlin,,,
13,Sat,2019-11-30,18:30,Bayern Munich,,Bayer,,Allianz Arena,,,
13,Sun,2019-12-01,15:30,M'gladbach,,Freiburg,,Stadion im Borussia-Park,,,
13,Sun,2019-12-01,18:00,Wolfsburg,,Werder Bremen,,Volkswagen Arena,,,
13,Mon,2019-12-02,20:30,Mainz 05,,Eint Frankfurt,,Opel Arena,,,
,,,,,,,,,,,
14,Sat,2019-12-07,,RB Leipzig,,Hoffenheim,,Red Bull Arena,,,
14,Sat,2019-12-07,,Union Berlin,,Köln,,Stadion An der Alten Försterei,,,
14,Sat,2019-12-07,,M'gladbach,,Bayern Munich,,Stadion im Borussia-Park,,,
14,Sat,2019-12-07,,Dortmund,,Düsseldorf,,Signal Iduna Park,,,
14,Sat,2019-12-07,,Bayer,,Schalke 04,,BayArena,,,
14,Sat,2019-12-07,,Augsburg,,Mainz 05,,WWK Arena,,,
14,Sat,2019-12-07,,Werder Bremen,,Paderborn 07,,Weserstadion,,,
14,Sat,2019-12-07,,Freiburg,,Wolfsburg,,Schwarzwald-Stadion,,,
14,Sat,2019-12-07,,Eint Frankfurt,,Hertha BSC,,Commerzbank-Arena,,,
,,,,,,,,,,,
15,Sat,2019-12-14,,Mainz 05,,Dortmund,,Opel Arena,,,
15,Sat,2019-12-14,,Wolfsburg,,M'gladbach,,Volkswagen Arena,,,
15,Sat,2019-12-14,,Hoffenheim,,Augsburg,,PreZero Arena,,,
15,Sat,2019-12-14,,Hertha BSC,,Freiburg,,Olympiastadion Berlin,,,
15,Sat,2019-12-14,,Köln,,Bayer,,RheinEnergieSTADION,,,
15,Sat,2019-12-14,,Paderborn 07,,Union Berlin,,Benteler-Arena,,,
15,Sat,2019-12-14,,Düsseldorf,,RB Leipzig,,Merkur Spielarena,,,
15,Sat,2019-12-14,,Bayern Munich,,Werder Bremen,,Allianz Arena,,,
15,Sat,2019-12-14,,Schalke 04,,Eint Frankfurt,,Veltins-Arena,,,
,,,,,,,,,,,
16,Wed,2019-12-18,,Freiburg,,Bayern Munich,,Schwarzwald-Stadion,,,
16,Wed,2019-12-18,,Dortmund,,RB Leipzig,,Signal Iduna Park,,,
16,Wed,2019-12-18,,M'gladbach,,Paderborn 07,,Stadion im Borussia-Park,,,
16,Wed,2019-12-18,,Union Berlin,,Hoffenheim,,Stadion An der Alten Försterei,,,
16,Wed,2019-12-18,,Eint Frankfurt,,Köln,,Commerzbank-Arena,,,
16,Wed,2019-12-18,,Bayer,,Hertha BSC,,BayArena,,,
16,Wed,2019-12-18,,Wolfsburg,,Schalke 04,,Volkswagen Arena,,,
16,Wed,2019-12-18,,Werder Bremen,,Mainz 05,,Weserstadion,,,
16,Wed,2019-12-18,,Augsburg,,Düsseldorf,,WWK Arena,,,
,,,,,,,,,,,
17,Sat,2019-12-21,,RB Leipzig,,Augsburg,,Red Bull Arena,,,
17,Sat,2019-12-21,,Köln,,Werder Bremen,,RheinEnergieSTADION,,,
17,Sat,2019-12-21,,Mainz 05,,Bayer,,Opel Arena,,,
17,Sat,2019-12-21,,Düsseldorf,,Union Berlin,,Merkur Spielarena,,,
17,Sat,2019-12-21,,Paderborn 07,,Eint Frankfurt,,Benteler-Arena,,,
17,Sat,2019-12-21,,Hertha BSC,,M'gladbach,,Olympiastadion Berlin,,,
17,Sat,2019-12-21,,Schalke 04,,Freiburg,,Veltins-Arena,,,
17,Sat,2019-12-21,,Bayern Munich,,Wolfsburg,,Allianz Arena,,,
17,Sat,2019-12-21,,Hoffenheim,,Dortmund,,PreZero Arena,,,
,,,,,,,,,,,
18,Sat,2020-01-18,,Hertha BSC,,Bayern Munich,,Olympiastadion Berlin,,,
18,Sat,2020-01-18,,Hoffenheim,,Eint Frankfurt,,PreZero Arena,,,
18,Sat,2020-01-18,,Mainz 05,,Freiburg,,Opel Arena,,,
18,Sat,2020-01-18,,Augsburg,,Dortmund,,WWK Arena,,,
18,Sat,2020-01-18,,RB Leipzig,,Union Berlin,,Red Bull Arena,,,
18,Sat,2020-01-18,,Düsseldorf,,Werder Bremen,,Merkur Spielarena,,,
18,Sat,2020-01-18,,Köln,,Wolfsburg,,RheinEnergieSTADION,,,
18,Sat,2020-01-18,,Paderborn 07,,Bayer,,Benteler-Arena,,,
18,Sat,2020-01-18,,Schalke 04,,M'gladbach,,Veltins-Arena,,,
,,,,,,,,,,,
19,Sat,2020-01-25,,M'gladbach,,Mainz 05,,Stadion im Borussia-Park,,,
19,Sat,2020-01-25,,Bayer,,Düsseldorf,,BayArena,,,
19,Sat,2020-01-25,,Wolfsburg,,Hertha BSC,,Volkswagen Arena,,,
19,Sat,2020-01-25,,Freiburg,,Paderborn 07,,Schwarzwald-Stadion,,,
19,Sat,2020-01-25,,Union Berlin,,Augsburg,,Stadion An der Alten Försterei,,,
19,Sat,2020-01-25,,Bayern Munich,,Schalke 04,,Allianz Arena,,,
19,Sat,2020-01-25,,Werder Bremen,,Hoffenheim,,Weserstadion,,,
19,Sat,2020-01-25,,Dortmund,,Köln,,Signal Iduna Park,,,
19,Sat,2020-01-25,,Eint Frankfurt,,RB Leipzig,,Commerzbank-Arena,,,
,,,,,,,,,,,
20,Sat,2020-02-01,,Augsburg,,Werder Bremen,,WWK Arena,,,
20,Sat,2020-02-01,,Hertha BSC,,Schalke 04,,Olympiastadion Berlin,,,
20,Sat,2020-02-01,,RB Leipzig,,M'gladbach,,Red Bull Arena,,,
20,Sat,2020-02-01,,Paderborn 07,,Wolfsburg,,Benteler-Arena,,,
20,Sat,2020-02-01,,Köln,,Freiburg,,RheinEnergieSTADION,,,
20,Sat,2020-02-01,,Mainz 05,,Bayern Munich,,Opel Arena,,,
20,Sat,2020-02-01,,Dortmund,,Union Berlin,,Signal Iduna Park,,,
20,Sat,2020-02-01,,Hoffenheim,,Bayer,,PreZero Arena,,,
20,Sat,2020-02-01,,Düsseldorf,,Eint Frankfurt,,Merkur Spielarena,,,
,,,,,,,,,,,
21,Sat,2020-02-08,,Bayer,,Dortmund,,BayArena,,,
21,Sat,2020-02-08,,Freiburg,,Hoffenheim,,Schwarzwald-Stadion,,,
21,Sat,2020-02-08,,Wolfsburg,,Düsseldorf,,Volkswagen Arena,,,
21,Sat,2020-02-08,,Hertha BSC,,Mainz 05,,Olympiastadion Berlin,,,
21,Sat,2020-02-08,,Bayern Munich,,RB Leipzig,,Allianz Arena,,,
21,Sat,2020-02-08,,Eint Frankfurt,,Augsburg,,Commerzbank-Arena,,,
21,Sat,2020-02-08,,Schalke 04,,Paderborn 07,,Veltins-Arena,,,
21,Sat,2020-02-08,,Werder Bremen,,Union Berlin,,Weserstadion,,,
21,Sat,2020-02-08,,M'gladbach,,Köln,,Stadion im Borussia-Park,,,
,,,,,,,,,,,
22,Sat,2020-02-15,,Hoffenheim,,Wolfsburg,,PreZero Arena,,,
22,Sat,2020-02-15,,Köln,,Bayern Munich,,RheinEnergieSTADION,,,
22,Sat,2020-02-15,,Düsseldorf,,M'gladbach,,Merkur Spielarena,,,
22,Sat,2020-02-15,,RB Leipzig,,Werder Bremen,,Red Bull Arena,,,
22,Sat,2020-02-15,,Paderborn 07,,Hertha BSC,,Benteler-Arena,,,
22,Sat,2020-02-15,,Dortmund,,Eint Frankfurt,,Signal Iduna Park,,,
22,Sat,2020-02-15,,Augsburg,,Freiburg,,WWK Arena,,,
22,Sat,2020-02-15,,Union Berlin,,Bayer,,Stadion An der Alten Försterei,,,
22,Sat,2020-02-15,,Mainz 05,,Schalke 04,,Opel Arena,,,
,,,,,,,,,,,
23,Sat,2020-02-22,,Wolfsburg,,Mainz 05,,Volkswagen Arena,,,
23,Sat,2020-02-22,,Bayer,,Augsburg,,BayArena,,,
23,Sat,2020-02-22,,Werder Bremen,,Dortmund,,Weserstadion,,,
23,Sat,2020-02-22,,Freiburg,,Düsseldorf,,Schwarzwald-Stadion,,,
23,Sat,2020-02-22,,Hertha BSC,,Köln,,Olympiastadion Berlin,,,
23,Sat,2020-02-22,,Bayern Munich,,Paderborn 07,,Allianz Arena,,,
23,Sat,2020-02-22,,M'gladbach,,Hoffenheim,,Stadion im Borussia-Park,,,
23,Sat,2020-02-22,,Eint Frankfurt,,Union Berlin,,Commerzbank-Arena,,,
23,Sat,2020-02-22,,Schalke 04,,RB Leipzig,,Veltins-Arena,,,
,,,,,,,,,,,
24,Sat,2020-02-29,,Augsburg,,M'gladbach,,WWK Arena,,,
24,Sat,2020-02-29,,RB Leipzig,,Bayer,,Red Bull Arena,,,
24,Sat,2020-02-29,,Düsseldorf,,Hertha BSC,,Merkur Spielarena,,,
24,Sat,2020-02-29,,Werder Bremen,,Eint Frankfurt,,Weserstadion,,,
24,Sat,2020-02-29,,Union Berlin,,Wolfsburg,,Stadion An der Alten Försterei,,,
24,Sat,2020-02-29,,Hoffenheim,,Bayern Munich,,PreZero Arena,,,
24,Sat,2020-02-29,,Köln,,Schalke 04,,RheinEnergieSTADION,,,
24,Sat,2020-02-29,,Mainz 05,,Paderborn 07,,Opel Arena,,,
24,Sat,2020-02-29,,Dortmund,,Freiburg,,Signal Iduna Park,,,
,,,,,,,,,,,
25,Sat,2020-03-07,,Wolfsburg,,RB Leipzig,,Volkswagen Arena,,,
25,Sat,2020-03-07,,Bayer,,Eint Frankfurt,,BayArena,,,
25,Sat,2020-03-07,,Mainz 05,,Düsseldorf,,Opel Arena,,,
25,Sat,2020-03-07,,Hertha BSC,,Werder Bremen,,Olympiastadion Berlin,,,
25,Sat,2020-03-07,,Paderborn 07,,Köln,,Benteler-Arena,,,
25,Sat,2020-03-07,,M'gladbach,,Dortmund,,Stadion im Borussia-Park,,,
25,Sat,2020-03-07,,Freiburg,,Union Berlin,,Schwarzwald-Stadion,,,
25,Sat,2020-03-07,,Bayern Munich,,Augsburg,,Allianz Arena,,,
25,Sat,2020-03-07,,Schalke 04,,Hoffenheim,,Veltins-Arena,,,
,,,,,,,,,,,
26,Sat,2020-03-14,,Düsseldorf,,Paderborn 07,,Merkur Spielarena,,,
26,Sat,2020-03-14,,Eint Frankfurt,,M'gladbach,,Commerzbank-Arena,,,
26,Sat,2020-03-14,,Werder Bremen,,Bayer,,Weserstadion,,,
26,Sat,2020-03-14,,RB Leipzig,,Freiburg,,Red Bull Arena,,,
26,Sat,2020-03-14,,Union Berlin,,Bayern Munich,,Stadion An der Alten Försterei,,,
26,Sat,2020-03-14,,Augsburg,,Wolfsburg,,WWK Arena,,,
26,Sat,2020-03-14,,Köln,,Mainz 05,,RheinEnergieSTADION,,,
26,Sat,2020-03-14,,Hoffenheim,,Hertha BSC,,PreZero Arena,,,
26,Sat,2020-03-14,,Dortmund,,Schalke 04,,Signal Iduna Park,,,
,,,,,,,,,,,
27,Sat,2020-03-21,,Mainz 05,,RB Leipzig,,Opel Arena,,,
27,Sat,2020-03-21,,Paderborn 07,,Hoffenheim,,Benteler-Arena,,,
27,Sat,2020-03-21,,Freiburg,,Werder Bremen,,Schwarzwald-Stadion,,,
27,Sat,2020-03-21,,Hertha BSC,,Union Berlin,,Olympiastadion Berlin,,,
27,Sat,2020-03-21,,Köln,,Düsseldorf,,RheinEnergieSTADION,,,
27,Sat,2020-03-21,,Schalke 04,,Augsburg,,Veltins-Arena,,,
27,Sat,2020-03-21,,Wolfsburg,,Dortmund,,Volkswagen Arena,,,
27,Sat,2020-03-21,,Bayern Munich,,Eint Frankfurt,,Allianz Arena,,,
27,Sat,2020-03-21,,M'gladbach,,Bayer,,Stadion im Borussia-Park,,,
,,,,,,,,,,,
28,Sat,2020-04-04,,Augsburg,,Paderborn 07,,WWK Arena,,,
28,Sat,2020-04-04,,Düsseldorf,,Schalke 04,,Merkur Spielarena,,,
28,Sat,2020-04-04,,Bayer,,Wolfsburg,,BayArena,,,
28,Sat,2020-04-04,,Dortmund,,Bayern Munich,,Signal Iduna Park,,,
28,Sat,2020-04-04,,Hoffenheim,,Köln,,PreZero Arena,,,
28,Sat,2020-04-04,,Werder Bremen,,M'gladbach,,Weserstadion,,,
28,Sat,2020-04-04,,RB Leipzig,,Hertha BSC,,Red Bull Arena,,,
28,Sat,2020-04-04,,Eint Frankfurt,,Freiburg,,Commerzbank-Arena,,,
28,Sat,2020-04-04,,Union Berlin,,Mainz 05,,Stadion An der Alten Försterei,,,
,,,,,,,,,,,
29,Sat,2020-04-11,,Paderborn 07,,Dortmund,,Benteler-Arena,,,
29,Sat,2020-04-11,,Mainz 05,,Hoffenheim,,Opel Arena,,,
29,Sat,2020-04-11,,M'gladbach,,Union Berlin,,Stadion im Borussia-Park,,,
29,Sat,2020-04-11,,Köln,,RB Leipzig,,RheinEnergieSTADION,,,
29,Sat,2020-04-11,,Bayern Munich,,Düsseldorf,,Allianz Arena,,,
29,Sat,2020-04-11,,Hertha BSC,,Augsburg,,Olympiastadion Berlin,,,
29,Sat,2020-04-11,,Freiburg,,Bayer,,Schwarzwald-Stadion,,,
29,Sat,2020-04-11,,Schalke 04,,Werder Bremen,,Veltins-Arena,,,
29,Sat,2020-04-11,,Wolfsburg,,Eint Frankfurt,,Volkswagen Arena,,,
,,,,,,,,,,,
30,Sat,2020-04-18,,Dortmund,,Hertha BSC,,Signal Iduna Park,,,
30,Sat,2020-04-18,,Eint Frankfurt,,Mainz 05,,Commerzbank-Arena,,,
30,Sat,2020-04-18,,Union Berlin,,Schalke 04,,Stadion An der Alten Försterei,,,
30,Sat,2020-04-18,,Bayer,,Bayern Munich,,BayArena,,,
30,Sat,2020-04-18,,Düsseldorf,,Hoffenheim,,Merkur Spielarena,,,
30,Sat,2020-04-18,,Werder Bremen,,Wolfsburg,,Weserstadion,,,
30,Sat,2020-04-18,,Augsburg,,Köln,,WWK Arena,,,
30,Sat,2020-04-18,,Freiburg,,M'gladbach,,Schwarzwald-Stadion,,,
30,Sat,2020-04-18,,RB Leipzig,,Paderborn 07,,Red Bull Arena,,,
,,,,,,,,,,,
31,Sat,2020-04-25,,Hoffenheim,,RB Leipzig,,PreZero Arena,,,
31,Sat,2020-04-25,,Hertha BSC,,Eint Frankfurt,,Olympiastadion Berlin,,,
31,Sat,2020-04-25,,Wolfsburg,,Freiburg,,Volkswagen Arena,,,
31,Sat,2020-04-25,,Bayern Munich,,M'gladbach,,Allianz Arena,,,
31,Sat,2020-04-25,,Düsseldorf,,Dortmund,,Merkur Spielarena,,,
31,Sat,2020-04-25,,Köln,,Union Berlin,,RheinEnergieSTADION,,,
31,Sat,2020-04-25,,Mainz 05,,Augsburg,,Opel Arena,,,
31,Sat,2020-04-25,,Paderborn 07,,Werder Bremen,,Benteler-Arena,,,
31,Sat,2020-04-25,,Schalke 04,,Bayer,,Veltins-Arena,,,
,,,,,,,,,,,
32,Sat,2020-05-02,,Werder Bremen,,Bayern Munich,,Weserstadion,,,
32,Sat,2020-05-02,,Freiburg,,Hertha BSC,,Schwarzwald-Stadion,,,
32,Sat,2020-05-02,,Dortmund,,Mainz 05,,Signal Iduna Park,,,
32,Sat,2020-05-02,,RB Leipzig,,Düsseldorf,,Red Bull Arena,,,
32,Sat,2020-05-02,,Bayer,,Köln,,BayArena,,,
32,Sat,2020-05-02,,Union Berlin,,Paderborn 07,,Stadion An der Alten Försterei,,,
32,Sat,2020-05-02,,Eint Frankfurt,,Schalke 04,,Commerzbank-Arena,,,
32,Sat,2020-05-02,,M'gladbach,,Wolfsburg,,Stadion im Borussia-Park,,,
32,Sat,2020-05-02,,Augsburg,,Hoffenheim,,WWK Arena,,,
,,,,,,,,,,,
33,Sat,2020-05-09,,RB Leipzig,,Dortmund,,Red Bull Arena,,,
33,Sat,2020-05-09,,Mainz 05,,Werder Bremen,,Opel Arena,,,
33,Sat,2020-05-09,,Köln,,Eint Frankfurt,,RheinEnergieSTADION,,,
33,Sat,2020-05-09,,Paderborn 07,,M'gladbach,,Benteler-Arena,,,
33,Sat,2020-05-09,,Hertha BSC,,Bayer,,Olympiastadion Berlin,,,
