Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
2,Sun,2019-08-11,16:45,Utrecht,3–1,Zwolle,18736,Stadion Galgenwaard,Edwin van de Graaf,Match Report,
2,Sun,2019-08-11,20:00,PSV Eindhoven,3–1,ADO Den Haag,32000,Philips Stadion,Danny Makkelie,Match Report,
,,,,,,,,,,,
3,Fri,2019-08-16,20:00,Vitesse,3–0,Zwolle,12273,GelreDome,Rob Dieperink,Match Report,
3,Sat,2019-08-17,18:30,VVV-Venlo,1–4,Ajax,8000,Seacon Stadion De Koel,Danny Makkelie,Match Report,
3,Sat,2019-08-17,18:30,ADO Den Haag,1–2,Sparta R'dam,12479,Cars Jeans Stadion,Dennis Higler,Match Report,
3,Sat,2019-08-17,20:45,Emmen,2–0,Heerenveen,8145,De Oude Meerdijk,Bas Nijhuis,Match Report,
3,Sun,2019-08-18,12:15,Fortuna Sittard,2–3,Willem II,7273,Fortuna Sittard Stadion,Allard Lindhout,Match Report,
3,Sun,2019-08-18,14:30,Twente,3–3,RKC Waalwijk,25700,De Grolsch Veste,Martin Perez,Match Report,
3,Sun,2019-08-18,16:45,Feyenoord,1–1,Utrecht,37500,Stadion Feijenoord,Pol van Boekel,Match Report,
3,Sun,2019-08-18,16:45,AZ Alkmaar,0–0,Groningen,10000,Cars Jeans Stadion,Serdar Gözübüyük,Match Report,
3,Sun,2019-08-18,20:00,Heracles Almelo,0–2,PSV Eindhoven,10063,Polman Stadion,Jochem Kamphuis,Match Report,
,,,,,,,,,,,
4,Sat,2019-08-24,18:30,Willem II,2–1,Emmen,13300,Koning Willem II Stadion,Siemen Mulder,Match Report,
4,Sat,2019-08-24,19:45,Heracles Almelo,1–1,Vitesse,9344,Polman Stadion,Jeroen Manschot,Match Report,
4,Sat,2019-08-24,20:45,Heerenveen,0–0,Twente,16328,Abe Lenstra Stadion,Pol van Boekel,Match Report,
4,Sun,2019-08-25,12:15,RKC Waalwijk,0–3,ADO Den Haag,5034,Mandemakers Stadion,Edwin van de Graaf,Match Report,
4,Sun,2019-08-25,14:30,Utrecht,1–2,VVV-Venlo,17986,Stadion Galgenwaard,Jochem Kamphuis,Match Report,
4,Sun,2019-08-25,16:45,Zwolle,2–2,Sparta R'dam,12532,MAC³PARK Stadion,Serdar Gözübüyük,Match Report,
,,,,,,,,,,,
5,Fri,2019-08-30,20:00,Emmen,1–3,Zwolle,8293,De Oude Meerdijk,Martin van den Kerkhof,Match Report,
5,Sat,2019-08-31,18:30,Heerenveen,1–1,Fortuna Sittard,15000,Abe Lenstra Stadion,Edwin van de Graaf,Match Report,
5,Sat,2019-08-31,19:45,Groningen,1–2,Heracles Almelo,15934,Hitachi Capital Mobility Stadion,Allard Lindhout,Match Report,
5,Sat,2019-08-31,20:45,ADO Den Haag,1–0,VVV-Venlo,10617,Cars Jeans Stadion,Siemen Mulder,Match Report,
5,Sun,2019-09-01,12:15,Twente,3–1,Utrecht,25500,De Grolsch Veste,Jeroen Manschot,Match Report,
5,Sun,2019-09-01,14:30,Sparta R'dam,1–4,Ajax,10599,Sparta-Stadion Het Kasteel,Jochem Kamphuis,Match Report,
5,Sun,2019-09-01,16:45,Willem II,0–1,Feyenoord,13875,Koning Willem II Stadion,Bas Nijhuis,Match Report,
5,Sun,2019-09-01,16:45,Vitesse,2–1,AZ Alkmaar,13290,GelreDome,Dennis Higler,Match Report,
5,Sun,2019-09-01,20:00,RKC Waalwijk,1–3,PSV Eindhoven,6000,Mandemakers Stadion,Kevin Blom,Match Report,
,,,,,,,,,,,
6,Sat,2019-09-14,18:30,AZ Alkmaar,,Sparta R'dam,,AFAS Stadion,,,
6,Sat,2019-09-14,18:30,Ajax,,Heerenveen,,Johan Cruyff ArenA,,,
6,Sat,2019-09-14,19:45,VVV-Venlo,,Groningen,,Seacon Stadion De Koel,,,
6,Sat,2019-09-14,20:45,Utrecht,,Emmen,,Stadion Galgenwaard,,,
6,Sat,2019-09-14,20:45,PSV Eindhoven,,Vitesse,,Philips Stadion,,,
6,Sun,2019-09-15,12:15,Zwolle,,RKC Waalwijk,,MAC³PARK Stadion,,,
6,Sun,2019-09-15,14:30,Feyenoord,,ADO Den Haag,,Stadion Feijenoord,,,
6,Sun,2019-09-15,14:30,Heracles Almelo,,Willem II,,Polman Stadion,,,
6,Sun,2019-09-15,16:45,Fortuna Sittard,,Twente,,Fortuna Sittard Stadion,,,
,,,,,,,,,,,
7,Fri,2019-09-20,20:00,Twente,,Heracles Almelo,,De Grolsch Veste,,,
7,Sat,2019-09-21,18:30,Sparta R'dam,,RKC Waalwijk,,Sparta-Stadion Het Kasteel,,,
7,Sat,2019-09-21,19:45,Willem II,,VVV-Venlo,,Koning Willem II Stadion,,,
7,Sat,2019-09-21,19:45,Groningen,,Zwolle,,Hitachi Capital Mobility Stadion,,,
7,Sat,2019-09-21,20:45,Vitesse,,Fortuna Sittard,,GelreDome,,,
7,Sun,2019-09-22,12:15,Heerenveen,,Utrecht,,Abe Lenstra Stadion,,,
7,Sun,2019-09-22,14:30,Emmen,,Feyenoord,,De Oude Meerdijk,,,
7,Sun,2019-09-22,16:45,ADO Den Haag,,AZ Alkmaar,,Cars Jeans Stadion,,,
7,Sun,2019-09-22,16:45,PSV Eindhoven,,Ajax,,Philips Stadion,,,
,,,,,,,,,,,
4,Wed,2019-09-25,18:30,PSV Eindhoven,,Groningen,,Philips Stadion,,,
4,Wed,2019-09-25,20:45,Ajax,,Fortuna Sittard,,Johan Cruyff ArenA,,,
4,Thu,2019-09-26,20:00,Feyenoord,,AZ Alkmaar,,Stadion Feijenoord,,,
,,,,,,,,,,,
8,Fri,2019-09-27,20:00,Emmen,,ADO Den Haag,,De Oude Meerdijk,,,
8,Sat,2019-09-28,18:30,VVV-Venlo,,Heerenveen,,Seacon Stadion De Koel,,,
8,Sat,2019-09-28,19:45,Ajax,,Groningen,,Johan Cruyff ArenA,,,
8,Sat,2019-09-28,20:45,Fortuna Sittard,,Sparta R'dam,,Fortuna Sittard Stadion,,,
8,Sun,2019-09-29,12:15,RKC Waalwijk,,Vitesse,,Mandemakers Stadion,,,
8,Sun,2019-09-29,14:30,Zwolle,,PSV Eindhoven,,MAC³PARK Stadion,,,
8,Sun,2019-09-29,14:30,Utrecht,,Willem II,,Stadion Galgenwaard,,,
8,Sun,2019-09-29,16:45,Feyenoord,,Twente,,Stadion Feijenoord,,,
8,Sun,2019-09-29,16:45,AZ Alkmaar,,Heracles Almelo,,AFAS Stadion,,,
,,,,,,,,,,,
9,Fri,2019-10-04,20:00,Groningen,,RKC Waalwijk,,Hitachi Capital Mobility Stadion,,,
9,Sat,2019-10-05,18:30,Heracles Almelo,,Emmen,,Polman Stadion,,,
9,Sat,2019-10-05,19:45,Vitesse,,Utrecht,,GelreDome,,,
9,Sat,2019-10-05,19:45,Sparta R'dam,,Twente,,Sparta-Stadion Het Kasteel,,,
9,Sat,2019-10-05,20:45,Heerenveen,,Zwolle,,Abe Lenstra Stadion,,,
9,Sun,2019-10-06,12:15,ADO Den Haag,,Ajax,,Cars Jeans Stadion,,,
9,Sun,2019-10-06,14:30,Fortuna Sittard,,Feyenoord,,Fortuna Sittard Stadion,,,
9,Sun,2019-10-06,16:45,Willem II,,AZ Alkmaar,,Koning Willem II Stadion,,,
9,Sun,2019-10-06,16:45,PSV Eindhoven,,VVV-Venlo,,Philips Stadion,,,
,,,,,,,,,,,
10,Sat,2019-10-19,18:30,RKC Waalwijk,,Ajax,,Mandemakers Stadion,,,
10,Sat,2019-10-19,18:30,AZ Alkmaar,,Heerenveen,,AFAS Stadion,,,
10,Sat,2019-10-19,19:45,Twente,,Willem II,,De Grolsch Veste,,,
10,Sat,2019-10-19,20:45,Utrecht,,PSV Eindhoven,,Stadion Galgenwaard,,,
10,Sat,2019-10-19,20:45,VVV-Venlo,,Vitesse,,Seacon Stadion De Koel,,,
10,Sun,2019-10-20,12:15,Zwolle,,ADO Den Haag,,MAC³PARK Stadion,,,
10,Sun,2019-10-20,14:30,Emmen,,Fortuna Sittard,,De Oude Meerdijk,,,
10,Sun,2019-10-20,14:30,Groningen,,Sparta R'dam,,Hitachi Capital Mobility Stadion,,,
10,Sun,2019-10-20,16:45,Feyenoord,,Heracles Almelo,,Stadion Feijenoord,,,
,,,,,,,,,,,
11,Fri,2019-10-25,20:00,Twente,,Emmen,,De Grolsch Veste,,,
11,Sat,2019-10-26,18:30,Willem II,,RKC Waalwijk,,Koning Willem II Stadion,,,
11,Sat,2019-10-26,19:45,Fortuna Sittard,,VVV-Venlo,,Fortuna Sittard Stadion,,,
11,Sat,2019-10-26,19:45,Vitesse,,ADO Den Haag,,GelreDome,,,
11,Sat,2019-10-26,20:45,Heracles Almelo,,Zwolle,,Polman Stadion,,,
11,Sun,2019-10-27,12:15,Heerenveen,,Groningen,,Abe Lenstra Stadion,,,
11,Sun,2019-10-27,14:30,Sparta R'dam,,Utrecht,,Sparta-Stadion Het Kasteel,,,
11,Sun,2019-10-27,14:30,PSV Eindhoven,,AZ Alkmaar,,Philips Stadion,,,
11,Sun,2019-10-27,16:45,Ajax,,Feyenoord,,Johan Cruyff ArenA,,,
,,,,,,,,,,,
12,Fri,2019-11-01,20:00,Zwolle,,Ajax,,MAC³PARK Stadion,,,
12,Sat,2019-11-02,18:30,RKC Waalwijk,,Heracles Almelo,,Mandemakers Stadion,,,
12,Sat,2019-11-02,19:45,Sparta R'dam,,PSV Eindhoven,,Sparta-Stadion Het Kasteel,,,
12,Sat,2019-11-02,19:45,Utrecht,,Fortuna Sittard,,Stadion Galgenwaard,,,
12,Sat,2019-11-02,20:45,AZ Alkmaar,,Twente,,AFAS Stadion,,,
12,Sun,2019-11-03,12:15,Emmen,,Vitesse,,De Oude Meerdijk,,,
12,Sun,2019-11-03,14:30,VVV-Venlo,,Feyenoord,,Seacon Stadion De Koel,,,
12,Sun,2019-11-03,14:30,Groningen,,Willem II,,Hitachi Capital Mobility Stadion,,,
12,Sun,2019-11-03,16:45,ADO Den Haag,,Heerenveen,,Cars Jeans Stadion,,,
,,,,,,,,,,,
13,Fri,2019-11-08,20:00,Vitesse,,Groningen,,GelreDome,,,
13,Sat,2019-11-09,18:30,Heerenveen,,Sparta R'dam,,Abe Lenstra Stadion,,,
13,Sat,2019-11-09,19:45,Fortuna Sittard,,ADO Den Haag,,Fortuna Sittard Stadion,,,
13,Sat,2019-11-09,20:45,Heracles Almelo,,VVV-Venlo,,Polman Stadion,,,
13,Sun,2019-11-10,12:15,Ajax,,Utrecht,,Johan Cruyff ArenA,,,
13,Sun,2019-11-10,14:30,Willem II,,PSV Eindhoven,,Koning Willem II Stadion,,,
13,Sun,2019-11-10,14:30,Twente,,Zwolle,,De Grolsch Veste,,,
13,Sun,2019-11-10,16:45,Feyenoord,,RKC Waalwijk,,Stadion Feijenoord,,,
13,Sun,2019-11-10,20:00,AZ Alkmaar,,Emmen,,AFAS Stadion,,,
,,,,,,,,,,,
14,Sat,2019-11-23,18:30,Utrecht,,AZ Alkmaar,,Stadion Galgenwaard,,,
14,Sat,2019-11-23,19:45,Ajax,,Heracles Almelo,,Johan Cruyff ArenA,,,
14,Sat,2019-11-23,19:45,Zwolle,,Fortuna Sittard,,MAC³PARK Stadion,,,
14,Sat,2019-11-23,20:45,ADO Den Haag,,Willem II,,Cars Jeans Stadion,,,
14,Sun,2019-11-24,12:15,Groningen,,Feyenoord,,Hitachi Capital Mobility Stadion,,,
14,Sun,2019-11-24,14:30,RKC Waalwijk,,Emmen,,Mandemakers Stadion,,,
14,Sun,2019-11-24,14:30,PSV Eindhoven,,Heerenveen,,Philips Stadion,,,
14,Sun,2019-11-24,16:45,Sparta R'dam,,Vitesse,,Sparta-Stadion Het Kasteel,,,
14,Sun,2019-11-24,16:45,VVV-Venlo,,Twente,,Seacon Stadion De Koel,,,
,,,,,,,,,,,
15,Fri,2019-11-29,20:00,Heerenveen,,Vitesse,,Abe Lenstra Stadion,,,
15,Sat,2019-11-30,18:30,Willem II,,Sparta R'dam,,Koning Willem II Stadion,,,
15,Sat,2019-11-30,19:45,Fortuna Sittard,,Groningen,,Fortuna Sittard Stadion,,,
15,Sat,2019-11-30,20:45,Heracles Almelo,,ADO Den Haag,,Polman Stadion,,,
15,Sun,2019-12-01,12:15,Twente,,Ajax,,De Grolsch Veste,,,
15,Sun,2019-12-01,14:30,AZ Alkmaar,,VVV-Venlo,,AFAS Stadion,,,
15,Sun,2019-12-01,14:30,Utrecht,,RKC Waalwijk,,Stadion Galgenwaard,,,
15,Sun,2019-12-01,16:45,Feyenoord,,Zwolle,,Stadion Feijenoord,,,
15,Sun,2019-12-01,20:00,Emmen,,PSV Eindhoven,,De Oude Meerdijk,,,
,,,,,,,,,,,
16,Fri,2019-12-06,20:15,Ajax,,Willem II,,Johan Cruyff ArenA,,,
16,Sat,2019-12-07,18:30,ADO Den Haag,,Twente,,Cars Jeans Stadion,,,
16,Sat,2019-12-07,19:45,VVV-Venlo,,Emmen,,Seacon Stadion De Koel,,,
16,Sat,2019-12-07,19:45,PSV Eindhoven,,Fortuna Sittard,,Philips Stadion,,,
16,Sat,2019-12-07,20:45,Zwolle,,AZ Alkmaar,,MAC³PARK Stadion,,,
16,Sun,2019-12-08,12:15,Vitesse,,Feyenoord,,GelreDome,,,
16,Sun,2019-12-08,14:30,RKC Waalwijk,,Heerenveen,,Mandemakers Stadion,,,
16,Sun,2019-12-08,14:30,Groningen,,Utrecht,,Hitachi Capital Mobility Stadion,,,
16,Sun,2019-12-08,16:45,Sparta R'dam,,Heracles Almelo,,Sparta-Stadion Het Kasteel,,,
,,,,,,,,,,,
17,Fri,2019-12-13,20:00,Heerenveen,,Willem II,,Abe Lenstra Stadion,,,
17,Sat,2019-12-14,18:30,ADO Den Haag,,Groningen,,Cars Jeans Stadion,,,
17,Sat,2019-12-14,19:45,VVV-Venlo,,Zwolle,,Seacon Stadion De Koel,,,
17,Sat,2019-12-14,19:45,Fortuna Sittard,,RKC Waalwijk,,Fortuna Sittard Stadion,,,
17,Sat,2019-12-14,20:45,Twente,,Vitesse,,De Grolsch Veste,,,
17,Sun,2019-12-15,12:15,AZ Alkmaar,,Ajax,,AFAS Stadion,,,
17,Sun,2019-12-15,14:30,Feyenoord,,PSV Eindhoven,,Stadion Feijenoord,,,
17,Sun,2019-12-15,14:30,Emmen,,Sparta R'dam,,De Oude Meerdijk,,,
17,Sun,2019-12-15,16:45,Heracles Almelo,,Utrecht,,Polman Stadion,,,
,,,,,,,,,,,
18,Fri,2019-12-20,20:00,RKC Waalwijk,,Twente,,Mandemakers Stadion,,,
18,Sat,2019-12-21,18:30,Heerenveen,,Heracles Almelo,,Abe Lenstra Stadion,,,
18,Sat,2019-12-21,19:45,PSV Eindhoven,,Zwolle,,Philips Stadion,,,
18,Sat,2019-12-21,19:45,Sparta R'dam,,AZ Alkmaar,,Sparta-Stadion Het Kasteel,,,
18,Sat,2019-12-21,20:45,Willem II,,Fortuna Sittard,,Koning Willem II Stadion,,,
18,Sun,2019-12-22,12:15,Ajax,,ADO Den Haag,,Johan Cruyff ArenA,,,
18,Sun,2019-12-22,14:30,Utrecht,,Feyenoord,,Stadion Galgenwaard,,,
18,Sun,2019-12-22,14:30,Groningen,,Emmen,,Hitachi Capital Mobility Stadion,,,
18,Sun,2019-12-22,16:45,Vitesse,,VVV-Venlo,,GelreDome,,,
,,,,,,,,,,,
19,Fri,2020-01-17,20:00,Fortuna Sittard,,Vitesse,,Fortuna Sittard Stadion,,,
19,Sat,2020-01-18,18:30,Twente,,Groningen,,De Grolsch Veste,,,
19,Sat,2020-01-18,19:45,Zwolle,,Utrecht,,MAC³PARK Stadion,,,
19,Sat,2020-01-18,19:45,Feyenoord,,Heerenveen,,Stadion Feijenoord,,,
19,Sat,2020-01-18,20:45,AZ Alkmaar,,Willem II,,AFAS Stadion,,,
19,Sun,2020-01-19,12:15,VVV-Venlo,,PSV Eindhoven,,Seacon Stadion De Koel,,,
19,Sun,2020-01-19,14:30,Emmen,,Heracles Almelo,,De Oude Meerdijk,,,
19,Sun,2020-01-19,14:30,Ajax,,Sparta R'dam,,Johan Cruyff ArenA,,,
19,Sun,2020-01-19,16:45,ADO Den Haag,,RKC Waalwijk,,Cars Jeans Stadion,,,
,,,,,,,,,,,
20,Fri,2020-01-24,20:00,Utrecht,,ADO Den Haag,,Stadion Galgenwaard,,,
20,Sat,2020-01-25,18:30,Heerenveen,,AZ Alkmaar,,Abe Lenstra Stadion,,,
20,Sat,2020-01-25,19:45,Heracles Almelo,,Feyenoord,,Polman Stadion,,,
20,Sat,2020-01-25,19:45,RKC Waalwijk,,VVV-Venlo,,Mandemakers Stadion,,,
20,Sat,2020-01-25,20:45,Sparta R'dam,,Fortuna Sittard,,Sparta-Stadion Het Kasteel,,,
20,Sun,2020-01-26,12:15,Vitesse,,Emmen,,GelreDome,,,
20,Sun,2020-01-26,14:30,Willem II,,Zwolle,,Koning Willem II Stadion,,,
20,Sun,2020-01-26,14:30,Groningen,,Ajax,,Hitachi Capital Mobility Stadion,,,
20,Sun,2020-01-26,16:45,PSV Eindhoven,,Twente,,Philips Stadion,,,
,,,,,,,,,,,
21,Fri,2020-01-31,20:00,AZ Alkmaar,,RKC Waalwijk,,AFAS Stadion,,,
21,Sat,2020-02-01,18:30,ADO Den Haag,,Vitesse,,Cars Jeans Stadion,,,
21,Sat,2020-02-01,19:45,Feyenoord,,Emmen,,Stadion Feijenoord,,,
21,Sat,2020-02-01,19:45,Twente,,Sparta R'dam,,De Grolsch Veste,,,
21,Sat,2020-02-01,20:45,Zwolle,,Groningen,,MAC³PARK Stadion,,,
21,Sun,2020-02-02,12:15,Willem II,,Heracles Almelo,,Koning Willem II Stadion,,,
21,Sun,2020-02-02,14:30,Fortuna Sittard,,Heerenveen,,Fortuna Sittard Stadion,,,
21,Sun,2020-02-02,14:30,VVV-Venlo,,Utrecht,,Seacon Stadion De Koel,,,
21,Sun,2020-02-02,16:45,Ajax,,PSV Eindhoven,,Johan Cruyff ArenA,,,
,,,,,,,,,,,
22,Fri,2020-02-07,20:00,Heracles Almelo,,Fortuna Sittard,,Polman Stadion,,,
22,Sat,2020-02-08,18:30,Groningen,,Vitesse,,Hitachi Capital Mobility Stadion,,,
22,Sat,2020-02-08,19:45,PSV Eindhoven,,Willem II,,Philips Stadion,,,
22,Sat,2020-02-08,19:45,Heerenveen,,VVV-Venlo,,Abe Lenstra Stadion,,,
22,Sat,2020-02-08,20:45,RKC Waalwijk,,Zwolle,,Mandemakers Stadion,,,
22,Sun,2020-02-09,12:15,Utrecht,,Ajax,,Stadion Galgenwaard,,,
22,Sun,2020-02-09,14:30,AZ Alkmaar,,Feyenoord,,AFAS Stadion,,,
22,Sun,2020-02-09,14:30,Sparta R'dam,,ADO Den Haag,,Sparta-Stadion Het Kasteel,,,
22,Sun,2020-02-09,16:45,Emmen,,Twente,,De Oude Meerdijk,,,
,,,,,,,,,,,
23,Fri,2020-02-14,20:00,Willem II,,Utrecht,,Koning Willem II Stadion,,,
23,Sat,2020-02-15,18:30,VVV-Venlo,,Heracles Almelo,,Seacon Stadion De Koel,,,
23,Sat,2020-02-15,19:45,Twente,,AZ Alkmaar,,De Grolsch Veste,,,
23,Sat,2020-02-15,19:45,ADO Den Haag,,PSV Eindhoven,,Cars Jeans Stadion,,,
23,Sat,2020-02-15,20:45,Fortuna Sittard,,Emmen,,Fortuna Sittard Stadion,,,
23,Sun,2020-02-16,12:15,Vitesse,,Heerenveen,,GelreDome,,,
23,Sun,2020-02-16,14:30,Sparta R'dam,,Groningen,,Sparta-Stadion Het Kasteel,,,
23,Sun,2020-02-16,14:30,Ajax,,RKC Waalwijk,,Johan Cruyff ArenA,,,
23,Sun,2020-02-16,16:45,Zwolle,,Feyenoord,,MAC³PARK Stadion,,,
,,,,,,,,,,,
24,Fri,2020-02-21,20:00,RKC Waalwijk,,Sparta R'dam,,Mandemakers Stadion,,,
24,Sat,2020-02-22,18:30,Emmen,,Willem II,,De Oude Meerdijk,,,
24,Sat,2020-02-22,19:45,AZ Alkmaar,,Zwolle,,AFAS Stadion,,,
24,Sat,2020-02-22,19:45,Feyenoord,,Fortuna Sittard,,Stadion Feijenoord,,,
24,Sat,2020-02-22,20:45,Groningen,,VVV-Venlo,,Hitachi Capital Mobility Stadion,,,
24,Sun,2020-02-23,12:15,Utrecht,,Twente,,Stadion Galgenwaard,,,
24,Sun,2020-02-23,14:30,Vitesse,,PSV Eindhoven,,GelreDome,,,
24,Sun,2020-02-23,14:30,Heerenveen,,ADO Den Haag,,Abe Lenstra Stadion,,,
24,Sun,2020-02-23,16:45,Heracles Almelo,,Ajax,,Polman Stadion,,,
,,,,,,,,,,,
25,Fri,2020-02-28,20:00,Willem II,,Groningen,,Koning Willem II Stadion,,,
25,Sat,2020-02-29,18:30,ADO Den Haag,,Heracles Almelo,,Cars Jeans Stadion,,,
25,Sat,2020-02-29,19:45,VVV-Venlo,,Fortuna Sittard,,Seacon Stadion De Koel,,,
25,Sat,2020-02-29,19:45,Zwolle,,Vitesse,,MAC³PARK Stadion,,,
25,Sat,2020-02-29,20:45,Twente,,Heerenveen,,De Grolsch Veste,,,
25,Sun,2020-03-01,12:15,Ajax,,AZ Alkmaar,,Johan Cruyff ArenA,,,
25,Sun,2020-03-01,14:30,Sparta R'dam,,Emmen,,Sparta-Stadion Het Kasteel,,,
25,Sun,2020-03-01,14:30,PSV Eindhoven,,Feyenoord,,Philips Stadion,,,
25,Sun,2020-03-01,16:45,RKC Waalwijk,,Utrecht,,Mandemakers Stadion,,,
,,,,,,,,,,,
26,Fri,2020-03-06,20:00,Emmen,,VVV-Venlo,,De Oude Meerdijk,,,
26,Sat,2020-03-07,18:30,Fortuna Sittard,,Zwolle,,Fortuna Sittard Stadion,,,
26,Sat,2020-03-07,19:45,Heerenveen,,Ajax,,Abe Lenstra Stadion,,,
26,Sat,2020-03-07,19:45,AZ Alkmaar,,ADO Den Haag,,AFAS Stadion,,,
26,Sat,2020-03-07,20:45,Vitesse,,Twente,,GelreDome,,,
26,Sun,2020-03-08,12:15,Utrecht,,Sparta R'dam,,Stadion Galgenwaard,,,
26,Sun,2020-03-08,14:30,Heracles Almelo,,RKC Waalwijk,,Polman Stadion,,,
26,Sun,2020-03-08,14:30,Feyenoord,,Willem II,,Stadion Feijenoord,,,
26,Sun,2020-03-08,16:45,Groningen,,PSV Eindhoven,,Hitachi Capital Mobility Stadion,,,
,,,,,,,,,,,
27,Sun,2020-03-08,18:30,Willem II,,Heerenveen,,Koning Willem II Stadion,,,
27,Sun,2020-03-08,19:45,Ajax,,Twente,,Johan Cruyff ArenA,,,
27,Sun,2020-03-08,19:45,Utrecht,,Vitesse,,Stadion Galgenwaard,,,
27,Sun,2020-03-08,20:45,Zwolle,,Heracles Almelo,,MAC³PARK Stadion,,,
27,Fri,2020-03-13,20:00,ADO Den Haag,,Fortuna Sittard,,Cars Jeans Stadion,,,
27,Sun,2020-03-15,12:15,Sparta R'dam,,Feyenoord,,Sparta-Stadion Het Kasteel,,,
27,Sun,2020-03-15,14:30,VVV-Venlo,,AZ Alkmaar,,Seacon Stadion De Koel,,,
27,Sun,2020-03-15,14:30,PSV Eindhoven,,Emmen,,Philips Stadion,,,
27,Sun,2020-03-15,16:45,RKC Waalwijk,,Groningen,,Mandemakers Stadion,,,
,,,,,,,,,,,
28,Fri,2020-03-20,20:00,Heracles Almelo,,Sparta R'dam,,Polman Stadion,,,
28,Sat,2020-03-21,18:30,Twente,,ADO Den Haag,,De Grolsch Veste,,,
28,Sat,2020-03-21,19:45,Vitesse,,Willem II,,GelreDome,,,
28,Sat,2020-03-21,19:45,Zwolle,,VVV-Venlo,,MAC³PARK Stadion,,,
28,Sat,2020-03-21,20:45,Heerenveen,,RKC Waalwijk,,Abe Lenstra Stadion,,,
28,Sun,2020-03-22,12:15,Fortuna Sittard,,PSV Eindhoven,,Fortuna Sittard Stadion,,,
28,Sun,2020-03-22,14:30,Feyenoord,,Ajax,,Stadion Feijenoord,,,
28,Sun,2020-03-22,14:30,Groningen,,AZ Alkmaar,,Hitachi Capital Mobility Stadion,,,
28,Sun,2020-03-22,16:45,Emmen,,Utrecht,,De Oude Meerdijk,,,
,,,,,,,,,,,
29,Sat,2020-04-04,18:30,VVV-Venlo,,Willem II,,Seacon Stadion De Koel,,,
29,Sat,2020-04-04,18:30,Sparta R'dam,,Heerenveen,,Sparta-Stadion Het Kasteel,,,
29,Sat,2020-04-04,19:45,PSV Eindhoven,,Heracles Almelo,,Philips Stadion,,,
29,Sat,2020-04-04,20:45,AZ Alkmaar,,Vitesse,,AFAS Stadion,,,
29,Sat,2020-04-04,20:45,Utrecht,,Groningen,,Stadion Galgenwaard,,,
29,Sun,2020-04-05,12:15,RKC Waalwijk,,Feyenoord,,Mandemakers Stadion,,,
29,Sun,2020-04-05,14:30,Ajax,,Zwolle,,Johan Cruyff ArenA,,,
29,Sun,2020-04-05,14:30,ADO Den Haag,,Emmen,,Cars Jeans Stadion,,,
29,Sun,2020-04-05,16:45,Twente,,Fortuna Sittard,,De Grolsch Veste,,,
,,,,,,,,,,,
30,Fri,2020-04-10,20:00,Groningen,,Heerenveen,,Hitachi Capital Mobility Stadion,,,
30,Sat,2020-04-11,18:30,Vitesse,,RKC Waalwijk,,GelreDome,,,
30,Sat,2020-04-11,19:45,Feyenoord,,VVV-Venlo,,Stadion Feijenoord,,,
30,Sat,2020-04-11,19:45,Heracles Almelo,,AZ Alkmaar,,Polman Stadion,,,
