Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
8,Sat,2019-10-05,18:30,Valencia,,Alavés,,Estadio de Mestalla,,,
8,Sat,2019-10-05,21:00,Betis,,Eibar,,Estadio Benito Villamarín,,,
8,Sun,2019-10-06,12:00,Mallorca,,Espanyol,,Iberostar Estadi,,,
8,Sun,2019-10-06,14:00,Valladolid,,Atlético Madrid,,Estadio Municipal José Zorrilla,,,
8,Sun,2019-10-06,16:00,Osasuna,,Villarreal,,Estadio El Sadar,,,
8,Sun,2019-10-06,18:30,Real Sociedad,,Getafe,,Estadio Municipal de Anoeta,,,
8,Sun,2019-10-06,21:00,Barcelona,,Sevilla,,Camp Nou,,,
,,,,,,,,,,,
9,Sun,2019-10-20,,Mallorca,,Real Madrid,,Iberostar Estadi,,,
9,Sun,2019-10-20,,Athletic Bilbao,,Valladolid,,San Mamés,,,
9,Sun,2019-10-20,,Sevilla,,Levante,,Estadio Ramón Sánchez Pizjuán,,,
9,Sun,2019-10-20,,Atlético Madrid,,Valencia,,Estadio Wanda Metropolitano,,,
9,Sun,2019-10-20,,Eibar,,Barcelona,,Estadio Municipal de Ipurúa,,,
9,Sun,2019-10-20,,Granada,,Osasuna,,Estadio Nuevo Los Cármenes,,,
9,Sun,2019-10-20,,Real Sociedad,,Betis,,Estadio Municipal de Anoeta,,,
9,Sun,2019-10-20,,Getafe,,Leganés,,Coliseum Alfonso Pérez,,,
9,Sun,2019-10-20,,Alavés,,Celta Vigo,,Estadio de Mendizorroza,,,
9,Sun,2019-10-20,,Espanyol,,Villarreal,,RCDE Stadium,,,
,,,,,,,,,,,
10,Sun,2019-10-27,,Granada,,Betis,,Estadio Nuevo Los Cármenes,,,
10,Sun,2019-10-27,,Osasuna,,Valencia,,Estadio El Sadar,,,
10,Sun,2019-10-27,,Leganés,,Mallorca,,Estadio Municipal de Butarque,,,
10,Sun,2019-10-27,,Sevilla,,Getafe,,Estadio Ramón Sánchez Pizjuán,,,
10,Sun,2019-10-27,,Celta Vigo,,Real Sociedad,,Estadio de Balaídos,,,
10,Sun,2019-10-27,,Atlético Madrid,,Athletic Bilbao,,Estadio Wanda Metropolitano,,,
10,Sun,2019-10-27,,Valladolid,,Eibar,,Estadio Municipal José Zorrilla,,,
10,Sun,2019-10-27,,Villarreal,,Alavés,,Estadio de la Cerámica,,,
10,Sun,2019-10-27,,Levante,,Espanyol,,Estadio Ciudad de Valencia,,,
10,Sun,2019-10-27,,Barcelona,,Real Madrid,,Camp Nou,,,
,,,,,,,,,,,
11,Wed,2019-10-30,,Betis,,Celta Vigo,,Estadio Benito Villamarín,,,
11,Wed,2019-10-30,,Valencia,,Sevilla,,Estadio de Mestalla,,,
11,Wed,2019-10-30,,Mallorca,,Osasuna,,Iberostar Estadi,,,
11,Wed,2019-10-30,,Barcelona,,Valladolid,,Camp Nou,,,
11,Wed,2019-10-30,,Alavés,,Atlético Madrid,,Estadio de Mendizorroza,,,
11,Wed,2019-10-30,,Getafe,,Granada,,Coliseum Alfonso Pérez,,,
11,Wed,2019-10-30,,Eibar,,Villarreal,,Estadio Municipal de Ipurúa,,,
11,Wed,2019-10-30,,Athletic Bilbao,,Espanyol,,San Mamés,,,
11,Wed,2019-10-30,,Real Madrid,,Leganés,,Estadio Santiago Bernabéu,,,
11,Wed,2019-10-30,,Real Sociedad,,Levante,,Estadio Municipal de Anoeta,,,
,,,,,,,,,,,
12,Sun,2019-11-03,,Valladolid,,Mallorca,,Estadio Municipal José Zorrilla,,,
12,Sun,2019-11-03,,Osasuna,,Alavés,,Estadio El Sadar,,,
12,Sun,2019-11-03,,Sevilla,,Atlético Madrid,,Estadio Ramón Sánchez Pizjuán,,,
12,Sun,2019-11-03,,Real Madrid,,Betis,,Estadio Santiago Bernabéu,,,
12,Sun,2019-11-03,,Espanyol,,Valencia,,RCDE Stadium,,,
12,Sun,2019-11-03,,Granada,,Real Sociedad,,Estadio Nuevo Los Cármenes,,,
12,Sun,2019-11-03,,Villarreal,,Athletic Bilbao,,Estadio de la Cerámica,,,
12,Sun,2019-11-03,,Levante,,Barcelona,,Estadio Ciudad de Valencia,,,
12,Sun,2019-11-03,,Celta Vigo,,Getafe,,Estadio de Balaídos,,,
12,Sun,2019-11-03,,Leganés,,Eibar,,Estadio Municipal de Butarque,,,
,,,,,,,,,,,
13,Sun,2019-11-10,,Valencia,,Granada,,Estadio de Mestalla,,,
13,Sun,2019-11-10,,Barcelona,,Celta Vigo,,Camp Nou,,,
13,Sun,2019-11-10,,Atlético Madrid,,Espanyol,,Estadio Wanda Metropolitano,,,
13,Sun,2019-11-10,,Getafe,,Osasuna,,Coliseum Alfonso Pérez,,,
13,Sun,2019-11-10,,Athletic Bilbao,,Levante,,San Mamés,,,
13,Sun,2019-11-10,,Alavés,,Valladolid,,Estadio de Mendizorroza,,,
13,Sun,2019-11-10,,Mallorca,,Villarreal,,Iberostar Estadi,,,
13,Sun,2019-11-10,,Real Sociedad,,Leganés,,Estadio Municipal de Anoeta,,,
13,Sun,2019-11-10,,Eibar,,Real Madrid,,Estadio Municipal de Ipurúa,,,
13,Sun,2019-11-10,,Betis,,Sevilla,,Estadio Benito Villamarín,,,
,,,,,,,,,,,
14,Sun,2019-11-24,,Valladolid,,Sevilla,,Estadio Municipal José Zorrilla,,,
14,Sun,2019-11-24,,Espanyol,,Getafe,,RCDE Stadium,,,
14,Sun,2019-11-24,,Leganés,,Barcelona,,Estadio Municipal de Butarque,,,
14,Sun,2019-11-24,,Levante,,Mallorca,,Estadio Ciudad de Valencia,,,
14,Sun,2019-11-24,,Eibar,,Alavés,,Estadio Municipal de Ipurúa,,,
14,Sun,2019-11-24,,Villarreal,,Celta Vigo,,Estadio de la Cerámica,,,
14,Sun,2019-11-24,,Osasuna,,Athletic Bilbao,,Estadio El Sadar,,,
14,Sun,2019-11-24,,Granada,,Atlético Madrid,,Estadio Nuevo Los Cármenes,,,
14,Sun,2019-11-24,,Real Madrid,,Real Sociedad,,Estadio Santiago Bernabéu,,,
14,Sun,2019-11-24,,Betis,,Valencia,,Estadio Benito Villamarín,,,
,,,,,,,,,,,
15,Sun,2019-12-01,,Celta Vigo,,Valladolid,,Estadio de Balaídos,,,
15,Sun,2019-12-01,,Getafe,,Levante,,Coliseum Alfonso Pérez,,,
15,Sun,2019-12-01,,Mallorca,,Betis,,Iberostar Estadi,,,
15,Sun,2019-12-01,,Alavés,,Real Madrid,,Estadio de Mendizorroza,,,
15,Sun,2019-12-01,,Valencia,,Villarreal,,Estadio de Mestalla,,,
15,Sun,2019-12-01,,Sevilla,,Leganés,,Estadio Ramón Sánchez Pizjuán,,,
15,Sun,2019-12-01,,Espanyol,,Osasuna,,RCDE Stadium,,,
15,Sun,2019-12-01,,Atlético Madrid,,Barcelona,,Estadio Wanda Metropolitano,,,
15,Sun,2019-12-01,,Athletic Bilbao,,Granada,,San Mamés,,,
15,Sun,2019-12-01,,Real Sociedad,,Eibar,,Estadio Municipal de Anoeta,,,
,,,,,,,,,,,
16,Sun,2019-12-08,,Eibar,,Getafe,,Estadio Municipal de Ipurúa,,,
16,Sun,2019-12-08,,Granada,,Alavés,,Estadio Nuevo Los Cármenes,,,
16,Sun,2019-12-08,,Osasuna,,Sevilla,,Estadio El Sadar,,,
16,Sun,2019-12-08,,Levante,,Valencia,,Estadio Ciudad de Valencia,,,
16,Sun,2019-12-08,,Leganés,,Celta Vigo,,Estadio Municipal de Butarque,,,
16,Sun,2019-12-08,,Valladolid,,Real Sociedad,,Estadio Municipal José Zorrilla,,,
16,Sun,2019-12-08,,Villarreal,,Atlético Madrid,,Estadio de la Cerámica,,,
16,Sun,2019-12-08,,Barcelona,,Mallorca,,Camp Nou,,,
16,Sun,2019-12-08,,Betis,,Athletic Bilbao,,Estadio Benito Villamarín,,,
16,Sun,2019-12-08,,Real Madrid,,Espanyol,,Estadio Santiago Bernabéu,,,
,,,,,,,,,,,
17,Sun,2019-12-15,,Granada,,Levante,,Estadio Nuevo Los Cármenes,,,
17,Sun,2019-12-15,,Athletic Bilbao,,Eibar,,San Mamés,,,
17,Sun,2019-12-15,,Real Sociedad,,Barcelona,,Estadio Municipal de Anoeta,,,
17,Sun,2019-12-15,,Getafe,,Valladolid,,Coliseum Alfonso Pérez,,,
17,Sun,2019-12-15,,Sevilla,,Villarreal,,Estadio Ramón Sánchez Pizjuán,,,
17,Sun,2019-12-15,,Alavés,,Leganés,,Estadio de Mendizorroza,,,
17,Sun,2019-12-15,,Celta Vigo,,Mallorca,,Estadio de Balaídos,,,
17,Sun,2019-12-15,,Atlético Madrid,,Osasuna,,Estadio Wanda Metropolitano,,,
17,Sun,2019-12-15,,Valencia,,Real Madrid,,Estadio de Mestalla,,,
17,Sun,2019-12-15,,Espanyol,,Betis,,RCDE Stadium,,,
,,,,,,,,,,,
18,Sun,2019-12-22,,Valladolid,,Valencia,,Estadio Municipal José Zorrilla,,,
18,Sun,2019-12-22,,Villarreal,,Getafe,,Estadio de la Cerámica,,,
18,Sun,2019-12-22,,Real Madrid,,Athletic Bilbao,,Estadio Santiago Bernabéu,,,
18,Sun,2019-12-22,,Eibar,,Granada,,Estadio Municipal de Ipurúa,,,
18,Sun,2019-12-22,,Osasuna,,Real Sociedad,,Estadio El Sadar,,,
18,Sun,2019-12-22,,Barcelona,,Alavés,,Camp Nou,,,
18,Sun,2019-12-22,,Betis,,Atlético Madrid,,Estadio Benito Villamarín,,,
18,Sun,2019-12-22,,Mallorca,,Sevilla,,Iberostar Estadi,,,
18,Sun,2019-12-22,,Levante,,Celta Vigo,,Estadio Ciudad de Valencia,,,
18,Sun,2019-12-22,,Leganés,,Espanyol,,Estadio Municipal de Butarque,,,
,,,,,,,,,,,
19,Sun,2020-01-05,,Espanyol,,Barcelona,,RCDE Stadium,,,
19,Sun,2020-01-05,,Getafe,,Real Madrid,,Coliseum Alfonso Pérez,,,
19,Sun,2020-01-05,,Valladolid,,Leganés,,Estadio Municipal José Zorrilla,,,
19,Sun,2020-01-05,,Granada,,Mallorca,,Estadio Nuevo Los Cármenes,,,
19,Sun,2020-01-05,,Alavés,,Betis,,Estadio de Mendizorroza,,,
19,Sun,2020-01-05,,Real Sociedad,,Villarreal,,Estadio Municipal de Anoeta,,,
19,Sun,2020-01-05,,Atlético Madrid,,Levante,,Estadio Wanda Metropolitano,,,
19,Sun,2020-01-05,,Valencia,,Eibar,,Estadio de Mestalla,,,
19,Sun,2020-01-05,,Sevilla,,Athletic Bilbao,,Estadio Ramón Sánchez Pizjuán,,,
19,Sun,2020-01-05,,Celta Vigo,,Osasuna,,Estadio de Balaídos,,,
,,,,,,,,,,,
20,Sun,2020-01-19,,Leganés,,Getafe,,Estadio Municipal de Butarque,,,
20,Sun,2020-01-19,,Levante,,Alavés,,Estadio Ciudad de Valencia,,,
20,Sun,2020-01-19,,Athletic Bilbao,,Celta Vigo,,San Mamés,,,
20,Sun,2020-01-19,,Mallorca,,Valencia,,Iberostar Estadi,,,
20,Sun,2020-01-19,,Betis,,Real Sociedad,,Estadio Benito Villamarín,,,
20,Sun,2020-01-19,,Barcelona,,Granada,,Camp Nou,,,
20,Sun,2020-01-19,,Eibar,,Atlético Madrid,,Estadio Municipal de Ipurúa,,,
20,Sun,2020-01-19,,Real Madrid,,Sevilla,,Estadio Santiago Bernabéu,,,
20,Sun,2020-01-19,,Villarreal,,Espanyol,,Estadio de la Cerámica,,,
20,Sun,2020-01-19,,Osasuna,,Valladolid,,Estadio El Sadar,,,
,,,,,,,,,,,
21,Sun,2020-01-26,,Celta Vigo,,Eibar,,Estadio de Balaídos,,,
21,Sun,2020-01-26,,Sevilla,,Granada,,Estadio Ramón Sánchez Pizjuán,,,
21,Sun,2020-01-26,,Getafe,,Betis,,Coliseum Alfonso Pérez,,,
21,Sun,2020-01-26,,Real Sociedad,,Mallorca,,Estadio Municipal de Anoeta,,,
21,Sun,2020-01-26,,Espanyol,,Athletic Bilbao,,RCDE Stadium,,,
21,Sun,2020-01-26,,Osasuna,,Levante,,Estadio El Sadar,,,
21,Sun,2020-01-26,,Atlético Madrid,,Leganés,,Estadio Wanda Metropolitano,,,
21,Sun,2020-01-26,,Valladolid,,Real Madrid,,Estadio Municipal José Zorrilla,,,
21,Sun,2020-01-26,,Alavés,,Villarreal,,Estadio de Mendizorroza,,,
21,Sun,2020-01-26,,Valencia,,Barcelona,,Estadio de Mestalla,,,
,,,,,,,,,,,
22,Sun,2020-02-02,,Mallorca,,Valladolid,,Iberostar Estadi,,,
22,Sun,2020-02-02,,Valencia,,Celta Vigo,,Estadio de Mestalla,,,
22,Sun,2020-02-02,,Barcelona,,Levante,,Camp Nou,,,
22,Sun,2020-02-02,,Granada,,Espanyol,,Estadio Nuevo Los Cármenes,,,
22,Sun,2020-02-02,,Athletic Bilbao,,Getafe,,San Mamés,,,
22,Sun,2020-02-02,,Leganés,,Real Sociedad,,Estadio Municipal de Butarque,,,
22,Sun,2020-02-02,,Eibar,,Betis,,Estadio Municipal de Ipurúa,,,
22,Sun,2020-02-02,,Villarreal,,Osasuna,,Estadio de la Cerámica,,,
22,Sun,2020-02-02,,Sevilla,,Alavés,,Estadio Ramón Sánchez Pizjuán,,,
22,Sun,2020-02-02,,Real Madrid,,Atlético Madrid,,Estadio Santiago Bernabéu,,,
,,,,,,,,,,,
23,Sun,2020-02-09,,Real Sociedad,,Athletic Bilbao,,Estadio Municipal de Anoeta,,,
23,Sun,2020-02-09,,Celta Vigo,,Sevilla,,Estadio de Balaídos,,,
23,Sun,2020-02-09,,Levante,,Leganés,,Estadio Ciudad de Valencia,,,
23,Sun,2020-02-09,,Valladolid,,Villarreal,,Estadio Municipal José Zorrilla,,,
23,Sun,2020-02-09,,Atlético Madrid,,Granada,,Estadio Wanda Metropolitano,,,
23,Sun,2020-02-09,,Espanyol,,Mallorca,,RCDE Stadium,,,
23,Sun,2020-02-09,,Getafe,,Valencia,,Coliseum Alfonso Pérez,,,
23,Sun,2020-02-09,,Betis,,Barcelona,,Estadio Benito Villamarín,,,
23,Sun,2020-02-09,,Osasuna,,Real Madrid,,Estadio El Sadar,,,
23,Sun,2020-02-09,,Alavés,,Eibar,,Estadio de Mendizorroza,,,
,,,,,,,,,,,
24,Sun,2020-02-16,,Real Madrid,,Celta Vigo,,Estadio Santiago Bernabéu,,,
24,Sun,2020-02-16,,Villarreal,,Levante,,Estadio de la Cerámica,,,
24,Sun,2020-02-16,,Granada,,Valladolid,,Estadio Nuevo Los Cármenes,,,
24,Sun,2020-02-16,,Athletic Bilbao,,Osasuna,,San Mamés,,,
24,Sun,2020-02-16,,Sevilla,,Espanyol,,Estadio Ramón Sánchez Pizjuán,,,
24,Sun,2020-02-16,,Leganés,,Betis,,Estadio Municipal de Butarque,,,
24,Sun,2020-02-16,,Barcelona,,Getafe,,Camp Nou,,,
24,Sun,2020-02-16,,Valencia,,Atlético Madrid,,Estadio de Mestalla,,,
24,Sun,2020-02-16,,Mallorca,,Alavés,,Iberostar Estadi,,,
24,Sun,2020-02-16,,Eibar,,Real Sociedad,,Estadio Municipal de Ipurúa,,,
,,,,,,,,,,,
26,Sun,2020-03-01,,Leganés,,Alavés,,Estadio Municipal de Butarque,,,
26,Sun,2020-03-01,,Athletic Bilbao,,Villarreal,,San Mamés,,,
26,Sun,2020-03-01,,Granada,,Celta Vigo,,Estadio Nuevo Los Cármenes,,,
26,Sun,2020-03-01,,Real Sociedad,,Valladolid,,Estadio Municipal de Anoeta,,,
26,Sun,2020-03-01,,Eibar,,Levante,,Estadio Municipal de Ipurúa,,,
26,Sun,2020-03-01,,Sevilla,,Osasuna,,Estadio Ramón Sánchez Pizjuán,,,
26,Sun,2020-03-01,,Valencia,,Betis,,Estadio de Mestalla,,,
26,Sun,2020-03-01,,Mallorca,,Getafe,,Iberostar Estadi,,,
26,Sun,2020-03-01,,Real Madrid,,Barcelona,,Estadio Santiago Bernabéu,,,
26,Sun,2020-03-01,,Espanyol,,Atlético Madrid,,RCDE Stadium,,,
,,,,,,,,,,,
27,Sun,2020-03-08,,Barcelona,,Real Sociedad,,Camp Nou,,,
27,Sun,2020-03-08,,Eibar,,Mallorca,,Estadio Municipal de Ipurúa,,,
27,Sun,2020-03-08,,Villarreal,,Leganés,,Estadio de la Cerámica,,,
27,Sun,2020-03-08,,Valladolid,,Athletic Bilbao,,Estadio Municipal José Zorrilla,,,
27,Sun,2020-03-08,,Betis,,Real Madrid,,Estadio Benito Villamarín,,,
27,Sun,2020-03-08,,Levante,,Granada,,Estadio Ciudad de Valencia,,,
27,Sun,2020-03-08,,Atlético Madrid,,Sevilla,,Estadio Wanda Metropolitano,,,
27,Sun,2020-03-08,,Osasuna,,Espanyol,,Estadio El Sadar,,,
27,Sun,2020-03-08,,Alavés,,Valencia,,Estadio de Mendizorroza,,,
27,Sun,2020-03-08,,Getafe,,Celta Vigo,,Coliseum Alfonso Pérez,,,
,,,,,,,,,,,
28,Sun,2020-03-15,,Leganés,,Valladolid,,Estadio Municipal de Butarque,,,
28,Sun,2020-03-15,,Athletic Bilbao,,Atlético Madrid,,San Mamés,,,
28,Sun,2020-03-15,,Real Sociedad,,Osasuna,,Estadio Municipal de Anoeta,,,
28,Sun,2020-03-15,,Espanyol,,Alavés,,RCDE Stadium,,,
28,Sun,2020-03-15,,Mallorca,,Barcelona,,Iberostar Estadi,,,
28,Sun,2020-03-15,,Celta Vigo,,Villarreal,,Estadio de Balaídos,,,
28,Sun,2020-03-15,,Sevilla,,Betis,,Estadio Ramón Sánchez Pizjuán,,,
28,Sun,2020-03-15,,Valencia,,Levante,,Estadio de Mestalla,,,
28,Sun,2020-03-15,,Real Madrid,,Eibar,,Estadio Santiago Bernabéu,,,
28,Sun,2020-03-15,,Granada,,Getafe,,Estadio Nuevo Los Cármenes,,,
,,,,,,,,,,,
29,Sun,2020-03-22,,Villarreal,,Mallorca,,Estadio de la Cerámica,,,
29,Sun,2020-03-22,,Real Madrid,,Valencia,,Estadio Santiago Bernabéu,,,
29,Sun,2020-03-22,,Levante,,Sevilla,,Estadio Ciudad de Valencia,,,
29,Sun,2020-03-22,,Alavés,,Real Sociedad,,Estadio de Mendizorroza,,,
29,Sun,2020-03-22,,Osasuna,,Atlético Madrid,,Estadio El Sadar,,,
29,Sun,2020-03-22,,Barcelona,,Leganés,,Camp Nou,,,
29,Sun,2020-03-22,,Betis,,Granada,,Estadio Benito Villamarín,,,
29,Sun,2020-03-22,,Getafe,,Espanyol,,Coliseum Alfonso Pérez,,,
29,Sun,2020-03-22,,Valladolid,,Celta Vigo,,Estadio Municipal José Zorrilla,,,
29,Sun,2020-03-22,,Eibar,,Athletic Bilbao,,Estadio Municipal de Ipurúa,,,
,,,,,,,,,,,
25,Mon,2020-03-23,,Barcelona,,Eibar,,Camp Nou,,,
25,Mon,2020-03-23,,Getafe,,Sevilla,,Coliseum Alfonso Pérez,,,
25,Mon,2020-03-23,,Celta Vigo,,Leganés,,Estadio de Balaídos,,,
25,Mon,2020-03-23,,Alavés,,Athletic Bilbao,,Estadio de Mendizorroza,,,
25,Mon,2020-03-23,,Levante,,Real Madrid,,Estadio Ciudad de Valencia,,,
25,Mon,2020-03-23,,Real Sociedad,,Valencia,,Estadio Municipal de Anoeta,,,
25,Mon,2020-03-23,,Atlético Madrid,,Villarreal,,Estadio Wanda Metropolitano,,,
25,Mon,2020-03-23,,Valladolid,,Espanyol,,Estadio Municipal José Zorrilla,,,
25,Mon,2020-03-23,,Osasuna,,Granada,,Estadio El Sadar,,,
