Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
17,Sat,2019-12-07,,Dynamo Kyiv,,Zorya Luhansk,,NSK Olimpijs'kyj,,,
17,Sat,2019-12-07,,FC Oleksandriya,,Vorskla Poltava,,KSK Nika,,,
,,,,,,,,,,,
18,Sat,2019-12-14,,SK Dnipro-1,,FC Oleksandriya,,Dnipro Arena,,,
18,Sat,2019-12-14,,Desna Chernihiv,,Dynamo Kyiv,,Stadion im. Yuriya Haharina,,,
18,Sat,2019-12-14,,Zorya Luhansk,,Shakhtar,,Slavutych-Arena,,,
18,Sat,2019-12-14,,FK L'viv,,FK Kolos,,L'viv Arena,,,
18,Sat,2019-12-14,,Olimpik Donetsk,,FC Mariupol,,Stadion Dynamo im. Valery Lobanovsky,,,
18,Sat,2019-12-14,,Vorskla Poltava,,Karpaty Lviv,,Stadion Vorskla im. Oleksiya Butov'skogo,,,
,,,,,,,,,,,
19,Sat,2020-02-22,,FC Oleksandriya,,FK Kolos,,KSK Nika,,,
19,Sat,2020-02-22,,Olimpik Donetsk,,FK L'viv,,Stadion Dynamo im. Valery Lobanovsky,,,
19,Sat,2020-02-22,,Shakhtar,,Desna Chernihiv,,Oblasny SportKomplex Metalist,,,
19,Sat,2020-02-22,,Dynamo Kyiv,,Vorskla Poltava,,NSK Olimpijs'kyj,,,
19,Sat,2020-02-22,,FC Mariupol,,Zorya Luhansk,,Stadion im. Volodymyra Boyka,,,
19,Sat,2020-02-22,,Karpaty Lviv,,SK Dnipro-1,,Stadion Ukrajina,,,
,,,,,,,,,,,
20,Sat,2020-02-29,,Desna Chernihiv,,FC Mariupol,,Stadion im. Yuriya Haharina,,,
20,Sat,2020-02-29,,FK L'viv,,FC Oleksandriya,,L'viv Arena,,,
20,Sat,2020-02-29,,FK Kolos,,Karpaty Lviv,,Obolon' Arena,,,
20,Sat,2020-02-29,,Vorskla Poltava,,Shakhtar,,Stadion Vorskla im. Oleksiya Butov'skogo,,,
20,Sat,2020-02-29,,Zorya Luhansk,,Olimpik Donetsk,,Slavutych-Arena,,,
20,Sat,2020-02-29,,SK Dnipro-1,,Dynamo Kyiv,,Dnipro Arena,,,
,,,,,,,,,,,
21,Sat,2020-03-07,,Zorya Luhansk,,FK L'viv,,Slavutych-Arena,,,
21,Sat,2020-03-07,,Shakhtar,,SK Dnipro-1,,Oblasny SportKomplex Metalist,,,
21,Sat,2020-03-07,,Dynamo Kyiv,,FK Kolos,,NSK Olimpijs'kyj,,,
21,Sat,2020-03-07,,FC Mariupol,,Vorskla Poltava,,Stadion im. Volodymyra Boyka,,,
21,Sat,2020-03-07,,Olimpik Donetsk,,Desna Chernihiv,,Stadion Dynamo im. Valery Lobanovsky,,,
21,Sat,2020-03-07,,Karpaty Lviv,,FC Oleksandriya,,Stadion Ukrajina,,,
,,,,,,,,,,,
22,Sat,2020-03-14,,FK L'viv,,Karpaty Lviv,,L'viv Arena,,,
22,Sat,2020-03-14,,Vorskla Poltava,,Olimpik Donetsk,,Stadion Vorskla im. Oleksiya Butov'skogo,,,
22,Sat,2020-03-14,,FC Oleksandriya,,Dynamo Kyiv,,KSK Nika,,,
22,Sat,2020-03-14,,Desna Chernihiv,,Zorya Luhansk,,Stadion im. Yuriya Haharina,,,
22,Sat,2020-03-14,,FK Kolos,,Shakhtar,,Obolon' Arena,,,
22,Sat,2020-03-14,,SK Dnipro-1,,FC Mariupol,,Dnipro Arena,,,
